principalnaicscode,principalnaicscodeText,principalNAICS2DigitCode,principalNAICS3DigitCode,principalNAICS4DigitCode,NAICS_shorthand,NAICS_unabbreviated,CriticalTech
444130,Hardware Stores,44-45,444,4441,NULL,NULL,Remaining Sectors
444190,Other Building Material Dealers,44-45,444,4441,NULL,NULL,Remaining Sectors
4442,Lawn and Garden Equipment and Supplies Stores,44-45,444,4442,NULL,NULL,Remaining Sectors
444210,Outdoor Power Equipment Stores,44-45,444,4442,NULL,NULL,Remaining Sectors
444220,"Nursery, Garden Center, and Farm Supply Stores",44-45,444,4442,NULL,NULL,Remaining Sectors
445,Food and Beverage Stores,44-45,445,NULL,NULL,NULL,Remaining Sectors
4451,Grocery Stores,44-45,445,4451,NULL,NULL,Remaining Sectors
445110,Supermarkets and Other Grocery (except Convenience) Stores,44-45,445,4451,NULL,NULL,Remaining Sectors
445120,Convenience Stores,44-45,445,4451,NULL,NULL,Remaining Sectors
4452,Specialty Food Stores,44-45,445,4452,NULL,NULL,Remaining Sectors
445210,Meat Markets,44-45,445,4452,NULL,NULL,Remaining Sectors
445220,Fish and Seafood Markets,44-45,445,4452,NULL,NULL,Remaining Sectors
445230,Fruit and Vegetable Markets,44-45,445,4452,NULL,NULL,Remaining Sectors
445291,Baked Goods Stores,44-45,445,4452,NULL,NULL,Remaining Sectors
445292,Confectionery and Nut Stores,44-45,445,4452,NULL,NULL,Remaining Sectors
445299,All Other Specialty Food Stores,44-45,445,4452,NULL,NULL,Remaining Sectors
4453,"Beer, Wine, and Liquor Stores",44-45,445,4453,NULL,NULL,Remaining Sectors
445310,"Beer, Wine, and Liquor Stores",44-45,445,4453,NULL,NULL,Remaining Sectors
446,Health and Personal Care Stores,44-45,446,NULL,NULL,NULL,Remaining Sectors
4461,Health and Personal Care Stores,44-45,446,4461,NULL,NULL,Remaining Sectors
446110,Pharmacies and Drug Stores,44-45,446,4461,NULL,NULL,Remaining Sectors
446120,"Cosmetics, Beauty Supplies, and Perfume Stores",44-45,446,4461,NULL,NULL,Remaining Sectors
446130,Optical Goods Stores,44-45,446,4461,NULL,NULL,Remaining Sectors
446191,Food (Health) Supplement Stores,44-45,446,4461,NULL,NULL,Remaining Sectors
446199,All Other Health and Personal Care Stores,44-45,446,4461,NULL,NULL,Remaining Sectors
447,Gasoline Stations,44-45,447,NULL,NULL,NULL,Remaining Sectors
4471,Gasoline Stations,44-45,447,4471,NULL,NULL,Remaining Sectors
44711,Gasoline Stations with Convenience Stores,44-45,447,4471,NULL,NULL,Remaining Sectors
447110,Gasoline Stations with Convenience Stores,44-45,447,4471,NULL,NULL,Remaining Sectors
447190,Other Gasoline Stations,44-45,447,4471,NULL,NULL,Remaining Sectors
448,Clothing and Clothing Accessories Stores,44-45,448,NULL,NULL,NULL,Remaining Sectors
4481,Clothing Stores,44-45,448,4481,NULL,NULL,Remaining Sectors
448110,Men's Clothing Stores,44-45,448,4481,NULL,NULL,Remaining Sectors
448120,Women's Clothing Stores,44-45,448,4481,NULL,NULL,Remaining Sectors
448130,Children's and Infants' Clothing Stores,44-45,448,4481,NULL,NULL,Remaining Sectors
448140,Family Clothing Stores,44-45,448,4481,NULL,NULL,Remaining Sectors
448150,Clothing Accessories Stores,44-45,448,4481,NULL,NULL,Remaining Sectors
448190,Other Clothing Stores,44-45,448,4481,NULL,NULL,Remaining Sectors
4482,Shoe Stores,44-45,448,4482,NULL,NULL,Remaining Sectors
448210,Shoe Stores,44-45,448,4482,NULL,NULL,Remaining Sectors
4483,"Jewelry, Luggage, and Leather Goods Stores",44-45,448,4483,NULL,NULL,Remaining Sectors
448310,Jewelry Stores,44-45,448,4483,NULL,NULL,Remaining Sectors
448320,Luggage and Leather Goods Stores,44-45,448,4483,NULL,NULL,Remaining Sectors
451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",44-45,451,NULL,NULL,NULL,Remaining Sectors
4511,"Sporting Goods, Hobby, and Musical Instrument Stores",44-45,451,4511,NULL,NULL,Remaining Sectors
451110,Sporting Goods Stores,44-45,451,4511,NULL,NULL,Remaining Sectors
451120,"Hobby, Toy, and Game Stores",44-45,451,4511,NULL,NULL,Remaining Sectors
451130,"Sewing, Needlework, and Piece Goods Stores",44-45,451,4511,NULL,NULL,Remaining Sectors
451140,Musical Instrument and Supplies Stores,44-45,451,4511,NULL,NULL,Remaining Sectors
4512,Book Stores and News Dealers,44-45,451,4512,NULL,NULL,Remaining Sectors
451211,Book Stores,44-45,451,4512,NULL,NULL,Remaining Sectors
451212,News Dealers and Newsstands,44-45,451,4512,NULL,NULL,Remaining Sectors
451220,"Prerecorded Tape, Compact Disc, and Record Stores",44-45,451,4512,NULL,NULL,Remaining Sectors
452,General Merchandise Stores,44-45,452,NULL,NULL,NULL,Remaining Sectors
4521,Department Stores,44-45,452,4521,NULL,NULL,Remaining Sectors
452110,Department Stores,44-45,452,4521,NULL,NULL,Remaining Sectors
452111,Department Stores (except Discount Department Stores),44-45,452,4521,NULL,NULL,Remaining Sectors
452112,Discount Department Stores,44-45,452,4521,NULL,NULL,Remaining Sectors
452311,Null,NULL,NULL,NULL,NULL,NULL,Remaining Sectors
4529,Other General Merchandise Stores,44-45,452,4529,NULL,NULL,Remaining Sectors
452910,Warehouse Clubs and Supercenters,44-45,452,4529,NULL,NULL,Remaining Sectors
452990,All Other General Merchandise Stores,44-45,452,4529,NULL,NULL,Remaining Sectors
453,Miscellaneous Store Retailers,44-45,453,NULL,NULL,NULL,Remaining Sectors
4531,Florists,44-45,453,4531,NULL,NULL,Remaining Sectors
453110,Florists,44-45,453,4531,NULL,NULL,Remaining Sectors
4532,"Office Supplies, Stationery, and Gift Stores",44-45,453,4532,NULL,NULL,Remaining Sectors
45321,Office Supplies and Stationery Stores,44-45,453,4532,NULL,NULL,Remaining Sectors
453210,Office Supplies and Stationery Stores,44-45,453,4532,NULL,NULL,Remaining Sectors
453220,"Gift, Novelty, and Souvenir Stores",44-45,453,4532,NULL,NULL,Remaining Sectors
4533,Used Merchandise Stores,44-45,453,4533,NULL,NULL,Remaining Sectors
453310,Used Merchandise Stores,44-45,453,4533,NULL,NULL,Remaining Sectors
4539,Other Miscellaneous Store Retailers,44-45,453,4539,NULL,NULL,Remaining Sectors
453910,Pet and Pet Supplies Stores,44-45,453,4539,NULL,NULL,Remaining Sectors
453920,Art Dealers,44-45,453,4539,NULL,NULL,Remaining Sectors
45393,Manufactured (Mobile) Home Dealers,44-45,453,4539,NULL,NULL,Remaining Sectors
453930,Manufactured (Mobile) Home Dealers,44-45,453,4539,NULL,NULL,Remaining Sectors
453991,Tobacco Stores,44-45,453,4539,NULL,NULL,Remaining Sectors
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),44-45,453,4539,NULL,NULL,Remaining Sectors
454,Nonstore Retailers,44-45,454,NULL,NULL,NULL,Remaining Sectors
4541,Electronic Shopping and Mail-Order Houses,44-45,454,4541,NULL,NULL,Remaining Sectors
454110,Electronic Shopping and Mail-Order Houses,44-45,454,4541,NULL,NULL,Remaining Sectors
454111,Electronic Shopping,44-45,454,4541,NULL,NULL,Remaining Sectors
454112,Electronic Auctions,44-45,454,4541,NULL,NULL,Remaining Sectors
454113,Mail-Order Houses,44-45,454,4541,NULL,NULL,Remaining Sectors
4542,Vending Machine Operators,44-45,454,4542,NULL,NULL,Remaining Sectors
454210,Vending Machine Operators,44-45,454,4542,NULL,NULL,Remaining Sectors
4543,Direct Selling Establishments,44-45,454,4543,NULL,NULL,Remaining Sectors
454310,Fuel Dealers,44-45,454,4543,NULL,NULL,Remaining Sectors
454311,Heating Oil Dealers,44-45,454,4543,NULL,NULL,Remaining Sectors
454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,44-45,454,4543,NULL,NULL,Remaining Sectors
454319,Other Fuel Dealers,44-45,454,4543,NULL,NULL,Remaining Sectors
45439,Other Direct Selling Establishments,44-45,454,4543,NULL,NULL,Remaining Sectors
454390,Other Direct Selling Establishments,44-45,454,4543,NULL,NULL,Remaining Sectors
481,Air Transportation,48-49,481,NULL,NULL,NULL,Remaining Sectors
4811,Scheduled Air Transportation,48-49,481,4811,NULL,NULL,Remaining Sectors
481111,Scheduled Passenger Air Transportation,48-49,481,4811,NULL,NULL,Remaining Sectors
481112,Scheduled Freight Air Transportation,48-49,481,4811,NULL,NULL,Remaining Sectors
4812,Nonscheduled Air Transportation,48-49,481,4812,NULL,NULL,Remaining Sectors
481211,Nonscheduled Chartered Passenger Air Transportation,48-49,481,4812,NULL,NULL,Remaining Sectors
481212,Nonscheduled Chartered Freight Air Transportation,48-49,481,4812,NULL,NULL,Remaining Sectors
481219,Other Nonscheduled Air Transportation,48-49,481,4812,NULL,NULL,Remaining Sectors
482,Rail Transportation,48-49,482,NULL,NULL,NULL,Remaining Sectors
4821,Rail Transportation,48-49,482,4821,NULL,NULL,Remaining Sectors
48211,Rail Transportation,48-49,482,4821,NULL,NULL,Remaining Sectors
482111,Line-Haul Railroads,48-49,482,4821,NULL,NULL,Remaining Sectors
482112,Short Line Railroads,48-49,482,4821,NULL,NULL,Remaining Sectors
483,Water Transportation,48-49,483,NULL,NULL,NULL,Remaining Sectors
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",48-49,483,4831,NULL,NULL,Remaining Sectors
483111,Deep Sea Freight Transportation,48-49,483,4831,NULL,NULL,Remaining Sectors
483112,Deep Sea Passenger Transportation,48-49,483,4831,NULL,NULL,Remaining Sectors
483113,Coastal and Great Lakes Freight Transportation,48-49,483,4831,NULL,NULL,Remaining Sectors
483114,Coastal and Great Lakes Passenger Transportation,48-49,483,4831,NULL,NULL,Remaining Sectors
4832,Inland Water Transportation,48-49,483,4832,NULL,NULL,Remaining Sectors
483211,Inland Water Freight Transportation,48-49,483,4832,NULL,NULL,Remaining Sectors
483212,Inland Water Passenger Transportation,48-49,483,4832,NULL,NULL,Remaining Sectors
484,Truck Transportation,48-49,484,NULL,NULL,NULL,Remaining Sectors
4841,General Freight Trucking,48-49,484,4841,NULL,NULL,Remaining Sectors
484110,"General Freight Trucking, Local",48-49,484,4841,NULL,NULL,Remaining Sectors
484121,"General Freight Trucking, Long-Distance, Truckload",48-49,484,4841,NULL,NULL,Remaining Sectors
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",48-49,484,4841,NULL,NULL,Remaining Sectors
4842,Specialized Freight Trucking,48-49,484,4842,NULL,NULL,Remaining Sectors
48421,Used Household and Office Goods Moving,48-49,484,4842,NULL,NULL,Remaining Sectors
484210,Used Household and Office Goods Moving,48-49,484,4842,NULL,NULL,Remaining Sectors
484220,"Specialized Freight (except Used Goods) Trucking, Local",48-49,484,4842,NULL,NULL,Remaining Sectors
48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance",48-49,484,4842,NULL,NULL,Remaining Sectors
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",48-49,484,4842,NULL,NULL,Remaining Sectors
485,Transit and Ground Passenger Transportation,48-49,485,NULL,NULL,NULL,Remaining Sectors
4851,Urban Transit Systems,48-49,485,4851,NULL,NULL,Remaining Sectors
485111,Mixed Mode Transit Systems,48-49,485,4851,NULL,NULL,Remaining Sectors
485112,Commuter Rail Systems,48-49,485,4851,NULL,NULL,Remaining Sectors
485113,Bus and Other Motor Vehicle Transit Systems,48-49,485,4851,NULL,NULL,Remaining Sectors
485119,Other Urban Transit Systems,48-49,485,4851,NULL,NULL,Remaining Sectors
4852,Interurban and Rural Bus Transportation,48-49,485,4852,NULL,NULL,Remaining Sectors
485210,Interurban and Rural Bus Transportation,48-49,485,4852,NULL,NULL,Remaining Sectors
4853,Taxi and Limousine Service,48-49,485,4853,NULL,NULL,Remaining Sectors
485310,Taxi Service,48-49,485,4853,NULL,NULL,Remaining Sectors
485320,Limousine Service,48-49,485,4853,NULL,NULL,Remaining Sectors
4854,School and Employee Bus Transportation,48-49,485,4854,NULL,NULL,Remaining Sectors
485410,School and Employee Bus Transportation,48-49,485,4854,NULL,NULL,Remaining Sectors
4855,Charter Bus Industry,48-49,485,4855,NULL,NULL,Remaining Sectors
48551,Charter Bus Industry,48-49,485,4855,NULL,NULL,Remaining Sectors
485510,Charter Bus Industry,48-49,485,4855,NULL,NULL,Remaining Sectors
4859,Other Transit and Ground Passenger Transportation,48-49,485,4859,NULL,NULL,Remaining Sectors
485991,Special Needs Transportation,48-49,485,4859,NULL,NULL,Remaining Sectors
485999,All Other Transit and Ground Passenger Transportation,48-49,485,4859,NULL,NULL,Remaining Sectors
486,Pipeline Transportation,48-49,486,NULL,NULL,NULL,Remaining Sectors
4861,Pipeline Transportation of Crude Oil,48-49,486,4861,NULL,NULL,Remaining Sectors
486110,Pipeline Transportation of Crude Oil,48-49,486,4861,NULL,NULL,Remaining Sectors
4862,Pipeline Transportation of Natural Gas,48-49,486,4862,NULL,NULL,Remaining Sectors
486210,Pipeline Transportation of Natural Gas,48-49,486,4862,NULL,NULL,Remaining Sectors
4869,Other Pipeline Transportation,48-49,486,4869,NULL,NULL,Remaining Sectors
486910,Pipeline Transportation of Refined Petroleum Products,48-49,486,4869,NULL,NULL,Remaining Sectors
486990,All Other Pipeline Transportation,48-49,486,4869,NULL,NULL,Remaining Sectors
487,Scenic and Sightseeing Transportation,48-49,487,NULL,NULL,NULL,Remaining Sectors
4871,"Scenic and Sightseeing Transportation, Land",48-49,487,4871,NULL,NULL,Remaining Sectors
487110,"Scenic and Sightseeing Transportation, Land",48-49,487,4871,NULL,NULL,Remaining Sectors
4872,"Scenic and Sightseeing Transportation, Water",48-49,487,4872,NULL,NULL,Remaining Sectors
487210,"Scenic and Sightseeing Transportation, Water",48-49,487,4872,NULL,NULL,Remaining Sectors
4879,"Scenic and Sightseeing Transportation, Other",48-49,487,4879,NULL,NULL,Remaining Sectors
487990,"Scenic and Sightseeing Transportation, Other",48-49,487,4879,NULL,NULL,Remaining Sectors
488,Support Activities for Transportation,48-49,488,NULL,NULL,NULL,Remaining Sectors
4881,Support Activities for Air Transportation,48-49,488,4881,NULL,NULL,Remaining Sectors
488111,Air Traffic Control,48-49,488,4881,NULL,NULL,Remaining Sectors
488119,Other Airport Operations,48-49,488,4881,NULL,NULL,Remaining Sectors
488190,Other Support Activities for Air Transportation,48-49,488,4881,NULL,NULL,Remaining Sectors
4882,Support Activities for Rail Transportation,48-49,488,4882,NULL,NULL,Remaining Sectors
488210,Support Activities for Rail Transportation,48-49,488,4882,NULL,NULL,Remaining Sectors
4883,Support Activities for Water Transportation,48-49,488,4883,NULL,NULL,Remaining Sectors
488310,Port and Harbor Operations,48-49,488,4883,NULL,NULL,Remaining Sectors
488320,Marine Cargo Handling,48-49,488,4883,NULL,NULL,Remaining Sectors
488330,Navigational Services to Shipping,48-49,488,4883,NULL,NULL,Remaining Sectors
488390,Other Support Activities for Water Transportation,48-49,488,4883,NULL,NULL,Remaining Sectors
4884,Support Activities for Road Transportation,48-49,488,4884,NULL,NULL,Remaining Sectors
488410,Motor Vehicle Towing,48-49,488,4884,NULL,NULL,Remaining Sectors
48849,Other Support Activities for Road Transportation,48-49,488,4884,NULL,NULL,Remaining Sectors
488490,Other Support Activities for Road Transportation,48-49,488,4884,NULL,NULL,Remaining Sectors
4885,Freight Transportation Arrangement,48-49,488,4885,NULL,NULL,Remaining Sectors
488510,Freight Transportation Arrangement,48-49,488,4885,NULL,NULL,Remaining Sectors
4889,Other Support Activities for Transportation,48-49,488,4889,NULL,NULL,Remaining Sectors
48899,Other Support Activities for Transportation,48-49,488,4889,NULL,NULL,Remaining Sectors
488991,Packing and Crating,48-49,488,4889,NULL,NULL,Remaining Sectors
488999,All Other Support Activities for Transportation,48-49,488,4889,NULL,NULL,Remaining Sectors
491,Postal Service,48-49,491,NULL,NULL,NULL,Remaining Sectors
4911,Postal Service,48-49,491,4911,NULL,NULL,Remaining Sectors
491110,Postal Service,48-49,491,4911,NULL,NULL,Remaining Sectors
492,Couriers and Messengers,48-49,492,NULL,NULL,NULL,Remaining Sectors
4921,Couriers and Express Delivery Services,48-49,492,4921,NULL,NULL,Remaining Sectors
49211,Couriers and Express Delivery Services,48-49,492,4921,NULL,NULL,Remaining Sectors
492110,Couriers and Express Delivery Services,48-49,492,4921,NULL,NULL,Remaining Sectors
4922,Local Messengers and Local Delivery,48-49,492,4922,NULL,NULL,Remaining Sectors
492210,Local Messengers and Local Delivery,48-49,492,4922,NULL,NULL,Remaining Sectors
493,Warehousing and Storage,48-49,493,NULL,NULL,NULL,Remaining Sectors
4931,Warehousing and Storage,48-49,493,4931,NULL,NULL,Remaining Sectors
49311,General Warehousing and Storage,48-49,493,4931,NULL,NULL,Remaining Sectors
493110,General Warehousing and Storage,48-49,493,4931,NULL,NULL,Remaining Sectors
493120,Refrigerated Warehousing and Storage,48-49,493,4931,NULL,NULL,Remaining Sectors
493130,Farm Product Warehousing and Storage,48-49,493,4931,NULL,NULL,Remaining Sectors
493190,Other Warehousing and Storage,48-49,493,4931,NULL,NULL,Remaining Sectors
51,Information,51,NULL,NULL,NULL,NULL,Remaining Sectors
511,Publishing Industries (except Internet),51,511,NULL,NULL,NULL,Remaining Sectors
5111,"Newspaper, Periodical, Book, and Directory Publishers",51,511,5111,NULL,NULL,Remaining Sectors
511110,Newspaper Publishers,51,511,5111,NULL,NULL,Remaining Sectors
511120,Periodical Publishers,51,511,5111,NULL,NULL,Remaining Sectors
51113,Book Publishers,51,511,5111,NULL,NULL,Remaining Sectors
511130,Book Publishers,51,511,5111,NULL,NULL,Remaining Sectors
511140,Directory and Mailing List Publishers,51,511,5111,NULL,NULL,Remaining Sectors
511191,Greeting Card Publishers,51,511,5111,NULL,NULL,Remaining Sectors
511199,All Other Publishers,51,511,5111,NULL,NULL,Remaining Sectors
5112,Software Publishers,51,511,5112,NULL,NULL,Computing
51121,Software Publishers,51,511,5112,NULL,NULL,Computing
511210,Software Publishers,51,511,5112,NULL,NULL,Computing
512,Motion Picture and Sound Recording Industries,51,512,NULL,NULL,NULL,Remaining Sectors
5121,Motion Picture and Video Industries,51,512,5121,NULL,NULL,Remaining Sectors
51211,Motion Picture and Video Production,51,512,5121,NULL,NULL,Remaining Sectors
512110,Motion Picture and Video Production,51,512,5121,NULL,NULL,Remaining Sectors
512120,Motion Picture and Video Distribution,51,512,5121,NULL,NULL,Remaining Sectors
512131,Motion Picture Theaters (except Drive-Ins),51,512,5121,NULL,NULL,Remaining Sectors
512132,Drive-In Motion Picture Theaters,51,512,5121,NULL,NULL,Remaining Sectors
512191,Teleproduction and Other Postproduction Services,51,512,5121,NULL,NULL,Remaining Sectors
512199,Other Motion Picture and Video Industries,51,512,5121,NULL,NULL,Remaining Sectors
5122,Sound Recording Industries,51,512,5122,NULL,NULL,Remaining Sectors
512210,Record Production,51,512,5122,NULL,NULL,Remaining Sectors
512220,Integrated Record Production/Distribution,51,512,5122,NULL,NULL,Remaining Sectors
512230,Music Publishers,51,512,5122,NULL,NULL,Remaining Sectors
512240,Sound Recording Studios,51,512,5122,NULL,NULL,Remaining Sectors
512290,Other Sound Recording Industries,51,512,5122,NULL,NULL,Remaining Sectors
513,NULL,51,513,NULL,NULL,NULL,Remaining Sectors
513111,Radio Networks,51,513,5131,NULL,NULL,Remaining Sectors
513112,Radio Stations,51,513,5131,NULL,NULL,Remaining Sectors
513120,Television Broadcasting,51,513,5131,NULL,NULL,Remaining Sectors
513210,Cable Networks,51,513,5132,NULL,NULL,Remaining Sectors
51322,Cable and Other Program Distribution,51,513,5132,NULL,NULL,Remaining Sectors
513220,Cable and Other Program Distribution,51,513,5132,NULL,NULL,Remaining Sectors
51331,Wired Telecommunications Carriers,51,513,5133,NULL,NULL,Remaining Sectors
513310,Wired Telecommunications Carriers,51,513,5133,NULL,NULL,Remaining Sectors
513321,Paging,51,513,5133,NULL,NULL,Remaining Sectors
513322,Cellular and Other Wireless Telecommunications,51,513,5133,NULL,NULL,Remaining Sectors
51333,Telecommunications Resellers,51,513,5133,NULL,NULL,Remaining Sectors
513330,Telecommunications Resellers,51,513,5133,NULL,NULL,Remaining Sectors
51334,Satellite Telecommunications,51,513,5133,NULL,NULL,Space
513340,Satellite Telecommunications,51,513,5133,NULL,NULL,Space
51339,Other Telecommunications,51,513,5133,NULL,NULL,Remaining Sectors
513390,Other Telecommunications,51,513,5133,NULL,NULL,Remaining Sectors
514,Information Services and Data Processing Services,51,514,NULL,NULL,NULL,Remaining Sectors
5141,Information Services,51,514,5141,NULL,NULL,Remaining Sectors
514110,News Syndicates,51,514,5141,NULL,NULL,Remaining Sectors
514120,Libraries and Archives,51,514,5141,NULL,NULL,Remaining Sectors
51419,Other Information Services,51,514,5141,NULL,NULL,Remaining Sectors
514191,On-Line Information Services,51,514,5141,NULL,NULL,Remaining Sectors
514199,All Other Information Services,51,514,5141,NULL,NULL,Remaining Sectors
5142,Data Processing Services,51,514,5142,NULL,NULL,Remaining Sectors
51421,Data Processing Services,51,514,5142,NULL,NULL,Remaining Sectors
514210,Data Processing Services,51,514,5142,NULL,NULL,Remaining Sectors
515,Broadcasting (except Internet),51,515,NULL,NULL,NULL,Remaining Sectors
5151,Radio and Television Broadcasting,51,515,5151,NULL,NULL,Remaining Sectors
515111,Radio Networks,51,515,5151,NULL,NULL,Remaining Sectors
515112,Radio Stations,51,515,5151,NULL,NULL,Remaining Sectors
515120,Television Broadcasting,51,515,5151,NULL,NULL,Remaining Sectors
5152,Cable and Other Subscription Programming,51,515,5152,NULL,NULL,Remaining Sectors
516,NULL,51,516,NULL,NULL,NULL,Remaining Sectors
515210,Cable and Other Subscription Programming,51,515,5152,NULL,NULL,Remaining Sectors
516110,Internet Publishing and Broadcasting,51,516,5161,NULL,NULL,Remaining Sectors
517,Telecommunications,51,517,NULL,NULL,NULL,Remaining Sectors
5171,Wired Telecommunications Carriers,51,517,5171,NULL,NULL,Remaining Sectors
517110,Wired Telecommunications Carriers,51,517,5171,NULL,NULL,Remaining Sectors
5172,Wireless Telecommunications Carriers (except Satellite),51,517,5172,NULL,NULL,Remaining Sectors
51721,Wireless Telecommunications Carriers (except Satellite),51,517,5172,NULL,NULL,Modern Telecom
517210,Wireless Telecommunications Carriers (except Satellite),51,517,5172,NULL,NULL,Modern Telecom
517211,Paging,51,517,5172,NULL,NULL,Remaining Sectors
517212,Cellular and Other Wireless Telecommunications,51,517,5172,NULL,NULL,Modern Telecom
517310,Telecommunications Resellers,51,517,5173,NULL,NULL,Remaining Sectors
517311,Wired Telecommunications Carriers,NULL,NULL,NULL,NULL,NULL,Remaining Sectors
517312,Wireless Telecommunications Carriers (except Satellite),NULL,NULL,NULL,NULL,NULL,Modern Telecom
5174,Satellite Telecommunications,51,517,5174,NULL,NULL,Space
517410,Satellite Telecommunications,51,517,5174,NULL,NULL,Space
517510,Cable and Other Program Distribution,51,517,5175,NULL,NULL,Remaining Sectors
5179,Other Telecommunications,51,517,5179,NULL,NULL,Remaining Sectors
51791,Other Telecommunications,51,517,5179,NULL,NULL,Modern Telecom
517910,Other Telecommunications,51,517,5179,NULL,NULL,Modern Telecom
517911,Telecommunications Resellers,51,517,5179,NULL,NULL,Remaining Sectors
517919,All Other Telecommunications,51,517,5179,NULL,NULL,Remaining Sectors
518,"Data Processing, Hosting, and Related Services",51,518,NULL,NULL,NULL,Remaining Sectors
51811,Internet Service Providers and Web Search Portals,51,518,5181,NULL,NULL,Remaining Sectors
518111,Internet Service Providers,51,518,5181,NULL,NULL,Remaining Sectors
518112,Web Search Portals,51,518,5181,NULL,NULL,Remaining Sectors
5182,"Data Processing, Hosting, and Related Services",51,518,5182,NULL,NULL,Computing
51821,"Data Processing, Hosting, and Related Services",51,518,5182,NULL,NULL,Computing
518210,"Data Processing, Hosting, and Related Services",51,518,5182,NULL,NULL,Computing
519,Other Information Services,51,519,NULL,NULL,NULL,Remaining Sectors
5191,Other Information Services,51,519,5191,NULL,NULL,Remaining Sectors
519110,News Syndicates,51,519,5191,NULL,NULL,Remaining Sectors
519120,Libraries and Archives,51,519,5191,NULL,NULL,Remaining Sectors
519130,Internet Publishing and Broadcasting and Web Search Portals,51,519,5191,NULL,NULL,Remaining Sectors
51919,All Other Information Services,51,519,5191,NULL,NULL,Remaining Sectors
519190,All Other Information Services,51,519,5191,NULL,NULL,Remaining Sectors
52,Finance and Insurance,52,NULL,NULL,NULL,NULL,Remaining Sectors
521,Monetary Authorities-Central Bank,52,521,NULL,NULL,NULL,Remaining Sectors
5211,Monetary Authorities-Central Bank,52,521,5211,NULL,NULL,Remaining Sectors
521110,Monetary Authorities-Central Bank,52,521,5211,NULL,NULL,Remaining Sectors
522,Credit Intermediation and Related Activities,52,522,NULL,NULL,NULL,Remaining Sectors
5221,Depository Credit Intermediation,52,522,5221,NULL,NULL,Remaining Sectors
522110,Commercial Banking,52,522,5221,NULL,NULL,Remaining Sectors
522120,Savings Institutions,52,522,5221,NULL,NULL,Remaining Sectors
522130,Credit Unions,52,522,5221,NULL,NULL,Remaining Sectors
522190,Other Depository Credit Intermediation,52,522,5221,NULL,NULL,Remaining Sectors
5222,Nondepository Credit Intermediation,52,522,5222,NULL,NULL,Remaining Sectors
522210,Credit Card Issuing,52,522,5222,NULL,NULL,Remaining Sectors
522220,Sales Financing,52,522,5222,NULL,NULL,Remaining Sectors
522291,Consumer Lending,52,522,5222,NULL,NULL,Remaining Sectors
522292,Real Estate Credit,52,522,5222,NULL,NULL,Remaining Sectors
522293,International Trade Financing,52,522,5222,NULL,NULL,Remaining Sectors
522294,Secondary Market Financing,52,522,5222,NULL,NULL,Remaining Sectors
522298,All Other Nondepository Credit Intermediation,52,522,5222,NULL,NULL,Remaining Sectors
5223,Activities Related to Credit Intermediation,52,522,5223,NULL,NULL,Remaining Sectors
522310,Mortgage and Nonmortgage Loan Brokers,52,522,5223,NULL,NULL,Remaining Sectors
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",52,522,5223,NULL,NULL,Remaining Sectors
522390,Other Activities Related to Credit Intermediation,52,522,5223,NULL,NULL,Remaining Sectors
523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",52,523,NULL,NULL,NULL,Remaining Sectors
5231,Securities and Commodity Contracts Intermediation and Brokerage,52,523,5231,NULL,NULL,Remaining Sectors
523110,Investment Banking and Securities Dealing,52,523,5231,NULL,NULL,Remaining Sectors
523120,Securities Brokerage,52,523,5231,NULL,NULL,Remaining Sectors
523130,Commodity Contracts Dealing,52,523,5231,NULL,NULL,Remaining Sectors
523140,Commodity Contracts Brokerage,52,523,5231,NULL,NULL,Remaining Sectors
5232,Securities and Commodity Exchanges,52,523,5232,NULL,NULL,Remaining Sectors
523210,Securities and Commodity Exchanges,52,523,5232,NULL,NULL,Remaining Sectors
5239,Other Financial Investment Activities,52,523,5239,NULL,NULL,Remaining Sectors
523910,Miscellaneous Intermediation,52,523,5239,NULL,NULL,Remaining Sectors
523920,Portfolio Management,52,523,5239,NULL,NULL,Remaining Sectors
523930,Investment Advice,52,523,5239,NULL,NULL,Remaining Sectors
523991,"Trust, Fiduciary, and Custody Activities",52,523,5239,NULL,NULL,Remaining Sectors
523999,Miscellaneous Financial Investment Activities,52,523,5239,NULL,NULL,Remaining Sectors
524,Insurance Carriers and Related Activities,52,524,NULL,NULL,NULL,Remaining Sectors
5241,Insurance Carriers,52,524,5241,NULL,NULL,Remaining Sectors
524113,Direct Life Insurance Carriers,52,524,5241,NULL,NULL,Remaining Sectors
524114,Direct Health and Medical Insurance Carriers,52,524,5241,NULL,NULL,Remaining Sectors
524126,Direct Property and Casualty Insurance Carriers,52,524,5241,NULL,NULL,Remaining Sectors
524127,Direct Title Insurance Carriers,52,524,5241,NULL,NULL,Remaining Sectors
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",52,524,5241,NULL,NULL,Remaining Sectors
