TreasuryAgencyCode,MainAccountCode,GWAagencyName,a,Acct_Type,Acct_Type_Description,Admin_Bureau,ATA,Fund_Type,Fund_Type_Description,SP,MinOfBPOA,MaxOfEPOA,GWA_TAS_Name,OMBaccountName,USAIDgreenbookAccountName,FundingAgencyID,ImplementingAgencyID,AgencyCode,BureauCode,SubfunctionCode,BEAcategory,dac_sector_code,USAIDgreenbookImplementingAgencyID,USAIDgreenbookImplementingSubagencyID,USAIDgreenbookFundingAgencyID,implementing_partner_type,assistance_category_id,CSIScreatedDate,CSISmodifiedDate,CSISmodifiedBy,totalFPDSandFAADSamount,topFundingAgencyIDtotalamount,IsManualOverride,IsOffsetAccount,IsGWATAScode,istofix,IsManualOMBagencyOrBureau
20,1890,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,TRANSIT ACCOUNT - FOREIGN RESTORATIONS TFC'S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,1895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Claims, Judgments, and Relief Acts",NULL,NULL,NULL,015,12,808,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
20,1919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,2457043.0300,2457043.0300,0,NULL,0,NULL,0
20,1991,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,SPECIAL RECLASSIFICATION AND WRITE-OFF OF AGED RECEIPT ACCOUNTS AND OTHER OUTSTANDING DIFFERENCES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,1998,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,SPECIAL RECLASSIFICATION AND WRITE-OFF PROCEDURES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,1999,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,SPECIAL RECLASSIFICATION AND WRITE-OFF OF AGED PUBLIC MONIES SYMBOLS AND OTHER OUTSTANDING DIFFERENCES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,616.0000,616.0000,0,NULL,0,NULL,0
20,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,6009.7700,6009.7700,0,NULL,0,NULL,0
20,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,0.0000,0.0000,0,NULL,0,NULL,0
20,2050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,5155530.2500,5155530.2500,0,NULL,0,NULL,0
20,2292,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"RECOVERY OF MINT MANUFACTURING EXPENSE, TREASURY",Recovery of Mint Manufacturing Expense,NULL,NULL,2033,015,00,803,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2411,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,USERS FEES FOR IRS RULING AND DETERMINATION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2413,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,CHARGES FOR SERVICES TO PUBLIC ENTERPRISE FUNDS,Charges for services to public enterprise funds,NULL,NULL,2033,015,00,803,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2414,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,CHARGES FOR SERVICES TO TRUST FUNDS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2416,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"CHARGES FOR ADMINISTRATIVE EXPENSES OF SOCIAL SECURITY ACT, AS AMENDED",Charges for Administrative Expenses of Social Security Act As Amended,NULL,NULL,2033,015,00,803,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2442,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"OVERTIME SERVICE, MARINE INSPECTION AND NAVIGATION",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2485,DEPARTMENT OF THE TREASURY,,URCPT,NULL,0,0,GF,NULL,NULL,0,0,GSE FEES PURSUANT TO P.L. 112-78 SEC. 401,GSE Fees Pursuant to P.L. 112-78 Sec. 401,NULL,NULL,2033,015,00,371,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,765.3900,765.3900,0,NULL,0,NULL,0
20,2504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,4636.7900,4636.7900,0,NULL,0,NULL,0
20,2513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 16:49:04.1100000,CSIS\GSanders,-182452.9700,-182452.9700,0,NULL,0,NULL,0
20,2585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-18 23:22:49.1930000,Automated from FPDS/FAADS and fundingagencyID by CSIS\GSanders,3599.9000,3599.9000,0,NULL,0,NULL,0
20,2613,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"PROCEEDS FROM SALE OF UNITED STATES ENRICHMENT CORPORATION, DEPARTMENTAL OFFICES, TREASURY",Proceeds from the Sale of United States Enrichment Corporation,NULL,NULL,NULL,902,00,954,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-04-21 19:13:16.0400000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2614,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"PROCEEDS FROM SALE OF SECURITIES FROM THE AIG CREDIT FACILITY TRUST, DEPARTMENTAL OFFICES, TREASURY",Proceeds from Sale of Securities from the AIG Credit Facility Trust,NULL,NULL,NULL,902,00,954,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-04-21 19:13:16.0400000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2623,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"SALE OF TRANSPORTATION ASSETS, TREASURY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2665,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,PROFIT ON SALE OF GOLD (NOT INCLUDED IN BUDGET RECEIPTS),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2666,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,PROCEEDS ON SALE OF GOLD MEDALLIONS (NOT INCLUDED IN BUDGET RECEIPTS),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2667,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,PROFIT ON SALE OF SILVER (NOT INCLUDED IN BUDGET RECEIPTS),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2677,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND, NEGATIVE SUBSIDIES, TREASURY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2763,DEPARTMENT OF THE TREASURY,,URCPT,NULL,0,0,GF,NULL,NULL,0,0,"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS FUND, DOWNWARD RE-ESTIMATES OF SUBSIDIES","Community Development Financial Institutions Fund, Downward Re-estimate of Subsidies",NULL,NULL,2033,015,00,451,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2766,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"AIR TRANSPORTATION SAFETY AND SYSTEM STABILIZATION ACT, NEGATIVE SUBSIDIES, DEPARTMENTAL OFFICES, TREASURY","Air Transportation Safety and System Stabilization Act, Negative Subsidies",NULL,NULL,2033,015,00,402,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2771,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"AIR TRANSPORTATION STABILIZATION GUARANTEED LOAN, DOWNWARD REESTIMATES OF SUBSIDIES","Air Transportation Stabilization Guaranteed Loan, Downward Reestimates of Subsidies",NULL,NULL,2033,015,00,402,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2784,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"SMALL BUSINESS LENDING FUND DIRECT LOANS, DOWNWARD REESTIMATES OF SUBSIDIES, DEPARTMENTAL OFFICES, TREASURY","Small Business Lending Fund Direct Loans, Downward Reestimates of Subsidies",NULL,NULL,2033,015,00,376,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2790,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,NULL,NULL,NULL,NULL,2033,015,00,371,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2791,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"GOVERNMENT SPONSORED ENTERPRISE CREDIT FACILITY, NEGATIVE SUBSIDIES, TREASURY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2792,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,NULL,NULL,NULL,NULL,2033,015,00,376,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2814,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"OTHER REPAYMENTS OF INVESTMENTS AND RECOVERIES, TREASURY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2831,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,REPAYMENTS OF SUBSCRIPTIONS TO THE INTERNATIONAL MONETARY FUND (NOT INCLUDED IN BUDGET RECEIPTS.),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2868,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"DOLLAR CONVERSIONS OF FOREIGN CURRENCY LOAN REPAYMENTS, TREASURY",Dollar Conversion of Foreign Currency Loan Repayments,NULL,NULL,2033,015,00,151,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2869,DEPARTMENT OF THE TREASURY,,URCPT,NULL,18,0,GF,NULL,NULL,0,0,"REPAYMENT OF LOANS AND CREDITS TO FOREIGN NATIONS, TREASURY",Repayment of Loans and Credits to Foreign Nations,NULL,NULL,2033,015,00,155,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2875,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"REPAYMENT OF ADVANCES, BLACK LUNG DISABILITY TRUST FUND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2877,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"REPAYMENT OF ADVANCES, RAILROAD RETIREMENT ACCOUNT",Repayment of Advances by the Railroad Retirement Board,NULL,NULL,2033,015,00,601,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Proceeds from the sale of Chrysler warrants,NULL,NULL,2033,015,00,376,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
20,2894,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"PROCEEDS, GSE EQUITY RELATED TRANSACTIONS, TREASURY","Proceeds, GSE Equity Related Transactions",NULL,NULL,2033,015,00,371,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2895,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"PROCEEDS, TARP EQUITY RELATED TRANSACTIONS, DEPARTMENTAL OFFICES, TREASURY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2896,DEPARTMENT OF THE TREASURY,,URCPT,NULL,0,0,GF,NULL,NULL,0,0,"EXCESS OF PROCEEDS FROM DEBT OBLIGATIONS ISSUED BY THE BLACK LUNG DISABILITY TRUST FUND AND THE MARKET VALUE OF OUTSTANDING REPAYABLE ADVANCES, BUREAU OF THE PUBLIC DEBT, TREASURY",Excess of Proceeds from Debt Obligations Issued by the Black Lung Disability Trust Fund and the Market Value of Outstanding Repayable Advances,NULL,NULL,2033,015,00,601,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2917,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,"REPAYMENTS OF LOANS FROM LOCAL EDUCATIONAL AGENCIES, ENVIRONMENTAL PROTECTION AGENCY","Repayments of loans from local educational agencies, EPA",NULL,NULL,2033,015,00,304,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,2950,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,REPAYMENT OF ADVANCES AND LOANS TO THE DISTRICT OF COLUMBIA,Repayment of loans and advances to the District of Columbia,NULL,2000,NULL,349,NULL,806,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
20,2951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Repayment of advances to stadium sinking fund,NULL,3600,3600,349,00,806,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
20,2952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Repayments of advances to D.C. general fund,NULL,3600,3600,349,00,806,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,NULL,0,0,0
20,3010,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,ACCUMULATED EXCESS OF LIABILITIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3040,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,BUDGET RECEIPTS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3045,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,BUDGET OUTLAYS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3080,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,SEIGNORAGE - TRANSACTIONS NOT APPLIED TO CURRENT FISCAL YEAR BUDGET SURPLUS OR DEFICIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3081,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,PROFIT ON THE SALE OF MONETARY METALS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3082,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,GOLD REVALUATION - TRANSACTIONS NOT APPLIED TO CURRENT FISCAL YEAR BUDGET SURPLUS OR DEFICIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3083,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,PROCEEDS FROM SALE OF LOAN ASSETS WITH RECOURSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3084,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,NET GAIN/LOSS FOR IMF LOAN VALUATION ADJUSTMENT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3086,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,PROCEEDS FROM LOST OR DESTROYED CURRENCY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3087,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,"RECEIPTS FROM CANCELLED CHECKS, LIMITED PAYABILITY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3088,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,SPECIAL RECLASSIFICATION AND WRITE-OFF OF AGED BUDGET CLEARING ACCOUNT (BCA) BALANCES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3089,DEPARTMENT OF THE TREASURY,A,EXPND,NULL,18,0,CSGL,NULL,NULL,0,0,PREMIUM/DISCOUNT ON BUYBACK OF U.S. TREASURY SECURITIES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,0,1,NULL,0
20,3091,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,RECOVERIES FROM FEDERAL AGENCIES FOR FIRE FIGHTING SERVICES,Recoveries from Federal agencies for fire fighting services,NULL,NULL,2033,015,00,808,Mandatory,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-04-03 21:11:46.1030000,CSIS\GSanders,NULL,NULL,0,1,1,0,0
20,3092,DEPARTMENT OF THE TREASURY,,URCPT,NULL,1,0,GF,NULL,NULL,0,0,RECOVERY FROM HIGHWAY TRUST FUND FOR REFUNDS OF TAXES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-03-20 09:37:18.1000000,2014-03-20 09:37:18.1000000,CSIS\GSanders,NULL,NULL,0,1,1,NULL,0
