AgencyID	OfficeID	OfficeName	MinOfSignedDate	MaxOfSignedDate
2100	W903W7	0077 IN BN  01 CO C0 REAR DET	00:00.0	00:00.0
2100	W903WW	W2L5 192D 47 IN 03 BN	00:00.0	00:00.0
2100	W903WW	W2L5 198TH 54 IN 02 BN CO A PP	00:00.0	00:00.0
2100	W903XL	0001 FA BN  04 BTY B FIELD ART	00:00.0	00:00.0
2100	W903XL	0029 FA BN  02 BTY B HOW 155SP	00:00.0	00:00.0
2100	W903XM	0003 AV BN  01 CO E FORWARD SP	00:00.0	00:00.0
2100	W903XM	0159 AV BN  02 CO E F SP GSAB	00:00.0	00:00.0
2100	W903XR	0123 CS BN     CO F FSC ARS	00:00.0	00:00.0
2100	W903XR	0123 CS BN     CO F0 REAR DET	00:00.0	00:00.0
2100	W903XR	0123 CS BN     CO F FORWARD SU	00:00.0	00:00.0
2100	W903XW	0123 CS BN     CO G FSC ARS	00:00.0	00:00.0
2100	W903XW	0123 CS BN     CO G FWD SPT CO	00:00.0	00:00.0
2100	W903YP	0029 CS BN     CO G FSC FA IBC	00:00.0	00:00.0
2100	W903YP	0029 CS BN     CO G FWD SPT CO	00:00.0	00:00.0
2100	W903YP	0029 CS BN     CO G FORWARD SU	00:00.0	00:00.0
2100	W9040J	0138 QM CO     QM SUPPLY CO	00:00.0	00:00.0
2100	W9040J	138TH QUARTERMASTER COMPANY	00:00.0	00:00.0
2100	W9040L	W7MH 64 CIVIL SPT TM  NMARNG	00:00.0	00:00.0
2100	W9040L	64TH CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W9042H	0858 EN CO     HORIZONTAL CONS	00:00.0	00:00.0
2100	W9042H	858TH ENGINEER COMPANY	00:00.0	00:00.0
2100	W9043Z	73D CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W9043Z	W7ML 73 CIVIL SPT TM  KSARNG	00:00.0	00:00.0
2100	W9044R	0214 AV BN  01 HHC HHC AVIATIO	00:00.0	00:00.0
2100	W9044R	0214 AV BN  01 HHC X1 GEN SPT	00:00.0	00:00.0
2100	W9044R	0214 AV BN  01 HHC AVIATION BN	00:00.0	00:00.0
2100	W9044R	0214 AV BN  01 HHC T0 REAR DET	00:00.0	00:00.0
2100	W9044W	W8JB 1190TH TRANS TRML GRP	00:00.0	00:00.0
2100	W9044W	1190TH US ARMY TRANSPORTATION SURFA	00:00.0	00:00.0
2100	W9045X	0126 AV BN  03 HHC GEN SPT	00:00.0	00:00.0
2100	W9045X	0126 AV BN  03 HHC GEN SUP	00:00.0	00:00.0
2100	W90467	60TH ENGINEER DETACHMENT	00:00.0	00:00.0
2100	W90467	0060 EN TM     GEOSPATIAL PLAN	00:00.0	00:00.0
2100	W9049B	0766 EN BN     CO A FSC ENG	00:00.0	00:00.0
2100	W9049B	0766 EN BN     CO A COMBAT ENG	00:00.0	00:00.0
2100	W9049Y	0126 AV BN  01 CO F DET 1 REAR	00:00.0	00:00.0
2100	W9049Y	0126 AV BN  01 CO C DET 1	00:00.0	00:00.0
2100	W904A9	0173 CS BN     CO B FIELD MAIN	00:00.0	00:00.0
2100	W904A9	0173 CS BN     CO B FLD MT BSB	00:00.0	00:00.0
2100	W904AH	0042 AR HQ     CO T0 REAR DET	00:00.0	00:00.0
2100	W904AH	0042 AR HQ     CO STB DIV	00:00.0	00:00.0
2100	W904AM	14TH CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904AM	W7LQ 14 CIVIL SPT TM  CTARNG	00:00.0	00:00.0
2100	W904B0	W7LV 31 CIVIL SPT TM DEARNG	00:00.0	00:00.0
2100	W904B0	31ST CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904B6	62D CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904B6	W7MF 62 CIVIL SPT TM  LAARNG	00:00.0	00:00.0
2100	W904B7	62D CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904B7	W7MF 62 CIVIL SPT TM  LAARNG	00:00.0	00:00.0
2100	W904BU	"HQ, 900TH SUPPORT BATTALION"	00:00.0	00:00.0
2100	W904BU	0900 AQ CO     CONTRACTING BN	00:00.0	00:00.0
2100	W904BX	11TH CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904BX	W7LM 11 CIVIL SPT TM  ME ARNG	00:00.0	00:00.0
2100	W904CU	122D ARMY BAND	00:00.0	00:00.0
2100	W904CU	0122 AG BND    GENERATING FORC	00:00.0	00:00.0
2100	W904CW	W8W5 OH ARNG CSMS 1	00:00.0	00:00.0
2100	W904CW	W8W5  OH ARNG CSMS 1	00:00.0	00:00.0
2100	W904D3	0011 EN BN     ENGINEER BATTAL	00:00.0	00:00.0
2100	W904D3	0011 EN BN     BRIGADE ENGINEE	00:00.0	00:00.0
2100	W904D4	W8QH NJ ARNG AASF 1	00:00.0	00:00.0
2100	W904D4	NJARNG ARMY AVIATION SUPPORT FACILI	00:00.0	00:00.0
2100	W904DA	W7L7 46 CIVIL SPT TM  ALARNG	00:00.0	00:00.0
2100	W904DA	46TH CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904E0	0009 FI CO     CO T1 FINANCE M	00:00.0	00:00.0
2100	W904E0	9TH FINANCIAL MANAGEMENT SUPPORT UN	00:00.0	00:00.0
2100	W904FA	W7L7 46 CIVIL SPT TM  ALARNG	00:00.0	00:00.0
2100	W904FA	46TH CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904GZ	81ST READINESS DIVISION (USAR)	00:00.0	00:00.0
2100	W904GZ	W8YM 81 AR RGNL SUPPORT CMD	00:00.0	00:00.0
2100	W904GZ	"81ST REGIONAL SUPPORT COMMAND, USAR"	00:00.0	00:00.0
2100	W904GZ	W8YM 0081 READINESS DIV USAR	00:00.0	00:00.0
2100	W904H1	81ST READINESS DIVISION (USAR)	00:00.0	00:00.0
2100	W904H1	W8YM 0081 READINESS DIV USAR	00:00.0	00:00.0
2100	W904HQ	"HHC, 2D BRIGADE COMBAT TEAM, 2D INF"	00:00.0	00:00.0
2100	W904HQ	0002 IN HHC 02 HEADQUARTERS AN	00:00.0	00:00.0
2100	W904HS	0002 IN HHC 02 HEADQUARTERS AN	00:00.0	00:00.0
2100	W904HS	"HHC, 2D BRIGADE COMBAT TEAM, 2D INF"	00:00.0	00:00.0
2100	W904HY	0017 FA BN  02 HHB HHB FIELD A	00:00.0	00:00.0
2100	W904HY	0017 FA BN  02 HHB HHB FIRES B	00:00.0	00:00.0
2100	W904J5	0002 CS BN     CO A DISTRIBUTI	00:00.0	00:00.0
2100	W904J5	"2D SUPPORT BATTALION, A COMPANY"	00:00.0	00:00.0
2100	W904JS	0758 OD CO     CO T1 SPT MAINT	00:00.0	00:00.0
2100	W904JS	0758 OD CO     SUPPORT MAINTEN	00:00.0	00:00.0
2100	W904LC	0001 AV BN  01 CO E FORWARD SP	00:00.0	00:00.0
2100	W904LC	0001 AV BN  01 CO E F SP GSAB	00:00.0	00:00.0
2100	W904LF	0001 AV BN  01 CO E F SP GSAB	00:00.0	00:00.0
2100	W904LF	0001 AV BN  01 CO E FORWARD SP	00:00.0	00:00.0
2100	W904LF	0001 AV BN  01 CO E0 REAR DET	00:00.0	00:00.0
2100	W904LK	W3VA HHC 4-25 IBCT BDE HQS	00:00.0	00:00.0
2100	W904LK	W3VA HHC 2-28 IBCT BDE HQS	00:00.0	00:00.0
2100	W904LK	W3VA RC-E HQS	00:00.0	00:00.0
2100	W904MZ	0017 IN BN  01 CO A RIFLE SBCT	00:00.0	00:00.0
2100	W904MZ	0017 IN BN  01 CO A RIFLE CO I	00:00.0	00:00.0
2100	W904N2	0017 IN BN  01 CO B RIFLE SBCT	00:00.0	00:00.0
2100	W904N2	0017 IN BN  01 CO B RIFLE CO I	00:00.0	00:00.0
2100	W904N6	0325 MI BN     CO A TECH COLL	00:00.0	00:00.0
2100	W904N6	325TH MILITARY INTELLIGENCE BATTALI	00:00.0	00:00.0
2100	W904N8	0647 TC CO     MED TRK MINUS	00:00.0	00:00.0
2100	W904N8	0647 TC CO     CARGO MINUS	00:00.0	00:00.0
2100	W904NC	0017 IN BN  01 CO C RIFLE SBCT	00:00.0	00:00.0
2100	W904NC	0017 IN BN  01 CO C RIFLE CO I	00:00.0	00:00.0
2100	W904NT	856TH TRANSPORTATION DETACHMENT	00:00.0	00:00.0
2100	W904NT	0856 TC TM     TRAILER TRANSFE	00:00.0	00:00.0
2100	W904NV	0001 IN BN  02 CO B RIFLE SBCT	00:00.0	00:00.0
2100	W904NV	0001 IN BN  02 CO B RIFLE CO I	00:00.0	00:00.0
2100	W904NY	0001 IN BN  02 CO C RIFLE SBCT	00:00.0	00:00.0
2100	W904NY	0001 IN BN  02 CO C RIFLE CO I	00:00.0	00:00.0
2100	W904PA	0304 TC CO     TRANS MDM TRK C	00:00.0	00:00.0
2100	W904PA	304TH TRANSPORTATION COMPANY	00:00.0	00:00.0
2100	W904PB	"HHC, 167TH SUPPORT BATTALION"	00:00.0	00:00.0
2100	W904PB	0167 CS HHC    HHC COMBAT SUST	00:00.0	00:00.0
2100	W904PC	0368 EN BN     CO A FSC ENG	00:00.0	00:00.0
2100	W904PC	0368 EN BN     A0 REAR DET	00:00.0	00:00.0
2100	W904PD	W70F 0100 RGT 5 BN PS	00:00.0	00:00.0
2100	W904PD	W70F 5 BN 100 RGMT MINUS	00:00.0	00:00.0
2100	W904PH	0455 MD CO     DENTAL COMPANY	00:00.0	00:00.0
2100	W904PH	455TH MEDICAL COMPANY	00:00.0	00:00.0
2100	W904PJ	0395 CS HHC    HHC COMBAT SUST	00:00.0	00:00.0
2100	W904PJ	"HHC, 395TH SUPPORT BATTALION"	00:00.0	00:00.0
2100	W904PL	0368 EN BN     HHC HHC ENGR BN	00:00.0	00:00.0
2100	W904PL	0368 EN BN     HHC ENGINEER BN	00:00.0	00:00.0
2100	W904PT	0023 IN BN  04 CO A RIFLE SBCT	00:00.0	00:00.0
2100	W904PT	0023 IN BN  04 CO A RIFLE CO I	00:00.0	00:00.0
2100	W904QC	0001 AR SQ  08 TRP B RECON SBC	00:00.0	00:00.0
2100	W904QC	0001 AR SQ  08 TRP B CAVALRY T	00:00.0	00:00.0
2100	W904QM	0017 FA BN  02 HHB HHB FIRES B	00:00.0	00:00.0
2100	W904QM	0017 FA BN  02 HHB HHB FIELD A	00:00.0	00:00.0
2100	W904R3	0001 AR SQ  08 TRP D WEAPONS T	00:00.0	00:00.0
2100	W904R3	0014 EN BN     CO E ANTIARMOR	00:00.0	00:00.0
2100	W904R7	0014 EN BN     CO A COMBAT ENG	00:00.0	00:00.0
2100	W904R7	"14TH ENGINEER BATTALION, COMPANY A,"	00:00.0	00:00.0
2100	W904R9	W6KG 88TH RGNL SUPPORT CMD	00:00.0	00:00.0
2100	W904R9	"FULL TIME SUPPORT, 88TH REGIONAL SU"	00:00.0	00:00.0
2100	W904RB	W4K7 1ST EN BDE	00:00.0	00:00.0
2100	W904RB	USAES 1ST EN BRIGADE	00:00.0	00:00.0
2100	W904RD	W4K9 58TH TRANS BN	00:00.0	00:00.0
2100	W904RD	W1D7 58TH TRANS BN	00:00.0	00:00.0
2100	W904RJ	W4K7 554TH EN BN	00:00.0	00:00.0
2100	W904RJ	USAES 554TH EN BATTALION	00:00.0	00:00.0
2100	W904RK	W4K7 SAPPER LDR CRS 169  EN BN	00:00.0	00:00.0
2100	W904RK	USAES SAPPER LDR CRS 169 EN	00:00.0	00:00.0
2100	W904RV	0014 EN BN     CO D MI CO BCT	00:00.0	00:00.0
2100	W904RV	"14TH ENGINEER BATTALION, COMPANY D,"	00:00.0	00:00.0
2100	W904S4	W6J9 HQ 1ST ARMY DIV WEST	00:00.0	00:00.0
2100	W904S4	W6J9 DIV  TRNG SPT DIV WEST	00:00.0	00:00.0
2100	W904S4	W6J9 HQ FIRST ARMY TSD WEST	00:00.0	00:00.0
2100	W904S7	W6J9 HQ FIRST ARMY TSD WEST	00:00.0	00:00.0
2100	W904S7	W6J9 DIV  TRNG SPT DIV WEST	00:00.0	00:00.0
2100	W904S7	W6J9 HQ FIRST ARMY DIV WEST	00:00.0	00:00.0
2100	W904S8	0002 CS BN     CO A DISTRIBUTI	00:00.0	00:00.0
2100	W904S8	"2D SUPPORT BATTALION, A COMPANY"	00:00.0	00:00.0
2100	W904SX	0201 CS HHD    HHD REGIONAL SU	00:00.0	00:00.0
2100	W904SX	0201 HQ HHD    HHC REGIONAL SU	00:00.0	00:00.0
2100	W904SY	0869 EN CO     VERTICAL CONSTR	00:00.0	00:00.0
2100	W904SY	0053 CS BN     CO E FORWARD SU	00:00.0	00:00.0
2100	W904TL	101ST CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W904TL	W7AH 101 CIVIL SPT TM IDARNG	00:00.0	00:00.0
2100	W904U7	0016 CS HHC    HHC AND SPECIAL	00:00.0	00:00.0
2100	W904U7	16TH SUSTAINMENT BRIGADE	00:00.0	00:00.0
2100	W904UE	0043 AD BN  01 CO E MNT DS PAT	00:00.0	00:00.0
2100	W904UE	0043 AD BN  01 CO E0 REAR DET	00:00.0	00:00.0
2100	W904UH	0043 AD BN  01 CO E MNT DS PAT	00:00.0	00:00.0
2100	W904UH	0043 AD BN  01 CO E0 REAR DET	00:00.0	00:00.0
2100	W904UK	0043 AD BN  01 CO E MNT DS PAT	00:00.0	00:00.0
2100	W904UK	0043 AD BN  01 CO E0 REAR DET	00:00.0	00:00.0
2100	W904UK	0043 AD BN  01 CO E MAINTENANC	00:00.0	00:00.0
2100	W904UZ	0170 MP HHD    HHD MP BATTALIO	00:00.0	00:00.0
2100	W904UZ	"HHD, 170TH MILITARY POLICE BATTALIO"	00:00.0	00:00.0
2100	W904V3	0203 MP HHD    HHD MP BATTALIO	00:00.0	00:00.0
2100	W904V3	"HHD, 203D MILITARY POLICE BATTALION"	00:00.0	00:00.0
2100	W904V6	0082 AV BN  02 CO A ASLT CO UH	00:00.0	00:00.0
2100	W904V6	0082 AV BN  02 CO A ASSAULT CO	00:00.0	00:00.0
2100	W904VP	"HHB, 174TH AIR DEFENSE ARTILLERY BR"	00:00.0	00:00.0
2100	W904VP	0174 AD BDE    ADA BDE HQS (TH	00:00.0	00:00.0
2100	W904VP	0174 AD BDE    BDE AA REAR DET	00:00.0	00:00.0
2100	W904VS	0174 AD BDE    ADA BDE HQS (TH	00:00.0	00:00.0
2100	W904VS	0174 AD BDE    BDE AA REAR DET	00:00.0	00:00.0
2100	W904VS	"HHB, 174TH AIR DEFENSE ARTILLERY BR"	00:00.0	00:00.0
2100	W904W1	0050 CM CO     CBRN AS CO (REC	00:00.0	00:00.0
2100	W904W1	50TH CHEMICAL COMPANY	00:00.0	00:00.0
2100	W904WH	W4YV USA MSN CMD TNG PROG	00:00.0	00:00.0
2100	W904WH	UNITES STATES ARMY MISSION COMMAND	00:00.0	00:00.0
2100	W904WN	W0VP BTL CMD KNOWLEDGE SYS	00:00.0	00:00.0
2100	W904WN	W0VP USA MISSION COMMAND COE	00:00.0	00:00.0
2100	W904XG	0010 SP BTY	00:00.0	00:00.0
2100	W904XG	0010 SP DET	00:00.0	00:00.0
2100	W904XJ	0426 CA BN     CO B	00:00.0	00:00.0
2100	W904XJ	0426 CA BN     CO B CA COMPANY	00:00.0	00:00.0
2100	W904XX	0256 IN BN     CO C NTWK SPT	00:00.0	00:00.0
2100	W904XX	COMPANY C (BRIGADE SIGNAL) 769TH EN	00:00.0	00:00.0
2100	W904YC	0039 MP CO     MP COMPANY	00:00.0	00:00.0
2100	W904YC	0039 MP CO     CO AA REAR DET	00:00.0	00:00.0
2100	W904YC	39TH MILITARY POLICE COMPANY	00:00.0	00:00.0
2100	W904YT	1138TH TRANSPORTATION COMPANY	00:00.0	00:00.0
2100	W904YT	1138 TC CO     TRANS MDM TRK C	00:00.0	00:00.0
2100	W904YZ	0863 QM TM     TM AA REAR DET	00:00.0	00:00.0
2100	W904YZ	863D QUARTERMASTER DETACHMENT	00:00.0	00:00.0
2100	W904YZ	0863 QM TM     QM PETRL LIAISO	00:00.0	00:00.0
2100	W904Z2	0623 EN CO     VERTICAL CONSTR	00:00.0	00:00.0
2100	W904Z2	623D ENGINEER COMPANY	00:00.0	00:00.0
2100	W904ZG	0351 CS BN     CO A REAR	00:00.0	00:00.0
2100	W904ZG	0351 CS BN     CO A DIST CO AS	00:00.0	00:00.0
2100	W904ZH	0351 CS BN     CO A REAR	00:00.0	00:00.0
2100	W904ZH	0351 CS BN     CO A DIST CO AS	00:00.0	00:00.0
2100	W904ZP	W8YB IA ARNG UTES 1	00:00.0	00:00.0
2100	W904ZP	IOWA ARNG UNIT TRAINING AND EQUIPME	00:00.0	00:00.0
2100	W904ZU	0285 AV BN  02 CO A ASSAULT CO	00:00.0	00:00.0
2100	W904ZU	COMPANY A 2D BATTALION 285TH AVIATI	00:00.0	00:00.0
2100	W904ZX	W8SP NJ ARNG FMS 3	00:00.0	00:00.0
2100	W904ZX	NJ ARNG FIELD MAINTENANCE SHOP 3	00:00.0	00:00.0
2100	W90503	"HHC, 158TH SUPPORT BATTALION"	00:00.0	00:00.0
2100	W90503	0158 CS HHC    HHC AA REAR DET	00:00.0	00:00.0
2100	W90503	0158 CS HHC    HHC COMBAT SUST	00:00.0	00:00.0
2100	W9050C	W8SW PA ARNG FMS 1	00:00.0	00:00.0
2100	W9050C	PA ARNG FIELD MAINTENANCE SHOP 1	00:00.0	00:00.0
2100	W90513	0011 EN BN     HHC HHC ENGR BN	00:00.0	00:00.0
2100	W90513	0003 IN HHC 03 11 ENG REAR PRO	00:00.0	00:00.0
2100	W9051F	"CONTINGENCY COMMAND POST, HHBN, US"	00:00.0	00:00.0
2100	W9051F	0000 HQ HHB    ARMY HQ AND HQ	00:00.0	00:00.0
2100	W9051G	MNARNG ARMY AVIATION SUPPORT FACILI	00:00.0	00:00.0
2100	W9051G	W8NM MN ARNG AASF 1	00:00.0	00:00.0
2100	W9051H	W8NM MN ARNG AASF 1	00:00.0	00:00.0
2100	W9051H	MNARNG ARMY AVIATION SUPPORT FACILI	00:00.0	00:00.0
2100	W9051R	0601 CS BN     CO ASB HVY ASB	00:00.0	00:00.0
2100	W9051R	0601 CS BN     CO HQ & SPT CO	00:00.0	00:00.0
2100	W9051R	0601 CS BN     CO HQ  SPT CO	00:00.0	00:00.0
2100	W9051S	0011 EN BN     HHC HHC ENGR BN	00:00.0	00:00.0
2100	W9051S	0003 IN HHC 03 11 ENG REAR PRO	00:00.0	00:00.0
2100	W9051X	0011 EN BN     CO A FSC ENG	00:00.0	00:00.0
2100	W9051X	0003 IN HHC 03 203 BSB E CO	00:00.0	00:00.0
2100	W90526	0438 MP DET    MP LAW ENFORCEM	00:00.0	00:00.0
2100	W90526	438TH MILITARY POLICE DETACHMENT	00:00.0	00:00.0
2100	W9052U	"HHD, 332D TRANSPORTATION BATTALION"	00:00.0	00:00.0
2100	W9052U	0332 TC HHD    HHD TRANS TERMI	00:00.0	00:00.0
2100	W9052X	0396 MP DET    LAW&ORDER DET	00:00.0	00:00.0
2100	W9052X	0396 MP DET    MP LAW ENFORCEM	00:00.0	00:00.0
2100	W9053X	0431 QM CO     QM PETRL P L&	00:00.0	00:00.0
2100	W9053X	431ST QUARTERMASTER COMPANY	00:00.0	00:00.0
2100	W9054Q	0191 MP CO     MP COMPANY	00:00.0	00:00.0
2100	W9054Q	191ST MILITARY POLICE COMPANY	00:00.0	00:00.0
2100	W90567	"1ST BATTALION, 94TH FIELD ARTILLERY"	00:00.0	00:00.0
2100	W90567	0094 FA BN  01 HHB HIMARS	00:00.0	00:00.0
2100	W9056Y	0094 FA BN  01 BTY B HIMARS	00:00.0	00:00.0
2100	W9056Y	"1ST BATTALION, 94TH FIELD ARTILLERY"	00:00.0	00:00.0
2100	W9059H	"W6TP U.S. ARMY DSA, HQ  A CO"	00:00.0	00:00.0
2100	W9059H	"W6TP U.S. ARMY DSS, HQ&A CO"	00:00.0	00:00.0
2100	W9059H	"W6TP U.S. ARMY DSA, HQ & A CO"	00:00.0	00:00.0
2100	W905A3	0001 AV BN  03 HHC ASSAULT BN	00:00.0	00:00.0
2100	W905A3	0001 AV BN  03 HHC ASSAULT BAT	00:00.0	00:00.0
2100	W905A3	0001 AV BN  03 HHC HHC ASSAULT	00:00.0	00:00.0
2100	W905CS	0205 MP HHD    HHD MP BATTALIO	00:00.0	00:00.0
2100	W905CS	"HHD, 205TH MILITARY POLICE BATTALIO"	00:00.0	00:00.0
2100	W905DF	0233 MP DET    LAW&ORDER	00:00.0	00:00.0
2100	W905DF	0233 MP DET    LAW  ORDER	00:00.0	00:00.0
2100	W905E4	0927 EN CO     SAPPER  REAR	00:00.0	00:00.0
2100	W905E4	927TH ENGINEER COMPANY	00:00.0	00:00.0
2100	W905E5	0126 AV BN  01 CO C MED CO AA	00:00.0	00:00.0
2100	W905E5	0126 AV BN  03 CO G MED CO AA	00:00.0	00:00.0
2100	W905E5	0126 AV BN  03 CO G REAR T32	00:00.0	00:00.0
2100	W905EL	0334 QM HHD    HHD QM PETRL SU	00:00.0	00:00.0
2100	W905EL	334TH QUARTERMASTER BATTALION HHD	00:00.0	00:00.0
2100	W905EP	0094 MP CO     MP COMPANY	00:00.0	00:00.0
2100	W905EP	94TH MILITARY POLICE COMPANY	00:00.0	00:00.0
2100	W905ER	0220 TC CO     TRANS MDM TRK C	00:00.0	00:00.0
2100	W905ER	220TH TRANSPORTATION COMPANY	00:00.0	00:00.0
2100	W905ET	0325 MI BN     HHC BFSB	00:00.0	00:00.0
2100	W905ET	325TH MILITARY INTELLIGENCE BATTALI	00:00.0	00:00.0
2100	W905EU	0325 TC CO     TRANS MDM TRK C	00:00.0	00:00.0
2100	W905EU	325TH TRANSPORTATION COMPANY	00:00.0	00:00.0
2100	W905EV	"HQ, 901ST SUPPORT BATTALION"	00:00.0	00:00.0
2100	W905EV	0901 AQ CO     CONTRACTING BN	00:00.0	00:00.0
2100	W905EV	0901 AQ HHC    HQ CONTRACTING	00:00.0	00:00.0
2100	W905F4	0008 AR SQ  06 TRP A MOTOR REC	00:00.0	00:00.0
2100	W905F4	"6TH SQUADRON, 8TH CAVALRY REGIMENT"	00:00.0	00:00.0
2100	W905F4	0008 AR SQ  06 TRP A HOME DET	00:00.0	00:00.0
2100	W905G5	1040 QM CO     QM WTR PURIF&	00:00.0	00:00.0
2100	W905G5	1040TH QUARTERMASTER COMPANY	00:00.0	00:00.0
2100	W905G5	1040 QM CO     WATER SPT CO	00:00.0	00:00.0
2100	W905GJ	W87A 02 BN CS CSS TS 383 RGT	00:00.0	00:00.0
2100	W905GJ	W87A 0383 RGT 2 BN TNG SPT	00:00.0	00:00.0
2100	W905GN	209TH MILITARY POLICE DETACHMENT	00:00.0	00:00.0
2100	W905GN	0209 MP DET    MP LAW ENFORCEM	00:00.0	00:00.0
2100	W905H9	0643 HQ HHD    HHC REGIONAL SU	00:00.0	00:00.0
2100	W905H9	0643 HQ HHD    HHD AA REAR DET	00:00.0	00:00.0
2100	W905HZ	W6KK USA GARRISON ADELPHI	00:00.0	00:00.0
2100	W905HZ	W4QV ADELPHI LAB	00:00.0	00:00.0
2100	W905J0	W4QV ADELPHI LAB	00:00.0	00:00.0
2100	W905J0	W6KK USA GARRISON ADELPHI	00:00.0	00:00.0
2100	W905J1	W6DP PEO IEW&S REDSTONE	00:00.0	00:00.0
2100	W905J1	W6DP PEO IEWS HUNTSVILLE	00:00.0	00:00.0
2100	W905J1	W6DP PEO IEW&S HUNTSVILLE	00:00.0	00:00.0
2100	W905J1	W6DP PEO IEWS REDSTONE	00:00.0	00:00.0
2100	W905J1	W6DP PEO IEW & S HUNTSVILLE	00:00.0	00:00.0
2100	W905JD	"HHC, 645TH SUPPORT GROUP"	00:00.0	00:00.0
2100	W905JD	0645 HQ HHD    HHC REGIONAL SU	00:00.0	00:00.0
2100	W905JE	0645 HQ HHD    HHC REGIONAL SU	00:00.0	00:00.0
2100	W905JE	"HHC, 645TH SUPPORT GROUP"	00:00.0	00:00.0
2100	W905JZ	U.S. ARMY SOLDIER SYSTEMS CENTER	00:00.0	00:00.0
2100	W905JZ	W038 USAG SOLDIER SYSTEMS CTR	00:00.0	00:00.0
2100	W905K9	0652 CS HHD    HHD REGIONAL SU	00:00.0	00:00.0
2100	W905K9	0652 HQ HHD    HHD AA REAR DET	00:00.0	00:00.0
2100	W905L5	"W92A  NEARNG TRNG CTR, ASHLAND"	00:00.0	00:00.0
2100	W905L5	"W92A NEARNG TRNG CTR, GREENLIE"	00:00.0	00:00.0
2100	W905L6	"W92A NEARNG TRNG CTR, GREENLIE"	00:00.0	00:00.0
2100	W905L6	"W92A  NEARNG TRNG CTR, ASHLAND"	00:00.0	00:00.0
2100	W905L6	"W92A NEARNG TRNG CTR, ASHLAND"	00:00.0	00:00.0
2100	W905L9	0754 CM CO     CBRN CO (MVR SP	00:00.0	00:00.0
2100	W905L9	0754 CM CO     CBRN CO (HAZARD	00:00.0	00:00.0
2100	W905L9	754TH CHEMICAL COMPANY	00:00.0	00:00.0
2100	W905LG	0613 TC TM     MOVEMENT CONTRO	00:00.0	00:00.0
2100	W905LG	613TH TRANSPORTATION DETACHMENT	00:00.0	00:00.0
2100	W905LV	0273 TC TM     MOVEMENT CONTRO	00:00.0	00:00.0
2100	W905LV	0273 TC TM     TM AA REAR DET	00:00.0	00:00.0
2100	W905M0	0315 EN BN     HHC EN REAR DET	00:00.0	00:00.0
2100	W905M0	0315 EN BN     HHC HHC ENGR BN	00:00.0	00:00.0
2100	W905MD	U S ARMY DEPOT TOBYHANNA	00:00.0	00:00.0
2100	W905MD	W0ML USA DEP TOBYHANNA	00:00.0	00:00.0
2100	W905N8	0570 EN CO     SAPPER COMPANY	00:00.0	00:00.0
2100	W905N8	570TH ENGINEER COMPANY	00:00.0	00:00.0
2100	W905NF	0217 MP DET    MP LAW ENFORCEM	00:00.0	00:00.0
2100	W905NF	217TH MILITARY POLICE DETACHMENT	00:00.0	00:00.0
2100	W905NH	0004 AR SQ  05 HHT HEADQUARTER	00:00.0	00:00.0
2100	W905NH	0004 AR SQ  05 HHT HHT RECONNA	00:00.0	00:00.0
2100	W905NX	W7LU 23 CIVIL SPT TM  VIARNG	00:00.0	00:00.0
2100	W905NX	23D CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W905QF	0104 AV BN  02 DET 1 CO B	00:00.0	00:00.0
2100	W905QF	0104 AV BN  02 CO B DET 1	00:00.0	00:00.0
2100	W905RG	23D CIVIL SUPPORT TEAM	00:00.0	00:00.0
2100	W905RG	W7LU 23 CIVIL SPT TM  VIARNG	00:00.0	00:00.0
2100	W905RK	809TH QUARTERMASTER DET	00:00.0	00:00.0
2100	W905RK	0809 QM TM     QM PETRL LIAISO	00:00.0	00:00.0
2100	W905RQ	W6DJ NTC G-4 LOG	00:00.0	00:00.0
2100	W905RQ	W6DJ NTC G4	00:00.0	00:00.0
2100	W905RQ	"HQ, NATIONAL TRAINING CENTER G-4 LO"	00:00.0	00:00.0
2100	W905SF	0874 EN TM     ASPHALT TEAM	00:00.0	00:00.0
2100	W905SF	0874 EN DET    ENGINEER UTILIT	00:00.0	00:00.0
2100	W905SF	0874 EN DET    DET AA REAR DET	00:00.0	00:00.0
2100	W905SH	1138TH TRANSPORTATION COMPANY	00:00.0	00:00.0
2100	W905SH	1138 TC CO     TRANS MDM TRK C	00:00.0	00:00.0
2100	W905T4	101ST TROOP COMMAND	00:00.0	00:00.0
2100	W905T4	W79E 101ST TRP CMD	00:00.0	00:00.0
2100	W905T6	W7LT 22 CIVIL SPT TM  PRARNG	00:00.0	00:00.0
2100	W905T6	22D CIVIL SUPPORT TEAM	00:00.0	00:00.0
