coloration.key,variable,Label,Display.Order,Color,RGB,shape,size,alpha,text.color,text.RGB,abbreviation
ContractingOffice,NAVOCEANPROFAC WHIDBEY ISLAND WA,NAVOCEANPROFAC WHIDBEY ISLAND WA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN AKRON,NAVOPSPTCEN AKRON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ALAMEDA,NAVOPSPTCEN ALAMEDA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ALBUQUERQUE,NAVOPSPTCEN ALBUQUERQUE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN AMARILLO,NAVOPSPTCEN AMARILLO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ATLANTA,NAVOPSPTCEN ATLANTA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN AUGUSTA,NAVOPSPTCEN AUGUSTA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN AUSTIN,NAVOPSPTCEN AUSTIN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN AVOCA,NAVOPSPTCEN AVOCA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN BALTIMORE,NAVOPSPTCEN BALTIMORE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN BANGOR ME,NAVOPSPTCEN BANGOR ME,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN BATTLE CREEK,NAVOPSPTCEN BATTLE CREEK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN BESSEMER,NAVOPSPTCEN BESSEMER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN BILLINGS,NAVOPSPTCEN BILLINGS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN BOISE,NAVOPSPTCEN BOISE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN BUFFALO,NAVOPSPTCEN BUFFALO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN CHARLESTON,NAVOPSPTCEN CHARLESTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN CHARLOTTE,NAVOPSPTCEN CHARLOTTE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN CHATTANOOGA,NAVOPSPTCEN CHATTANOOGA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN CHICAGO,NAVOPSPTCEN CHICAGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN COLUMBUS GA,NAVOPSPTCEN COLUMBUS GA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN COLUMBUS OH,NAVOPSPTCEN COLUMBUS OH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN CORPUS CHRISTI,NAVOPSPTCEN CORPUS CHRISTI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN DECATUR,NAVOPSPTCEN DECATUR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN DENVER,NAVOPSPTCEN DENVER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN DES MOINES,NAVOPSPTCEN DES MOINES,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN DETROIT,NAVOPSPTCEN DETROIT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN EARLE,NAVOPSPTCEN EARLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN EBENSBURG,NAVOPSPTCEN EBENSBURG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN EL PASO,NAVOPSPTCEN EL PASO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ELEANOR,NAVOPSPTCEN ELEANOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ERIE,NAVOPSPTCEN ERIE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN EVERETT,NAVOPSPTCEN EVERETT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN FARGO,NAVOPSPTCEN FARGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN FORT CARSON,NAVOPSPTCEN FORT CARSON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN FORT WORTH,NAVOPSPTCEN FORT WORTH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN FT DIX,NAVOPSPTCEN FT DIX,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN GREEN BAY,NAVOPSPTCEN GREEN BAY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN GREENSBORO,NAVOPSPTCEN GREENSBORO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN GREENVILLE,NAVOPSPTCEN GREENVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN GULFPORT,NAVOPSPTCEN GULFPORT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN HARLINGEN,NAVOPSPTCEN HARLINGEN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN HARRISBURG,NAVOPSPTCEN HARRISBURG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN HELENA,NAVOPSPTCEN HELENA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN HOUSTON,NAVOPSPTCEN HOUSTON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN INDIANAPOLIS,NAVOPSPTCEN INDIANAPOLIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN JACKSONVILLE,NAVOPSPTCEN JACKSONVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN KANSAS CITY,NAVOPSPTCEN KANSAS CITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN KITSAP,NAVOPSPTCEN KITSAP,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN KNOXVILLE,NAVOPSPTCEN KNOXVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN LAS VEGAS,NAVOPSPTCEN LAS VEGAS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN LEHIGH VALLEY,NAVOPSPTCEN LEHIGH VALLEY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN LEMOORE,NAVOPSPTCEN LEMOORE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN LITTLE ROCK,NAVOPSPTCEN LITTLE ROCK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN LONG ISLAND,NAVOPSPTCEN LONG ISLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN LOS ANGELES,NAVOPSPTCEN LOS ANGELES,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN LOUISVILLE,NAVOPSPTCEN LOUISVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN MADISON,NAVOPSPTCEN MADISON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN MANCHESTER,NAVOPSPTCEN MANCHESTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN MEMPHIS,NAVOPSPTCEN MEMPHIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN MIAMI,NAVOPSPTCEN MIAMI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN MILWAUKEE,NAVOPSPTCEN MILWAUKEE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN MINNEAPOLIS,NAVOPSPTCEN MINNEAPOLIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN MORENO VALLEY,NAVOPSPTCEN MORENO VALLEY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN NEW LONDON,NAVOPSPTCEN NEW LONDON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN NEW ORLEANS,NAVOPSPTCEN NEW ORLEANS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN NEW YORK CITY,NAVOPSPTCEN NEW YORK CITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN NEWPORT RI,NAVOPSPTCEN NEWPORT RI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN NORFOLK,NAVOPSPTCEN NORFOLK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN NORTH ISLAND,NAVOPSPTCEN NORTH ISLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN OKLAHOMA CITY,NAVOPSPTCEN OKLAHOMA CITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN OMAHA,NAVOPSPTCEN OMAHA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ORLANDO,NAVOPSPTCEN ORLANDO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN PEARL HARBOR,NAVOPSPTCEN PEARL HARBOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN PENSACOLA,NAVOPSPTCEN PENSACOLA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN PEORIA,NAVOPSPTCEN PEORIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN PHOENIX,NAVOPSPTCEN PHOENIX,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN PLAINVILLE,NAVOPSPTCEN PLAINVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN PORTLAND,NAVOPSPTCEN PORTLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN PUERTO RICO,NAVOPSPTCEN PUERTO RICO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN QUINCY,NAVOPSPTCEN QUINCY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN RALEIGH,NAVOPSPTCEN RALEIGH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN RENO,NAVOPSPTCEN RENO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ROANOKE,NAVOPSPTCEN ROANOKE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ROCK ISLAND,NAVOPSPTCEN ROCK ISLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SACRAMENTO,NAVOPSPTCEN SACRAMENTO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SALT LAKE CITY,NAVOPSPTCEN SALT LAKE CITY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SAN ANTONIO,NAVOPSPTCEN SAN ANTONIO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SAN DIEGO,NAVOPSPTCEN SAN DIEGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SAN JOSE,NAVOPSPTCEN SAN JOSE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SCHENECTADY,NAVOPSPTCEN SCHENECTADY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SHREVEPORT,NAVOPSPTCEN SHREVEPORT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SIOUX FALLS,NAVOPSPTCEN SIOUX FALLS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SPOKANE,NAVOPSPTCEN SPOKANE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SPRINGFIELD,NAVOPSPTCEN SPRINGFIELD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN ST LOUIS,NAVOPSPTCEN ST LOUIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN SYRACUSE,NAVOPSPTCEN SYRACUSE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN TALLAHASSEE,NAVOPSPTCEN TALLAHASSEE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN TAMPA,NAVOPSPTCEN TAMPA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN TOLEDO,NAVOPSPTCEN TOLEDO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN TUCSON,NAVOPSPTCEN TUCSON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN TULSA,NAVOPSPTCEN TULSA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN VENTURA COUNTY,NAVOPSPTCEN VENTURA COUNTY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN WACO,NAVOPSPTCEN WACO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN WEST PALM BCH,NAVOPSPTCEN WEST PALM BCH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN WHDBY ISLAND,NAVOPSPTCEN WHDBY ISLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN WHITE RIVER JCT,NAVOPSPTCEN WHITE RIVER JCT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN WICHITA,NAVOPSPTCEN WICHITA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN WILMINGTON DE,NAVOPSPTCEN WILMINGTON DE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVOPSPTCEN WILMINGTON NC,NAVOPSPTCEN WILMINGTON NC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSEA HQ,NAVSEA HQ,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSEA WASHINGTON DC,NAVSEA WASHINGTON DC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSEALOGCENKYPTDIVNUWC,NAVSEALOGCENKYPTDIVNUWC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLC  SIGONELLA BAHRAIN OFC,NAVSUP FLC  SIGONELLA BAHRAIN OFC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLC SD ISSOP CODE 600,NAVSUP FLC SD ISSOP CODE 600,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLC SIGONELLA NAPLES OFFICE,NAVSUP FLC SIGONELLA NAPLES OFFICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLC YOKOSUKA SASEBO OFFICE,NAVSUP FLC YOKOSUKA SASEBO OFFICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR  LONDON,NAVSUP FLT LOG CTR  LONDON,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR  OKINAWA,NAVSUP FLT LOG CTR  OKINAWA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR  SAN DIEGO,NAVSUP FLT LOG CTR  SAN DIEGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR  YOKOSUKA,NAVSUP FLT LOG CTR  YOKOSUKA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR HONG KONG,NAVSUP FLT LOG CTR HONG KONG,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR JACKSONVILLE,NAVSUP FLT LOG CTR JACKSONVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR NORFOLK,NAVSUP FLT LOG CTR NORFOLK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR PEARL HARBOR,NAVSUP FLT LOG CTR PEARL HARBOR,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR PHILADELPHIA,NAVSUP FLT LOG CTR PHILADELPHIA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR PUGET SOUND,NAVSUP FLT LOG CTR PUGET SOUND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR SEAL BEACH,NAVSUP FLT LOG CTR SEAL BEACH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR SINGAPORE OFFICE,NAVSUP FLT LOG CTR SINGAPORE OFFICE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP FLT LOG CTR WASHINGTON DC,NAVSUP FLT LOG CTR WASHINGTON DC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP WEAPON SYSTEMS SUPPORT,NAVSUP WEAPON SYSTEMS SUPPORT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVSUP WEAPON SYSTEMS SUPPORT MECH,NAVSUP WEAPON SYSTEMS SUPPORT MECH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY CRANE CENTER,NAVY CRANE CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY CYBER FORCES COMMAND NORFOLK,NAVY CYBER FORCES COMMAND NORFOLK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY DRUG SCREENING LABORATORY,NAVY DRUG SCREENING LABORATORY,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY ELECTRONICS SYS ENG CEN NO,NAVY ELECTRONICS SYS ENG CEN NO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY ENVIRONMENTAL HEALTH CENTER,NAVY ENVIRONMENTAL HEALTH CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY EXPEDITIONARY COMBAT COMMAND,NAVY EXPEDITIONARY COMBAT COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY EXPEDITIONARY INTELLIGENCE CMD,NAVY EXPEDITIONARY INTELLIGENCE CMD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY EXPEDITIONARY MD SUPPORT CMD,NAVY EXPEDITIONARY MD SUPPORT CMD,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY EXPERIMENTAL DIVING UNIT,NAVY EXPERIMENTAL DIVING UNIT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY EXPLOSIVE ORDNANCE DISPOSAL,NAVY EXPLOSIVE ORDNANCE DISPOSAL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY FACILITIES ENGINEERING COMMAND,NAVY FACILITIES ENGINEERING COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY FLEET MATERIAL SUPPORT OFFI,NAVY FLEET MATERIAL SUPPORT OFFI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY FLIGHT DEMONSTRATION SQDN,NAVY FLIGHT DEMONSTRATION SQDN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY INFORMATION OPERATIONS COMMAND,NAVY INFORMATION OPERATIONS COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY INFORMATION OPS CMD MARYLAND,NAVY INFORMATION OPS CMD MARYLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY INSTALLATIONS COMMAND,NAVY INSTALLATIONS COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MANAGEMENT SYSTEMS SUPPORT,NAVY MANAGEMENT SYSTEMS SUPPORT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MANPOWER ANALYSIS CENTER,NAVY MANPOWER ANALYSIS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MANPOWER ANALYSIS CENTER -,NAVY MANPOWER ANALYSIS CENTER -,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MANPOWER AND ANALYSIS CENTE,NAVY MANPOWER AND ANALYSIS CENTE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MANPOWER ENGINEERING FACILI,NAVY MANPOWER ENGINEERING FACILI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MARINE CORPS APPELLATE REVIEW,NAVY MARINE CORPS APPELLATE REVIEW,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MEDICINE PROFESSIONAL,NAVY MEDICINE PROFESSIONAL,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY MUSIC PROGRAM MANAGEMENT,NAVY MUSIC PROGRAM MANAGEMENT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY OCEAN SYSTEM CENTER,NAVY OCEAN SYSTEM CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY OCEAN SYSTEM CENTER CODE 50,NAVY OCEAN SYSTEM CENTER CODE 50,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY OCEAN SYSTEM CENTER CODE 70,NAVY OCEAN SYSTEM CENTER CODE 70,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY OCEAN SYSTEM CENTER NPRDC,NAVY OCEAN SYSTEM CENTER NPRDC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY OPERATIONAL SUPPORT CENTER,NAVY OPERATIONAL SUPPORT CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY PAY AND PERSONNEL SUPPORT CENT,NAVY PAY AND PERSONNEL SUPPORT CENT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY PERSONNEL COMMAND,NAVY PERSONNEL COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY PERSONNEL RESEARCH STUDIES AND,NAVY PERSONNEL RESEARCH STUDIES AND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY PUBLIC WORKS CENTER,NAVY PUBLIC WORKS CENTER,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING COMMAND,NAVY RECRUITING COMMAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DIST JACKSONVILLE,NAVY RECRUITING DIST JACKSONVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DIST NASHVILLE,NAVY RECRUITING DIST NASHVILLE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DIST NEW ENGLAND,NAVY RECRUITING DIST NEW ENGLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DIST PITTSBURGH,NAVY RECRUITING DIST PITTSBURGH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DIST SAN ANTONIO,NAVY RECRUITING DIST SAN ANTONIO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT,NAVY RECRUITING DISTRICT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT  ST LOUIS,NAVY RECRUITING DISTRICT  ST LOUIS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT CHICAGO,NAVY RECRUITING DISTRICT CHICAGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT DALLAS,NAVY RECRUITING DISTRICT DALLAS,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT MIAMI,NAVY RECRUITING DISTRICT MIAMI,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT MICHIGAN,NAVY RECRUITING DISTRICT MICHIGAN,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT NEW YORK,NAVY RECRUITING DISTRICT NEW YORK,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT PHOENIX,NAVY RECRUITING DISTRICT PHOENIX,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT PORTLAND,NAVY RECRUITING DISTRICT PORTLAND,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT RALEIGH,NAVY RECRUITING DISTRICT RALEIGH,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT SAN DIEGO,NAVY RECRUITING DISTRICT SAN DIEGO,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING DISTRICT SAN FRA,NAVY RECRUITING DISTRICT SAN FRA,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY RECRUITING ORIENTATION UNIT,NAVY RECRUITING ORIENTATION UNIT,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION CENTER SINGAPORE,NAVY REGION CENTER SINGAPORE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION MID ATLANTIC,NAVY REGION MID ATLANTIC,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION MID ATLANTIC RESERVE,NAVY REGION MID ATLANTIC RESERVE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION NORTHEAST,NAVY REGION NORTHEAST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION NORTHWEST,NAVY REGION NORTHWEST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION NORTHWEST RESERVE,NAVY REGION NORTHWEST RESERVE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION SOUTHEAST CODE N323,NAVY REGION SOUTHEAST CODE N323,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION SOUTHEAST RESERVE,NAVY REGION SOUTHEAST RESERVE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION SOUTHWEST,NAVY REGION SOUTHWEST,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY REGION SOUTHWEST RESERVE,NAVY REGION SOUTHWEST RESERVE,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY SECTION U.S. MILITARY TRN'G,NAVY SECTION U.S. MILITARY TRN'G,37,red,#AA4643,,,,default grey,#554449,
ContractingOffice,NAVY SUPPLY CENTER,NAVY SUPPLY CENTER,37,red,#AA4643,,,,default grey,#554449,
