ParentID,Ticker,ShortName,BloombergID,DIIGIndex,LargeGreaterThan1B,LargeGreaterThan3B,PMC,HRFprivatemilitary,SIGIRprivemilitary,SIGIRDuns,Subsidiary,MergerYear,RevenueInMillions,RevenueYear,RevenueSourceLink,Replace,JointVenture,LastYear,FirstYear,SizeGuess,NumberOfYears,DACIM,UnknownCompany,FPDSannualRevenue,Top100Federal,AlwaysDisplay,MergerDate,MergerURL,FirstDate,FirstURL,SpunOffFrom,Top6,HooverID,LexisNexisID,TopStandardizedVendor,CSIScreatedDate,CSISmodifiedDate,CSISmodifiedBy,overrideparentdunsnumber,parentheadquarterscountrycode,IsForeign,isinternationalNGO,isenterprise,ismultilateral,isngo,isgovernment,multilateraltype,isfaithbased,isnetwork,ispublicprivatepartnership,isUniversityorResearchInstitute,topISO3countrycode,totalamount,topISO3countrytotalamount,isInNeedOfInvestigation,isoverrideISO3countrycode,isnonprofit,IsPreTop6,IsSiliconValley,EntityID,Abbreviation
NIPPI KOSAN,NULL,--,"  US Equity",0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2008,NULL,1,6,0,0,4,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JPN,237317220.3600,124739330.2800,0,NULL,NULL,NULL,NULL,665023,NULL
NIPPO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1216973,NULL
NIPPON ELECTRIC COMPANY,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2014-04-01 08:53:15.663,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,JPN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JPN,49929.5800,48993.5800,NULL,NULL,NULL,NULL,NULL,665029,NULL
NIPPON OIL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2014-03-25 11:10:48.990,CSIS\GSanders,NULL,JPN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,665035,NULL
NIPPON SANSO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,1,0,0,129,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,24454687.7000,24454687.7000,0,NULL,NULL,NULL,NULL,665041,NULL
NISH,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,2,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,JEWISH VOCATIONAL SERVICE & COMPANY,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,882600.2400,455564.0000,0,NULL,NULL,NULL,NULL,665047,NULL
NISHIMATSU CONSTRUCTION,NULL,NULL,NULL,0,1,1,0,0,0,0,0,NULL,3100.0000,2012,http://www.marketwatch.com/investing/stock/1820/financials,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JPN,616690426.3700,597649484.3700,0,NULL,NULL,NULL,NULL,665052,NULL
"NISTAC ",NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2014-04-01 08:53:15.663,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,81591058.0300,81591058.0300,NULL,NULL,NULL,NULL,NULL,665062,NULL
"NISTAC [DEWBERRY, URS]",NULL,NULL,NULL,0,1,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1033509925.7200,1033509925.7200,0,NULL,NULL,NULL,NULL,665067,NULL
NIVISYS INDUSTRIES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,12447516.7200,12447516.7200,0,NULL,NULL,NULL,NULL,665072,NULL
NJ AMERICAN,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,2217,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1457747.0000,1457747.0000,0,NULL,NULL,NULL,NULL,665082,NULL
NJ county-level governments,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155078,NULL
NJ local-level governments,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155079,NULL
NJ state government,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2014-04-01 08:53:15.663,Automated from of amounts and vendorcountry by CSIS\GSanders,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,24154850661.0000,23881516447.0000,NULL,NULL,NULL,NULL,NULL,665087,NULL
NJ TRANSIT,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155080,NULL
NJVC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,550.0000,2010,http://en.wikipedia.org/wiki/NJVC,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1064865006.0000,1064865006.0000,0,NULL,NULL,NULL,NULL,665093,NULL
NLOGIC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1155081,NULL
NM,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,2,0,0,1695,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1155082,NULL
NM county-level governments,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155083,NULL
NM local-level governments,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155084,NULL
NM state government,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155085,NULL
NMC GROUP,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,30276505.1500,28719523.1500,0,NULL,NULL,NULL,NULL,665110,NULL
NOBLE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,368.0000,2018,"https://www.noble.com/media-center/news/noble-ranks-no-1787-2019-inc-5000#:~:text=In%202018%2C%20Noble%20generated%20%24368.6,The%202019%20Inc.",NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2021-11-01 14:46:37.967,AHolderness@csis.org,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1216974,NULL
NOBLESTAR SYSTEMS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,1,5,0,0,276,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,10091222.2200,10091222.2200,0,NULL,NULL,NULL,NULL,665140,NULL
NOBLIS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,199.4000,2011,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1300467015.6300,1298573459.6300,0,NULL,NULL,NULL,NULL,665146,NULL
NON INTRUSIVE INSPECTION TECHNOLOGY,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1155086,NULL
NONE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,3,0,0,669,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,584378.0000,424378.0000,0,NULL,NULL,NULL,NULL,665164,NULL
NONPUBLIC EDUC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,41827036.8800,41827036.8800,0,NULL,NULL,NULL,NULL,665169,NULL
NORAM ENERGY,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,333,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,39337354.3700,39174978.3700,0,NULL,NULL,NULL,NULL,665187,NULL
NORCAL WASTE SYSTEM,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2001,NULL,0,3,0,0,24,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,5612537.5300,5612537.5300,0,NULL,NULL,NULL,NULL,665193,NULL
NORDIC CAMP SUPPLY APS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,50.0000,2010,http://www.warisbusiness.com/profiles/ncs-fuel/,NULL,0,NULL,NULL,1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DNK,738193050.5300,738193050.5300,0,NULL,NULL,NULL,NULL,665199,NULL
NORFOLK DREDGING CO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,500.0000,2020,"https://www.norfolkdredging.com/projects
",NULL,0,NULL,NULL,1,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,2021-11-01 12:49:24.103,AHolderness@csis.org,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1191229,NULL
NORIDIAN,NULL,NULL,NULL,0,1,0,0,0,0,0,0,NULL,1050.0000,2010,http://companies.findthecompany.com/l/9314338/Noridian-Mutual-Insurance-Company-in-Fargo-ND,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,521291814.0000,521291814.0000,0,NULL,NULL,NULL,NULL,665218,NULL
NORRIS REALTY ADVISORS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,1,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,280998.5000,280998.5000,0,NULL,NULL,NULL,NULL,665250,NULL
NORSHIPCO,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,665254,NULL
NORSTAN,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1999,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1155087,NULL
NORSTAN COMMUNICATIONS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,1505129.9200,1280818.9000,0,NULL,NULL,NULL,NULL,665259,NULL
"NORTEL ENTERPRISE SOLUTIONS, NORTEL GOVERNMENT SOLUTIONS",NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,4635161.4500,4663841.4500,0,NULL,NULL,NULL,NULL,665263,NULL
NORTH & SOUTH,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2002,NULL,0,1,0,0,3,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,137912.0200,137912.0200,0,NULL,NULL,NULL,NULL,665268,NULL
NORTH AMERICAN AIRLINES [GLOBAL AVIATION HOLDINGS],NULL,NORTH AMERICAN A,253231Z  US Equity,0,0,0,0,0,0,0,1,2006,385.0000,2009,"http://www.glassdoor.com/Overview/Working-at-North-American-Airlines-EI_IE100227.11,34.htm",NULL,0,2007,NULL,1,9,0,0,48,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,736657959.0000,736657959.0000,0,NULL,NULL,NULL,NULL,665273,NULL
NORTH AMERICAN AREA DEV,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,2,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,264000.0000,264000.0000,0,NULL,NULL,NULL,NULL,665278,NULL
NORTH AMERICAN CATASTROPHE SERVICES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,196322638.6900,196322638.6900,0,NULL,NULL,NULL,NULL,665283,NULL
NORTHERN STATES POWER,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,2,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,43849652.9700,43849652.9700,0,NULL,NULL,NULL,NULL,665502,NULL
NORTHROP GRUMMAN,NOC US Equity,NORTHROP GRUMMAN,NOC US Equity,1,1,1,0,0,0,0,0,NULL,33755.0000,2009,NULL,NULL,0,2008,NULL,1,14,1,0,1516,1,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-26 23:13:10.517,Automated VendorCategory assignment by CSIS\GSanders,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,0,DEU,16500.0000,16500.0000,0,NULL,1,NULL,0,665531,"NOC "
NORTHROP GRUMMAN SHIPBUILDING,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1155088,NULL
NORTHSTAR AEROSPACE,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1155089,NULL
NORTHWEST AIRLINES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,1,5,0,0,20980,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,137618191.1000,137589689.5300,0,NULL,NULL,NULL,NULL,665561,NULL
NORTHWEST PROCUREMENT INSTITUT,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,1,0,0,1,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NORTHWEST PROCUREMENT INSTITUT,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,678457.2600,678457.2600,0,NULL,NULL,NULL,NULL,665579,NULL
NORTHWESTERN,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2003,NULL,0,3,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,33223567.0200,33223567.0200,0,NULL,NULL,NULL,NULL,665591,NULL
NORTON ARTS,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2000,NULL,0,2,0,0,7,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,121865549.1900,121865549.1900,0,NULL,NULL,NULL,NULL,665597,NULL
NOVA COMPOSITES,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,1,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1155090,NULL
NOVA GROUP,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1191230,NULL
NOVA SCIENTIFIC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,2001,NULL,0,3,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,2013-04-03 11:30:27.537,2013-11-08 16:27:20.200,CSIS\GSanders,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,33820160.3500,33820160.3500,0,NULL,NULL,NULL,NULL,665620,NULL
