CSISbudgetLineKey,AccountDSI,DefenseOrganization,BudgetActivity,BudgetSubActivity,LineItem,ProgramElement,CSISbudgetLineTitle,IsLineItemAlsoLineNumber,CSIScreateddate,CSISmodifiedDate,CSISmodifiedBy
PROC~3010F~AF~4~5~26,3010F,AF,4,5,26,NULL,RQ-4,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~27,3010F,AF,4,5,27,NULL,RQ-4  Advance Procurement,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~29,3010F,AF,4,5,29,NULL,AC-130 Recap AP,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~C037A0,3010F,AF,4,5,C037A0,NULL,C-37A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~C040A0,3010F,AF,4,5,C040A0,NULL,C-40 ANG,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~4~5~C040AO,3010F,AF,4,5,C040AO,NULL,C-40 ANG,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~4~5~C130EO,3010F,AF,4,5,C130EO,NULL,EC130J,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~4~5~C130HE,3010F,AF,4,5,C130HE,NULL,EC-130H,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~4~5~C130JA,3010F,AF,4,5,C130JA,NULL,AC-130J,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~C135BO,3010F,AF,4,5,C135BO,NULL,OC-135B,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~CALL00,3010F,AF,4,5,CALL00,NULL,Compass Call Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~CAPAC0,3010F,AF,4,5,CAPAC0,NULL,Civil Air Patrol A/C,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~E008C0,3010F,AF,4,5,E008C0,NULL,E-8C,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~4~5~E008C1,3010F,AF,4,5,E008C1,NULL,E-8C ICS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~4~5~HAEUAV,3010F,AF,4,5,HAEUAV,NULL,RQ-4 UAV,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~MC0130,3010F,AF,4,5,MC0130,NULL,MC 130 IN BA 04,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~OAX000,3010F,AF,4,5,OAX000,NULL,Observation Attack Replacement (OA-X),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~PRDTA1,3010F,AF,4,5,PRDTA1,NULL,MQ-1,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~PRDTB1,3010F,AF,4,5,PRDTB1,NULL,MQ-9,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~Q020BR,3010F,AF,4,5,Q020BR,NULL,RQ-20B Puma,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~RQ440P,3010F,AF,4,5,RQ440P,NULL,RQ-4 Block 40 Proc,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~4~5~SUAVA0,3010F,AF,4,5,SUAVA0,NULL,SMALL UAV'S,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~4~99~9999999999,3010F,AF,4,99,9999999999,NULL,Classified Programs,NULL,2020-07-05 15:54:48.680,2020-07-05 16:03:45.807,Automatically marked as NoFYDPexpected by GSanders@csis.org
PROC~3010F~AF~5~1~B00100,3010F,AF,5,1,B00100,NULL,B-1,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~1~B00200,3010F,AF,5,1,B00200,NULL,B-2A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~1~B01B00,3010F,AF,5,1,B01B00,NULL,B-1B,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~1~B05200,3010F,AF,5,1,B05200,NULL,B-52,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~1~F11700,3010F,AF,5,1,F11700,NULL,F-117,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~1~LAIRCM,3010F,AF,5,1,LAIRCM,NULL,Large Aircraft Infrared Countermeasures,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~A01000,3010F,AF,5,2,A01000,NULL,A-10,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~C130J0,3010F,AF,5,2,C130J0,NULL,C-130J,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~E011A0,3010F,AF,5,2,E011A0,NULL,E-11 BACN/HAG,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~F01500,3010F,AF,5,2,F01500,NULL,F-15,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~F01600,3010F,AF,5,2,F01600,NULL,F-16,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~F0160P,3010F,AF,5,2,F0160P,NULL,F-16,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~F02200,3010F,AF,5,2,F02200,NULL,F-22A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~F03500,3010F,AF,5,2,F03500,NULL,F-35 Modifications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~F15EWS,3010F,AF,5,2,F15EWS,NULL,F-15 EPAW,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~F2232B,3010F,AF,5,2,F2232B,NULL,Increment 3.2b,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~KC046A,3010F,AF,5,2,KC046A,NULL,KC-46A Tanker,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~2~T03700,3010F,AF,5,2,T03700,NULL,T/AT-37,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~3~41,3010F,AF,5,3,41,NULL,C-5 Mods,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~42,3010F,AF,5,3,42,NULL,C-5 AP,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~43,3010F,AF,5,3,43,NULL,C-5 RERP Mods,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~44,3010F,AF,5,3,44,NULL,C-5 RERP AP Mods,1,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C00500,3010F,AF,5,3,C00500,NULL,C-5,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C005M0,3010F,AF,5,3,C005M0,NULL,C-5M,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C00900,3010F,AF,5,3,C00900,NULL,C-9,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~3~C009C0,3010F,AF,5,3,C009C0,NULL,C-9C,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C01700,3010F,AF,5,3,C01700,NULL,C-17A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C02100,3010F,AF,5,3,C02100,NULL,C-21,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C02200,3010F,AF,5,3,C02200,NULL,C-22,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~3~C03200,3010F,AF,5,3,C03200,NULL,C-32A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C03700,3010F,AF,5,3,C03700,NULL,C-37A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C1300A,3010F,AF,5,3,C1300A,NULL,C-130 AMP,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C130J0,3010F,AF,5,3,C130J0,NULL,C-130J,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~3~C14100,3010F,AF,5,3,C14100,NULL,C-141,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~4~GLID00,3010F,AF,5,4,GLID00,NULL,Glider Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~4~JPAT00,3010F,AF,5,4,JPAT00,NULL,T-6,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~4~T00100,3010F,AF,5,4,T00100,NULL,T-1,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~4~T00300,3010F,AF,5,4,T00300,NULL,T-3 (EFS) AIRCRAFT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~4~T03800,3010F,AF,5,4,T03800,NULL,T-38,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~4~T04100,3010F,AF,5,4,T04100,NULL,T-41 AIRCRAFT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~4~T04300,3010F,AF,5,4,T04300,NULL,T-43,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~00U200,3010F,AF,5,5,00U200,NULL,U-2 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~11U200,3010F,AF,5,5,11U200,NULL,U-2 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~55-56,3010F,AF,5,5,55-56,NULL,U-2 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C01000,3010F,AF,5,5,C01000,NULL,KC-10A (ATCA),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C01200,3010F,AF,5,5,C01200,NULL,C-12,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C012WM,3010F,AF,5,5,C012WM,NULL,MC-12W,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C01800,3010F,AF,5,5,C01800,NULL,C-18,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~5~C02000,3010F,AF,5,5,C02000,NULL,C-20 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C02500,3010F,AF,5,5,C02500,NULL,VC-25A Mod,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C04000,3010F,AF,5,5,C04000,NULL,C-40,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C13000,3010F,AF,5,5,C13000,NULL,C-130,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C13001,3010F,AF,5,5,C13001,NULL,C-130 MODS INTEL,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C1300J,3010F,AF,5,5,C1300J,NULL,C130J MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C13500,3010F,AF,5,5,C13500,NULL,C-135,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~C135BO,3010F,AF,5,5,C135BO,NULL,OC-135B,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~CALL00,3010F,AF,5,5,CALL00,NULL,Compass Call Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~CFIN00,3010F,AF,5,5,CFIN00,NULL,combat flight inspection - CFIN,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~CO2900,3010F,AF,5,5,CO2900,NULL,C-29A MODS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~5~DARP01,3010F,AF,5,5,DARP01,NULL,RC-135,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~E00300,3010F,AF,5,5,E00300,NULL,E-3,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~E00400,3010F,AF,5,5,E00400,NULL,E-4,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~E00800,3010F,AF,5,5,E00800,NULL,E-8,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~E34045,3010F,AF,5,5,E34045,NULL,Airborne Warning and Control System,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~FBLOST,3010F,AF,5,5,FBLOST,NULL,Family of Beyond Line-of-Sight Terminals,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~H00100,3010F,AF,5,5,H00100,NULL,H-1,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~H0106O,3010F,AF,5,5,H0106O,NULL,UH-1N Replacement,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~H06000,3010F,AF,5,5,H06000,NULL,H-60,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~HAWK00,3010F,AF,5,5,HAWK00,NULL,RQ-4 UAV MODS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~HCMC00,3010F,AF,5,5,HCMC00,NULL,HC/MC-130 Modifications,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~KC046A,3010F,AF,5,5,KC046A,NULL,KC-46A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~OTHACF,3010F,AF,5,5,OTHACF,NULL,Other Aircraft,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~PRDT01,3010F,AF,5,5,PRDT01,NULL,MQ-1 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~PRDTB2,3010F,AF,5,5,PRDTB2,NULL,MQ-9 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~PRDTB3,3010F,AF,5,5,PRDTB3,NULL,MQ-9 UAS Payloads,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~RQ4GCM,3010F,AF,5,5,RQ4GCM,NULL,RQ-4 GSRA/CSRA Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~5~V02200,3010F,AF,5,5,V02200,NULL,CV-22 Mods,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~5~6~CLPROJ,3010F,AF,5,6,CLPROJ,NULL,CLASSIFIED PROJECTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~5~99~9999999999,3010F,AF,5,99,9999999999,NULL,Classified Programs,NULL,2020-07-05 15:54:48.680,2020-07-05 16:03:45.807,Automatically marked as NoFYDPexpected by GSanders@csis.org
PROC~3010F~AF~6~10~0,3010F,AF,6,10,0,NULL,AIRCRAFT INITIAL SPARES + REPAIR PARTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~6~10~000999,3010F,AF,6,10,000999,NULL,Initial Spares/Repair Parts,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~6~10~000999000A,3010F,AF,6,10,000999000A,NULL,SPARES AND REPAIR PARTS,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~6~10~999,3010F,AF,6,10,999,NULL,Initial Spares/Repair Parts,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~6~10~C130000,3010F,AF,6,10,C130000,NULL,SPECIAL OPERATIONS FORCES,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~6~10~PRDTB1,3010F,AF,6,10,PRDTB1,NULL,MQ-9,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~6~10~PRDTB3,3010F,AF,6,10,PRDTB3,NULL,MQ-9 UAS PAYLOADS,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~1~0,3010F,AF,7,1,0,NULL,COMMON SUPPORT EQUIPMENT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~1~000071,3010F,AF,7,1,000071,NULL,Aircraft Replacement Support Equip,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~1~000075,3010F,AF,7,1,000075,NULL,Other Production Charges,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~1~000999,3010F,AF,7,1,000999,NULL,Common Support Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~1~71,3010F,AF,7,1,71,NULL,Aircraft Replacement Support Equipment,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~1~999,3010F,AF,7,1,999,NULL,COMMON SUPPORT EQUIPMENT,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~1~T053A0,3010F,AF,7,1,T053A0,NULL,T-53A Trainer,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~11~000711,3010F,AF,7,11,000711,NULL,U-2,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~11~711,3010F,AF,7,11,711,NULL,U-2,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~11~999,3010F,AF,7,11,999,NULL,DARP,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~2~A01000,3010F,AF,7,2,A01000,NULL,A-10,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~B00100,3010F,AF,7,2,B00100,NULL,B-1,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~B00200,3010F,AF,7,2,B00200,NULL,B-2A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~B002B0,3010F,AF,7,2,B002B0,NULL,B-2B,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~B01B00,3010F,AF,7,2,B01B00,NULL,B-1B,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~2~B05200,3010F,AF,7,2,B05200,NULL,B-52,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~C00500,3010F,AF,7,2,C00500,NULL,C-5,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~C005S0,3010F,AF,7,2,C005S0,NULL,C-5,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~C01000,3010F,AF,7,2,C01000,NULL,KC-10A (ATCA),0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~C01700,3010F,AF,7,2,C01700,NULL,C-17A,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
PROC~3010F~AF~7~2~C0210P,3010F,AF,7,2,C0210P,NULL,C-21,NULL,2020-07-05 15:54:48.680,2020-07-05 15:54:48.680,GSanders@csis.org
PROC~3010F~AF~7~2~C0V220,3010F,AF,7,2,C0V220,NULL,CV-22 Post Production Support,0,2020-06-09 11:28:03.180,2020-06-17 17:01:06.963,sp_AssignIsNoExpectedFYDP... by GSanders@csis.org
