systemequipmentcode,systemequipmentcodeText,StartFiscalYear,EndFiscalYear,ProjectID,CSISmodifiedDate,CSISmodifiedBy
1GIJ,COMBAT SUPPORT TRAINING SYSTEM,1995,2003,490,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIK,NULL,1996,1997,491,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIL,INTGR FAMILY OF TEST EQUIPMENT,1995,2013,492,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIM,NULL,1998,1998,493,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIN,TEST EQUIPMENT MOD TEMOD,1994,2003,494,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GKA,TD-660 MULTIPLEXER,1991,1999,495,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GKB,AN/TCC-45 MULTIPLEXER SET,1990,1997,496,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GMN,AN/APX-72,1990,2003,497,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNB,AN/APR-39,1990,2013,498,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNC,AN/PPS-5 RADAR PORTABLE,1991,2003,499,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GND,AN/TPM-25,1991,1991,500,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNG,AN/TPX-46 (MARK XIFF),1990,2003,501,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNI,AN/TPX-50 (MARK XIFF ATCRBS),1991,1991,502,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNJ,AN/PAS-7,1990,1991,503,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNK,AN/PPS-15,1991,1993,504,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNL,AN/TPQ-36,1990,2013,505,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNN,FWD AREA ALRT RDR-FAAR,1990,1999,506,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNP,AN/TPQ-37,1990,NULL,507,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1GNR,AN/VPS-2 RADAR SET,1990,1997,508,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNT,MANEUVER CONTROL SYSTEM (MCS),1992,2000,509,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GNV,"FWD AREA AD CMD,CTRL&INT SYS",1994,2003,510,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPA,NULL,1993,1993,511,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPC,AN/GRC-103 RADIO,1990,2003,512,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPD,AN/PRC-90 SURVIVAL RADIO,1990,1990,513,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPE,AN/GRC-106 RADIO,1991,1998,514,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPI,AN/ARQ-33 QUICK FIX,1992,1992,515,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPJ,AN/PRC-25 RADIO,1991,1992,516,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPN,AN/TSC-26 BASE RADIO,1993,1993,517,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPO,AN/TRC-110 RADIO,1991,2001,518,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPP,AN/TRC-112 RADIO,1991,2003,519,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPQ,AN/GRC-144 RADIO,1998,1998,520,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPR,AN/GRC-142/122 RADIO,1990,2003,521,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPS,AN/GRC-143 RADIO,1991,2003,522,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPT,AN/VRC-12 RADIO,1990,2001,523,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPU,AN/PRC-25 PRC-77 RADIO SET,1991,1992,524,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GPW,AN/TRN-30 V-1,1991,1992,525,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRB,AN/GRC-171 TRANSCEIVER,1990,1997,526,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRC,AN/FRC-155 162,1991,1991,527,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRD,AN/PRC-70 RADIO SET,1991,1992,528,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRE,AN/PRC-77 RADIO SET,1991,1999,529,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRF,AN/GRA-114,1990,1990,530,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRH,AN/TRS-2,1990,1993,531,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRI,AN/TSC-99 HF RADIO,1990,1993,532,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRJ,AN/TRQ-32 RADIO,NULL,NULL,533,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRU,SINCGARS,1991,2012,2112,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GRV,MOBILE SUBSCRIBER EQUIP,1995,NULL,535,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1GVA,STARCOM(OTHER),1991,1991,536,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVC,DCS TRANSMISSION FACILITIES,1990,2002,537,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVD,AUTODIN,1990,2000,538,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVE,SATELLITE COMMUNICATIONS,1990,NULL,2114,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1GVL,TACSATCOM,1993,2001,540,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVM,,1995,2001,541,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVN,CORPS/THEATER ADP SVC CTR,2003,2003,542,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVO,ELECTRONIC DECEPTION SYSTEM,2002,2003,543,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVQ,IMAGERY PROCESSING SYSTEM,1996,2003,544,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVR,INTEGRATED MET SYS SENSORS,2003,2003,545,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GVS,QUICK ERECT ANTENNA MAST,2002,2002,546,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HAA,NV LASER SYSTEMS,1994,2003,547,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HAB,NV THERMAL SYSTEMS,1995,2003,548,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HAD,THIRD GEN NV SYSTEM,1994,2003,549,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBK,SIGHT TRIPOD MTD AN/TVS-4,1991,1995,550,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBL,SIGHT CREW SRVD WPNS AN/TVS2,1991,1991,551,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBN,SIGHT IND SRVD WPNS AN/PVS+2,1990,1990,552,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBO,SIGHT INDIVIDUAL AN/PVS-4,1990,2002,553,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBP,SIGHT CREW SRVD WPNS AN/TVS5,1990,2003,551,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBQ,GOGGLES AN/PVS-5,1990,2001,555,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBR,SIGNAL ILLUM GND WS PCHTM127,1991,1991,556,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBS,SEARCHLIGHT AN/VSS-3,1991,1995,557,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBV,AN/VVS-2,1991,2003,558,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBW,SIGHT THERMAL TANK AN/VSG-2,1990,2002,559,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HBX,SIGHT THERMAL NIGHT AN/TAS-4,1990,2003,560,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDA,1.5KW 28V MILITARY DESIGN GE,1990,1996,561,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDB,1.KW 60 CYCLE SKID MT GE,NULL,NULL,562,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDE,<5KW 60 CYCLE GE,1990,2001,563,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDF,10KW 60 CYCLE GE,1991,2001,564,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDG,<15KW 60 CYCLE DE,1992,2002,565,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDH,45/69 KW 60 CYCLE DIESEL,1992,1993,566,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDI,GENERATING PLNTS TRL MTD GB1,1991,2000,567,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDJ,<60 KW,1995,2003,568,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDN,"GEN SET, SMOKE, MECH XM157",1994,2001,569,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HDO,NULL,1996,1998,570,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXA,PALLETIZED LOADING SYSTEM,1997,2003,187,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXB,MASK PROTECTIVE FIELD ABCM17,1991,1993,572,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXD,AMMUNITION BOX M2A1,1991,1993,573,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXH,FIREFIGHTING SET M530,1992,1992,574,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXK,SHELTER SYSTEM M51 CB,1990,2003,575,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXL,BOAT BRIDGE ERECT DE 27 FT,1990,2003,576,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXS,IMPRVD CHEMICAL AGENT MONITOR,1994,2003,577,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXT,INLAND PETROLEUM DIST SYSTEM,1995,2010,578,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXU,"MASK, PROTECTIVE NBC ALL TYPES",1994,2003,579,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXV,"MASK, AIRCREW (M43/M43A1/M45)",1995,1999,580,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXW,"SIMP COLL PROT EQMT, M20",1996,2003,581,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXX,RADIATION MONITORING SYSTEM,1994,2002,582,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXY,REMOTE SENSING CHEM AGENT ALRM,1998,2003,583,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HXZ,AUTO CHEM AGENT ALARM,1995,2003,584,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYA,NULL,1996,1997,585,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYB,AIR CONDITIONERS,1994,2002,586,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYC,"CALIBRATIONS SET, EQUIPMENT",1994,2003,587,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYD,CAUSEWAY FERRIES,1999,2002,588,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYE,CHI BOAT,1996,2004,589,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYF,CBT FEEDING CLOTHING & EQUIP,1998,2002,590,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYG,COMMON GROUND EQUIPMENT,1995,2003,591,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYH,CONTAINERIZED KITCHEN,1997,2003,592,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYI,FORCE PROVIDER,1999,2003,593,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYJ,FWD AREA REFUELING SYS ADV AVN,1999,2011,594,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYK,LAB PETROLEUM MODULAR BASE,2001,2003,595,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYM,PHYSICAL SECURITY SYSTEMS,1995,2003,596,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYN,"PUMP, ASSY LIQ GAS WHL 350 GPM",1995,2003,597,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYO,REFRIGERATION EQUIPMENT,1994,1997,598,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYP,SIMP TEST EQMT - INT COMB ENG,1994,2003,599,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYQ,SHOP EQUIPMENT MAINT TRK,1994,2003,600,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYR,SOLDIER ENHANCEMENT,1994,2004,601,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYS,SPACE HEATER,1996,1999,602,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYT,TOOL OUTFIT HYD REPAIR,1997,2003,603,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYU,WATER PURIFICATION ROWPU,1997,2003,604,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYV,CHEM AGENT DETECTOR NETWORK,1994,2003,605,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYW,"COLL PROT EQUIP, TEMPER TENT",1995,2010,606,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYX,DECON APP PWR DR LT WT M17,1997,2003,607,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYY,CLOSE COMBAT TACTICAL TRAINER,1996,1998,608,2016-04-25 21:23:06.3470000,CSIS\GSanders
1HYZ,NON-SYSTEM TRAINING DEVICES,1995,2003,609,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ZBC,BASE REALIGN & CLOS (BRAC) ENV,1995,2013,610,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ZDE,DEF ENVIR & RESTORA PRG (DERP),1995,2013,611,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ZOP,OTHER ENVIRONMENTAL PROGRAMS,1995,2013,2115,2016-04-25 21:23:06.3470000,CSIS\GSanders
1ZSE,ENVIR PROTECT AGENCY SUPERFUND,1995,2010,613,2016-04-25 21:23:06.3470000,CSIS\GSanders
200,"C-17A ",2000,NULL,614,2016-04-25 21:23:06.3470000,CSIS\GSanders
2000,NOT DISCERNABLE OR CLASSIFIED,1988,2013,NULL,2016-04-25 21:23:06.3470000,CSIS\GSanders
201,"C-5B ",2005,NULL,615,2016-04-25 21:23:06.3470000,CSIS\GSanders
202,"LONGBOW APACHE BLK III ",2007,NULL,616,2016-04-25 21:23:06.3470000,CSIS\GSanders
203,"DMSP ",2004,NULL,617,2016-04-25 21:23:06.3470000,CSIS\GSanders
204,"DSP ",2007,2012,618,2016-04-25 21:23:06.3470000,CSIS\GSanders
206,"EA-6B ",2006,NULL,619,2016-04-25 21:23:06.3470000,CSIS\GSanders
207,"E-6A (TACAMO) ",2008,NULL,620,2016-04-25 21:23:06.3470000,CSIS\GSanders
208,"HHD-60 ",2007,NULL,621,2016-04-25 21:23:06.3470000,CSIS\GSanders
210,SBIRS HIGH,2004,NULL,622,2016-04-25 21:23:06.3470000,CSIS\GSanders
211,"ATACMS-APAM ",2007,NULL,623,2016-04-25 21:23:06.3470000,CSIS\GSanders
212,"V22 ",2004,NULL,624,2016-04-25 21:23:06.3470000,CSIS\GSanders
213,"KC-10A ",2007,NULL,625,2016-04-25 21:23:06.3470000,CSIS\GSanders
215,"LLLBGK ",2007,2007,626,2016-04-25 21:23:06.3470000,CSIS\GSanders
216,"LCAC ",2006,NULL,627,2016-04-25 21:23:06.3470000,CSIS\GSanders
217,"LHD 1 ",2004,NULL,628,2016-04-25 21:23:06.3470000,CSIS\GSanders
218,"LSD-41 ",2007,2010,629,2016-04-25 21:23:06.3470000,CSIS\GSanders
219,"ATIRCMS/CMWS ",2004,NULL,630,2016-04-25 21:23:06.3470000,CSIS\GSanders
220,"C130-J ",2003,NULL,631,2016-04-25 21:23:06.3470000,CSIS\GSanders
221,"ECSS ",2006,2008,632,2016-04-25 21:23:06.3470000,CSIS\GSanders
222,"BTLFLD DIGITALIZATION ",2007,NULL,633,2016-04-25 21:23:06.3470000,CSIS\GSanders
223,"CVN 21 ",2004,NULL,634,2016-04-25 21:23:06.3470000,CSIS\GSanders
224,"B-2 EHF ",2006,NULL,635,2016-04-25 21:23:06.3470000,CSIS\GSanders
225,"PEACEKEEPER ",2012,2012,636,2016-04-25 21:23:06.3470000,CSIS\GSanders
226,"T-46A ",2008,2008,637,2016-04-25 21:23:06.3470000,CSIS\GSanders
227,"OTH-B RADAR ",2008,NULL,638,2016-04-25 21:23:06.3470000,CSIS\GSanders
228,"ABL ",2004,NULL,639,2016-04-25 21:23:06.3470000,CSIS\GSanders
229,"RPV (AQUILA) ",2008,NULL,640,2016-04-25 21:23:06.3470000,CSIS\GSanders
230,"B-1 CMUP-DSUP ",2007,2012,641,2016-04-25 21:23:06.3470000,CSIS\GSanders
231,"CV HELO (SH-60F) ",2007,NULL,642,2016-04-25 21:23:06.3470000,CSIS\GSanders
232,"SIAP ",2008,2008,643,2016-04-25 21:23:06.3470000,CSIS\GSanders
233,"SINCGARS ",2004,NULL,2112,2016-04-25 21:25:32.0670000,CSIS\GSanders
234,"STANDARD MISSILE 2 (SM 2) ",2000,NULL,645,2016-04-25 21:23:06.3470000,CSIS\GSanders
235,"AN/BSY-1 ",2008,2008,646,2016-04-25 21:23:06.3470000,CSIS\GSanders
236,"TOW 2 ",2006,NULL,647,2016-04-25 21:23:06.3470000,CSIS\GSanders
237,"GBS ",2004,NULL,648,2016-04-25 21:23:06.3470000,CSIS\GSanders
238,"JPALS ",2004,NULL,649,2016-04-25 21:23:06.3470000,CSIS\GSanders
239,"NPOESS ",2004,NULL,650,2016-04-25 21:23:06.3470000,CSIS\GSanders
240,"T-45TS ",2000,NULL,651,2016-04-25 21:23:06.3470000,CSIS\GSanders
241,"SSDS ",2006,NULL,652,2016-04-25 21:23:06.3470000,CSIS\GSanders
242,"CG(X) ",2006,NULL,653,2016-04-25 21:23:06.3470000,CSIS\GSanders
243,"CHEM DEMIL-ACWA ",2007,NULL,654,2016-04-25 21:23:06.3470000,CSIS\GSanders
245,"ASAS (ATCCS) ",2007,2012,655,2016-04-25 21:23:06.3470000,CSIS\GSanders
246,"HMMLTV ",2004,NULL,656,2016-04-25 21:23:06.3470000,CSIS\GSanders
248,"MINUTEMAN III PRP ",2004,NULL,657,2016-04-25 21:23:06.3470000,CSIS\GSanders
250,"MLRS-TGW ",2007,NULL,658,2016-04-25 21:23:06.3470000,CSIS\GSanders
252,"GLOBAL HAWK ",2004,NULL,659,2016-04-25 21:23:06.3470000,CSIS\GSanders
253,VTUAV,2015,NULL,660,2016-04-25 23:42:31.9900000,Automatic fiscalyear adjustment by CSIS\GSanders
254,"COMANCHE ",2003,NULL,661,2016-04-25 21:23:06.3470000,CSIS\GSanders
255,"MSE ",2007,NULL,662,2016-04-25 21:23:06.3470000,CSIS\GSanders
256,ERM,NULL,NULL,663,2016-04-25 21:23:06.3470000,CSIS\GSanders
257,"NCES ",2007,NULL,664,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
258,"SSN 21 ",2000,NULL,665,2016-04-25 21:23:06.3470000,CSIS\GSanders
259,"T-AO 187 OILER ",2007,2011,666,2016-04-25 21:23:06.3470000,CSIS\GSanders
260,"GMLRS ",2002,NULL,667,2016-04-25 21:23:06.3470000,CSIS\GSanders
261,"AEHF ",2004,NULL,668,2016-04-25 21:23:06.3470000,CSIS\GSanders
262,"B1-CMUP COMPUTER UPGRADE ",2007,2013,669,2016-04-25 21:23:06.3470000,CSIS\GSanders
264,"MLS ",2007,2011,670,2016-04-25 21:23:06.3470000,CSIS\GSanders
265,"F/A-22 ",2003,NULL,671,2016-04-25 21:23:06.3470000,CSIS\GSanders
266,"CIS (MK XV IFF) ",2006,2009,672,2016-04-25 21:23:06.3470000,CSIS\GSanders
267,"SMALL ICBM ",2007,2012,673,2016-04-25 21:23:06.3470000,CSIS\GSanders
268,"NTW ",2004,2013,674,2016-04-25 21:23:06.3470000,CSIS\GSanders
270,"TITAN IV ",2003,NULL,675,2016-04-25 21:23:06.3470000,CSIS\GSanders
271,"PREDATOR ",2006,NULL,676,2016-04-25 21:23:06.3470000,CSIS\GSanders
272,"TACTICAL UAV ",2004,NULL,677,2016-04-25 21:23:06.3470000,CSIS\GSanders
273,"FIV ",2004,2006,678,2016-04-25 21:23:06.3470000,CSIS\GSanders
274,"JSTARS ",2003,NULL,679,2016-04-25 21:23:06.3470000,CSIS\GSanders
275,"SFW ",2007,2013,680,2016-04-25 21:23:06.3470000,CSIS\GSanders
276,"E-2C REPRODUCTION ",2004,NULL,681,2016-04-25 21:23:06.3470000,CSIS\GSanders
277,AWACS UPGRADE,2015,NULL,682,2016-04-25 23:42:31.9900000,Automatic fiscalyear adjustment by CSIS\GSanders
278,CH-47F,2004,NULL,683,2016-04-25 21:23:06.3470000,CSIS\GSanders
279,"FSCS ",2005,NULL,684,2016-04-25 21:23:06.3470000,CSIS\GSanders
280,JAVELIN,2002,NULL,685,2016-04-25 21:23:06.3470000,CSIS\GSanders
281,"HDBTDC ",2008,2008,686,2016-04-25 21:23:06.3470000,CSIS\GSanders
282,MH-60S,2004,NULL,687,2016-04-25 21:23:06.3470000,CSIS\GSanders
283,"155 MM HIP ",2007,NULL,688,2016-04-25 21:23:06.3470000,CSIS\GSanders
284,"JTRS WAVEFORM ",2004,NULL,689,2016-04-25 21:23:06.3470000,CSIS\GSanders
285,"CHEM DEMIL-CMA ",2002,NULL,690,2016-04-25 21:23:06.3470000,CSIS\GSanders
286,RMS,2015,NULL,691,2016-04-25 23:42:31.9900000,Automatic fiscalyear adjustment by CSIS\GSanders
287,"LAND WARRIOR ",2004,NULL,692,2016-04-25 21:23:06.3470000,CSIS\GSanders
288,"B1-B CMUP ",2004,NULL,693,2016-04-25 21:23:06.3470000,CSIS\GSanders
289,"TACTICAL TOMAHAWK ",2004,NULL,694,2016-04-25 21:23:06.3470000,CSIS\GSanders
290,NMT,2015,NULL,695,2016-04-25 23:42:31.9900000,Automatic fiscalyear adjustment by CSIS\GSanders
292,"GPS III ",2007,NULL,696,2016-04-25 21:23:06.3470000,CSIS\GSanders
293,"MP RTIP ",2004,NULL,697,2016-04-25 21:23:06.3470000,CSIS\GSanders
294,"FBCB2 ",2004,NULL,698,2016-04-25 21:23:06.3470000,CSIS\GSanders
295,"ADV WIDEBAND ",2004,NULL,699,2016-04-25 21:23:06.3470000,CSIS\GSanders
296,"WIN-T ",2004,NULL,700,2016-04-25 21:23:06.3470000,CSIS\GSanders
297,"HAEUAV ",2005,NULL,701,2016-04-25 21:23:06.3470000,CSIS\GSanders
298,"C-130 AMP ",2004,NULL,702,2016-04-25 21:23:06.3470000,CSIS\GSanders
299,"STRYKER (IAV) ",2000,NULL,703,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AAA,A-1 SKYRAIDER,1990,2003,704,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AAC,A-4 SKYHAWK,1989,2012,1879,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AAD,RA-5 VIGILANTE,1990,2003,706,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AAE,A-6 INTRUDER,1988,NULL,707,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
2AAF,A-7 CORSAIR II,1990,2003,708,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AAG,A/EA-3 SKYWARRIOR,1990,2003,709,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AAJ,A-12 AVENGER (TO REPLACE A-6),1990,2003,710,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AAO,A-37,1992,1992,711,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ABC,B-52 STRATO FORTRESS,1994,1998,1881,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ABI,EB-66 ACFT (DESTROYER),1991,1991,713,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACB,C-2 GREYHOUND,1988,2008,714,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACC,C-3,1989,NULL,715,2019-04-13 01:13:53.7833333,Automatic fiscalyear adjustment by GSanders@csis.org
2ACD,C-130 HERCULES,1989,2003,716,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACE,C-11 GULFSTREAM II,1993,2003,717,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACF,C-121 WARNING STAR,1991,2002,718,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACG,C-47 SKYTRAIN,1995,2003,719,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACH,C-45 NAVIGATOR,1992,1992,720,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACI,C-54 SKYMASTER,1993,1997,721,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACJ,NULL,1996,1996,722,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACM,C-119 FLYING BOXCAR,1990,1996,723,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACN,C-9 SKYTRAIN II,1989,2010,724,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACO,C-1 TRADER,1991,2001,725,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACP,C-131 SAMARITAN,1990,1999,726,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACS,NULL,1998,1998,727,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACT,C-123 PROVIDER,1991,1991,728,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACU,C-4 GULFSTREAM,1994,2002,729,2016-04-25 21:23:06.3470000,CSIS\GSanders
2ACV,C-20 GULFSTREAM III/IV,1998,2003,730,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AEA,E-1 TRACER,1991,1994,731,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AEB,E-2 HAWKEYE,1989,NULL,732,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
2AEC,EA-3,1990,2003,733,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AED,EA-6B PROWLER,1988,2011,734,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFB,F-1 FURY,1988,1998,735,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFC,F-4 PHANTOM,1989,2003,736,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFD,F-6 SKYRAY,1993,2002,737,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFE,F-5 FREEDOM FIGHTER,1991,NULL,738,2019-04-13 01:13:53.7833333,Automatic fiscalyear adjustment by GSanders@csis.org
2AFF,F-8 CRUSADER,1990,2000,739,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFH,F-9 COUGAR,1990,1995,740,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFI,F-10 SKY KNIGHT,1991,1994,741,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFJ,F-101 VOODO,1993,1994,742,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFN,F-111 TFX,1993,2000,743,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFU,F-14 TOMCAT,1988,NULL,744,2019-04-13 01:13:53.7833333,Automatic fiscalyear adjustment by GSanders@csis.org
2AFV,F-15 EAGLE,1991,2003,1892,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AFX,F-18 HORNET,1988,NULL,746,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
2AHA,UH-1 IROQUOIS,1990,2002,1897,2016-04-25 21:23:06.3470000,CSIS\GSanders
2AHB,UH-2 SEASPRITE,1989,2013,748,2016-04-25 21:23:06.3470000,CSIS\GSanders
