ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID
968	AN/ALE-50	AN/ALE-50	2GCI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	517140855.4975	1997	2010	Electronics, Comms, & Sensors	163446277.0000	RAYTHEON	516645639.4975	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
969	AN/DKT-26/27/36	AN/DKT-26/27/36	2GCJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ships & Submarines	98000.0000	1991	1991	Ships & Submarines	98000.0000	NULL	98000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
970	CAINS GROUND SUPPORT EQUI	CAINS GROUND SUPPORT EQUIP	2GCK	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	172217038.0000	1990	2003	Electronics, Comms, & Sensors	55489036.0000	LITTON [NORTHROP GRUMMAN]	168709598.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
971	MK82 WPN DATA CONVERTER	MK82 WPN DATA CONVERTER	2GCL	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	1034053.0000	1990	1992	Electronics, Comms, & Sensors	549000.0000	GENERAL ELECTRIC	1034053.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
972	AN/BLR-14 ECM	AN/BLR-14 ECM	2GCM	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2988119.0000	1989	1992	Electronics, Comms, & Sensors	2560000.0000	UNISYS	2896175.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
973	AN/WLR-8	AN/WLR-8	2GCO	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	139033170.0000	1990	2002	Electronics, Comms, & Sensors	46128769.0000	RAYTHEON	80786894.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
974	MK76 GD MSL FIRE CTRL SYS	MK76 GD MSL FIRE CTRL SYS	2GCP	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ordnance and Missiles	5368000.0000	1991	1994	Ordnance and Missiles	3943000.0000	UNISYS	5368000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
975	MK92 FIRE CONTROL SYS	MK92 FIRE CONTROL SYS	2GCQ	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	395948007.0000	1990	2003	Electronics, Comms, & Sensors	122379816.0000	RAYTHEON	214647275.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
976	WLR 14 SEASCOUT SYSTEM MI	WLR 14 SEASCOUT SYSTEM MISSILE	2GCR	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Ordnance and Missiles	20262654.0000	1993	1994	Ordnance and Missiles	13653922.0000	LITTON [NORTHROP GRUMMAN]	20262654.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
977	MK74 FIRE CONTROLS SYS	MK74 FIRE CONTROLS SYS	2GCS	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	113093770.0000	1990	2000	Electronics, Comms, & Sensors	50898000.0000	RAYTHEON	109487736.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
978	AN/ALQ-123	AN/ALQ-123	2GCT	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	1319506.0000	1991	1993	Electronics, Comms, & Sensors	977506.0000	NULL	1319506.0000		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
979	MATCALS	MATCALS	2GCU	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	6410336.0000	1990	2003	Electronics, Comms, & Sensors	2660000.0000	UNISYS	5262647.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
980	SEA NYMPH PROGRAM	SEA NYMPH PROGRAM	2GCZ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	39724083.0000	1990	1996	Electronics, Comms, & Sensors	39421000.0000	GTE	39488737.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
981	MARK XII PROGRAM	MARK XII PROGRAM	2GDA	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	72884372.3999	1990	2011	Electronics, Comms, & Sensors	24892256.0000	BAE SYSTEMS	27030281.3999	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
982	AN/TGC-37 COMM CENTRAL	AN/TGC-37 COMM CENTRAL	2GDC	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	1393562.0000	1991	1997	Electronics, Comms, & Sensors	1046000.0000	ITT	688000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
983	AN/VCC-1	AN/VCC-1	2GDD	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	236920.0000	1992	1992	Electronics, Comms, & Sensors	236920.0000	CANADIAN COMMERCIAL CORPORATION	236920.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
984	CAESAR	CAESAR	2GDE	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ships & Submarines	6377848.0000	1990	1995	Ships & Submarines	3999354.0000	NULL	6349848.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
985	OMEGA (SHORE)	OMEGA (SHORE)	2GDF	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	45363.0000	1992	1992	Electronics, Comms, & Sensors	45363.0000	NULL	45363.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
986	SATCOM	SATCOM	2GDG	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	424982942.0000	1990	2004	Electronics, Comms, & Sensors	102731120.0000	RAYTHEON	196166753.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
987	AN/TYA-11 COMM CENTRAL	AN/TYA-11 COMM CENTRAL	2GDI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	753813.0000	1991	1999	Electronics, Comms, & Sensors	454488.0000	RAYTHEON	454488.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
988	AN/TYQ-2 TAOC	AN/TYQ-2 TAOC	2GDJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2534721.0000	1992	1996	Electronics, Comms, & Sensors	2813932.0000	LITTON [NORTHROP GRUMMAN]	2813932.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
989	AN/TYQ-1 TACC	AN/TYQ-1 TACC	2GDK	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	57708360.0000	1990	1999	Electronics, Comms, & Sensors	19506000.0000	NULL	29748138.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
990	AN/TYQ-3 TDC	AN/TYQ-3 TDC	2GDL	NULL	2019-04-13 01:24:02.3266667	Automated stats update byGSanders@csis.org	NULL	Electronics, Comms, & Sensors	23981422.0000	1990	2017	Electronics, Comms, & Sensors	20683375.0000	NULL	21705252.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
991	2GDM	NULL	2GDM	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	365815.0000	1993	1995	Electronics, Comms, & Sensors	305815.0000	NULL	305815.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
992	AN/UGC-25 TELGRPH/TELTYPE	AN/UGC-25 TELGRPH/TELTYPE	2GDP	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	57759.0000	1992	1992	Electronics, Comms, & Sensors	57759.0000	NULL	57759.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
993	AN/TTC-3 CENT  OFF TEL	AN/TTC-3 CENT  OFF TEL	2GDQ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	4261609.0000	1991	2001	Electronics, Comms, & Sensors	1324262.0000	LITTON [NORTHROP GRUMMAN]	3717314.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
994	SECT	SECT	2GDR	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	72000.0000	1991	1991	Electronics, Comms, & Sensors	72000.0000	LORAL SPACE	72000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
995	AN/TYC-5 DATA COMM TERMIN	AN/TYC-5 DATA COMM TERMINAL	2GDS	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	8242172.0000	1990	2001	Electronics, Comms, & Sensors	5600000.0000	E SYSTEMS	5395000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
996	DIAMOND	DIAMOND	2GDT	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	96100.0000	1992	1992	Electronics, Comms, & Sensors	96100.0000	LITTON [NORTHROP GRUMMAN]	96100.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
997	AN/ASW-20	AN/ASW-20	2GDW	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	6749346.0000	1990	2000	Electronics, Comms, & Sensors	2594000.0000	HARRIS	3841346.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
998	AN/UGC-74	AN/UGC-74	2GDZ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	19517609.0000	1995	2002	Electronics, Comms, & Sensors	6426766.0000	L3 COMMUNICATIONS	6656465.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
999	2GEB	NULL	2GEB	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	113100.0000	1995	1995	Electronics, Comms, & Sensors	113100.0000	NULL	113100.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1000	TSEC/KG-23	TSEC/KG-23	2GED	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	587000.0000	1990	1990	Electronics, Comms, & Sensors	587000.0000	ITT	587000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1001	TSEC HYL-3/4	TSEC HYL-3/4	2GEK	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	288370.0000	1992	1992	Electronics, Comms, & Sensors	288370.0000	NULL	288370.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1002	AN/TTC-38 CENT OFF TEL	AN/TTC-38 CENT OFF TEL	2GFA	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	24927144.0000	1991	2002	Electronics, Comms, & Sensors	13204842.0000	E SYSTEMS	12324374.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1003	AN/UGC-129	AN/UGC-129	2GFB	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	28044125.0000	1990	2003	Electronics, Comms, & Sensors	18319221.0000	NULL	27825260.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1004	AN/FSA-52 COMM CTRL EQUIP	AN/FSA-52 COMM CTRL EQUIP	2GFC	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2464753.0000	1991	2001	Electronics, Comms, & Sensors	866054.0000	RAYTHEON	626800.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1005	AN/TTC-42 TRITAC	AN/TTC-42 TRITAC	2GFD	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	115295408.0000	1990	1999	Electronics, Comms, & Sensors	57969196.0000	ITT	105404743.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1006	AN/SYR-1 TRACKING SET	AN/SYR-1 TRACKING SET	2GFE	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	36511356.0000	1990	2003	Electronics, Comms, & Sensors	6553651.0000	BOEING	15110062.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1007	AN/SLQ-32	AN/SLQ-32	2GFF	NULL	2019-04-13 01:24:02.3266667	Automated stats update byGSanders@csis.org	NULL	Electronics, Comms, & Sensors	293564276.4902	1989	2016	Electronics, Comms, & Sensors	90293000.0000	RAYTHEON	188922687.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1008	AN/UYK-43	AN/UYK-43	2GFH	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	850095782.0000	1990	2003	Electronics, Comms, & Sensors	149919506.0000	UNISYS	574406918.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1009	AN/PSC-2 DIG COMM TERM	AN/PSC-2 DIG COMM TERM	2GFJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	698000.0000	1991	1991	Electronics, Comms, & Sensors	698000.0000	ITT	698000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1010	2GFM	NULL	2GFM	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	248435.0000	2001	2001	Electronics, Comms, & Sensors	248435.0000	NULL	248435.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1011	AIRBORNE ECM/ECCM NKC-135	AIRBORNE ECM/ECCM NKC-135	2GHA	NULL	2017-06-23 10:33:36.2600000	CSIS\GSanders	NULL	Aircraft	3398707.0000	1990	2003	Aircraft	1015989.0000	NULL	1837387.0000	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1012	CASS	CASS	2GHB	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	415530206.0000	1992	2003	Electronics, Comms, & Sensors	110675185.0000	LOCKHEED MARTIN	332367141.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1013	DIGITAL COMPUTER 152-MOD-	DIGITAL COMPUTER 152-MOD-O	2GHD	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	13473094.0000	1990	1993	Electronics, Comms, & Sensors	13461504.0000	NULL	13473094.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1014	AN/WSN-1 INERT NAV SYS	AN/WSN-1 INERT NAV SYS	2GHE	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	84062780.0000	1990	2003	Electronics, Comms, & Sensors	34384564.0000	GENERAL ELECTRIC	53291042.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1015	AN/GXC-7	AN/GXC-7	2GHF	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	3486767.0000	1991	2002	Electronics, Comms, & Sensors	2510203.0000	UNISYS	2073723.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1016	LAMPS	LAMPS	2GHG	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	37427029.0000	1989	2003	Electronics, Comms, & Sensors	20277000.0000	NULL	31253969.0000	NULL	NULL	NULL	1	NULL	LAMPS	NULL	NULL	NULL
1017	AN/WLR-9	AN/WLR-9	2GHH	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	29625985.0000	1990	2000	Electronics, Comms, & Sensors	21240250.0000	GENERAL MOTORS	21306250.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1018	AN/UYQ-21 NTDS	AN/UYQ-21 NTDS	2GHI	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	473621206.0000	1990	2003	Electronics, Comms, & Sensors	167053666.0000	GENERAL MOTORS	336542782.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1019	AN/USH-24	AN/USH-24	2GHJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	187906968.0000	1990	2003	Electronics, Comms, & Sensors	35799560.0000	RAYTHEON	158808271.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1020	TT-624 (A)(V) TELEPRNTR	TT-624 (A)(V) TELEPRNTR	2GHM	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	661720.0000	1992	1993	Aircraft	390000.0000	NULL	661720.0000		1	NULL	0	NULL	NULL	NULL	NULL	NULL
1021	MK-113 FIRE CONTROL	MK-113 FIRE CONTROL	2GHN	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	5452539.0000	1990	2003	Electronics, Comms, & Sensors	2228000.0000	NULL	4049650.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1022	AN/ALQ-165 (V) (ASPJ)	AN/ALQ-165 (V) (ASPJ)	2GHR	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	66710506.0000	1991	2000	Electronics, Comms, & Sensors	45156165.0000	ITT	44879214.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1023	AN/ALR-67 COUNT WARNING S	AN/ALR-67 COUNT WARNING SYS	2GHT	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	320287055.8671	1993	2011	Electronics, Comms, & Sensors	86515304.0000	RAYTHEON	185460594.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1024	SAWE-RF	SAWE-RF	2GHV	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Other Products	177583897.0000	1990	1995	Other Products	51570806.0000	LORAL SPACE	100406732.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1026	2GID	NULL	2GID	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Ships & Submarines	219908.0000	2001	2001	Ships & Submarines	219908.0000	RAYTHEON	219908.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1027	TACTICAL CONTROL SYSTEM	TACTICAL CONTROL SYSTEM	2GIE	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	16227177.9687	1998	2016	Electronics, Comms, & Sensors	15951322.0000	BAE SYSTEMS	15816171.0000		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1028	MISSION DISTRIBUTION SYS 	MISSION DISTRIBUTION SYS (MDS)	2GIF	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	12721950.0000	1997	2003	NULL	6954026.0000	TEXAS INSTRUMENTS	8749952.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1029	GF-4473 SDC ARRAY MULTIP 	GF-4473 SDC ARRAY MULTIP SET	2GKE	NULL	2019-04-13 13:09:01.8733333	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	53469637.0000	1990	1997	Electronics, Comms, & Sensors	51214000.0000	ROCKWELL	53085163.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1030	LNT 5/ INERT NAV AID	LNT 5/ INERT NAV AID	2GMC	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	95771.0000	1990	1996	Electronics, Comms, & Sensors	57771.0000	HONEYWELL	57771.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1031	C-3 INERT NAVIG EQUIP	C-3 INERT NAVIG EQUIP	2GMD	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	1375932.0000	1990	2000	Electronics, Comms, & Sensors	703500.0000	FLIR SYSTEMS	703500.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1032	AN/ASN-84 INER NAV SYS	AN/ASN-84 INER NAV SYS	2GME	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	7464284.0000	1990	1999	Electronics, Comms, & Sensors	5893376.0000	LITTON [NORTHROP GRUMMAN]	5699379.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1033	AN/SPS-58	AN/SPS-58	2GMG	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	11013101.0000	1995	2001	Electronics, Comms, & Sensors	7731747.0000	RAYTHEON	10987922.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1034	AN/SPS-52 RADAR	AN/SPS-52 RADAR	2GMH	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	7772237.0000	1991	2003	Missile Defense	3962505.0000	NORTHROP GRUMMAN	3962505.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1035	AN/APN-194	AN/APN-194	2GMI	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Electronics, Comms, & Sensors	53170933.0000	1990	2003	Electronics, Comms, & Sensors	11397842.0000	HONEYWELL	48897238.0000		NULL	NULL	0	NULL	NULL	NULL	NULL	NULL
1036	AN/TPS-47	AN/TPS-47	2GMJ	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	573168.0000	1990	1992	Electronics, Comms, & Sensors	448000.0000	LITTON [NORTHROP GRUMMAN]	516168.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1037	AN/USP-1 RADAR	AN/USP-1 RADAR	2GMK	NULL	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NULL	Missile Defense	3951248.0000	1991	2001	Missile Defense	3046537.0000	LOCKHEED MARTIN	2461133.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1038	AN/APS-88	AN/APS-88	2GMM	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	146929.0000	1990	1995	Electronics, Comms, & Sensors	97929.0000	ALLIED SIGNAL	97929.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1040	AN/SPN-43	AN/SPN-43	2GMO	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	939385.0000	1991	1994	Electronics, Comms, & Sensors	550000.0000	ITT	700000.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1041	2GMQ	NULL	2GMQ	NULL	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NULL	NULL	362398.0000	1996	1997	Facilities and Construction	99880.0000	NULL	362398.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1042	AN/WSN-1 (V)	AN/WSN-1 (V)	2GMR	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	2764224.0000	1993	1997	Electronics, Comms, & Sensors	1297304.0000	ROCKWELL	2764224.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1044	AN/TPX-42V	AN/TPX-42V	2GMT	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	19330446.0000	1992	1997	Electronics, Comms, & Sensors	8534946.0000	NULL	19302137.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
1045	AN/TPN-22	AN/TPN-22	2GMU	NULL	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NULL	Electronics, Comms, & Sensors	-76313.0000	1992	1992	Electronics, Comms, & Sensors	-76313.0000	ITT	-76313.0000	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
