ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID	IsUnidentified
901	MK42 MOD-7 GUN MOUNT	MK42 MOD-7 GUN MOUNT	2EBT	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	70176	1993	1993	Ordnance and Missiles	70176.0000	NA	70176	NA	0	NA	1	NA	NA	NA	NA	NA	0
902	MK71 MCLWG GUN MOUNT	MK71 MCLWG GUN MOUNT	2EBU	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	9019408	1989	1996	Ordnance and Missiles	3690000.0000	NA	5598233	NA	0	NA	1	NA	NA	NA	NA	NA	0
903	MK75 76MM GUN MOUNT	MK75 76MM GUN MOUNT	2EBW	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	27328921	1990	2001	Ordnance and Missiles	10552450.0000	NA	24921543	NA	0	NA	1	NA	NA	NA	NA	NA	0
904	5.56MM RIFLE M16	5.56MM RIFLE M16	2EHC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Other Products	16408909	1991	1995	Other Products	16147432.0000	NA	16379887	NA	0	NA	1	NA	NA	NA	NA	NA	0
905	WALLEYE	WALLEYE	2FAA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	2058343	1991	1994	Ordnance and Missiles	1206956.0000	NA	2058343		0	NA	0	NA	NA	NA	NA	NA	0
906	MK-104 PRACTICE	MK-104 PRACTICE	2FAE	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	117154732	1990	2002	Ordnance and Missiles	41762749.0000	THIOKOL	109459663	NA	0	NA	1	NA	NA	NA	NA	NA	0
907	MK-115 HIGH EXP BOMB	MK-115 HIGH EXP BOMB	2FAH	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
908	MK-121 TGT IDENT	MK-121 TGT IDENT	2FAO	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	49000	1991	1991	Ordnance and Missiles	49000.0000	NA	49000	NA	0	NA	1	NA	NA	NA	NA	NA	0
909	MK-84 GEN PURPOSE	MK-84 GEN PURPOSE	2FAS	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	501000	1990	1991	Electronics, Comms, & Sensors	448000.0000	HAZELTINE	448000	NA	0	NA	1	NA	NA	NA	NA	NA	0
910	5/38 CAL CARTRIDGE	5/38 CAL CARTRIDGE	5/38 CAL CARTRIDGE	5/38 CAL CARTRIDGE	2FBB	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	117642512.0000	1991	2001	Ordnance and Missiles	59501000.0000	LORAL SPACE	96728443.0000	NA	0	0	1	NA	NA	NA	NA	NA	0	NA
911	5./54 CAL CARTRIDGE	5./54 CAL CARTRIDGE	2FBC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	79000	1989	1989	Ordnance and Missiles	79000.0000	NA	79000	NA	0	NA	1	NA	NA	NA	NA	NA	0
912	60MM HE M49A2	60MM HE M49A2	2FCK	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	22035720	1991	1995	Electronics, Comms, & Sensors	8291224.0000	GENERAL ELECTRIC	7801627	NA	0	NA	1	NA	NA	NA	NA	NA	0
913	105MM SMK WP M60	105MM SMK WP M60	2FDB	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
914	MK-55 MINE	MK-55 MINE	2FME	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1301000	1990	1996	Ordnance and Missiles	1151000.0000	NA	1301000	NA	0	NA	1	NA	NA	NA	NA	NA	0
915	MK-57 MINE SUB LAID MOORE	MK-57 MINE SUB LAID MOORED	2FMG	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1492000	1990	1991	NA	1415000.0000	RAYTHEON	1492000	NA	0	NA	1	NA	NA	NA	NA	NA	0
916	MK-65 MINE	MK-65 MINE	2FMM	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	4819000	1990	1990	Ordnance and Missiles	4819000.0000	NA	4819000	NA	0	NA	1	NA	NA	NA	NA	NA	0
917	5./54 MK-41 PROJECTILE	5./54 MK-41 PROJECTILE	2FPC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	2393340	1990	2001	Electronics, Comms, & Sensors	2195375.0000	ATK	2319340	NA	0	NA	1	NA	NA	NA	NA	NA	0
918	MK30 MOBILE TARGET	MK30 MOBILE TARGET	2FTB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	193734158.25	1990	2010	Electronics, Comms, & Sensors	55511362.0000	RAYTHEON	77934278.25	NA	0	NA	1	NA	NA	NA	NA	NA	0
919	MK37 TORPEDO	MK37 TORPEDO	2FTD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	134987	1992	1993	Ordnance and Missiles	67494.0000	KPMG	134987	NA	0	NA	1	NA	NA	NA	NA	NA	0
920	MK44 TORPEDO	MK44 TORPEDO	2FTG	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	28931276	1989	1994	NA	9412000.0000	GENERAL DYNAMICS	14990000	NA	0	NA	1	NA	NA	NA	NA	NA	0
921	MK45 TORPEDO (ASTOR)	MK45 TORPEDO (ASTOR)	2FTH	NA	2019-04-13 13:09:01.8733333	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	20621175	1990	1993	Ordnance and Missiles	12482000.0000	MOTOROLA	11568046	NA	0	NA	1	NA	NA	NA	NA	NA	0
922	MK46 TORPEDO LT WT ASW	MK46 TORPEDO LT WT ASW	2FTJ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1024427243	1990	2003	Ordnance and Missiles	315248000.0000	LORAL SPACE	276459566	NA	0	NA	1	NA	NA	NA	NA	NA	0
923	MK48 TORPEDO (ADCAP)	MK48 TORPEDO (ADCAP)	2FTL	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1002262182.1299	1988	2011	Ordnance and Missiles	390592000.0000	GENERAL MOTORS	285469093	NA	0	NA	1	NA	NA	NA	NA	NA	0
924	MK50 TORPEDO	MK50 TORPEDO	2FTN	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	549315553	1990	2002	Ordnance and Missiles	261474322.0000	WESTINGHOUSE	212170919	NA	0	NA	1	NA	NA	NA	NA	NA	0
925	MK60 CAPTOR	MK60 CAPTOR	2FTR	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	7210903	1990	1995	Ordnance and Missiles	1733769.0000	NA	4877489	NA	0	NA	1	NA	Captor	NA	NA	NA	0
926	AN/ULQ-6	AN/ULQ-6	2GAB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	5691349	1992	2003	Electronics, Comms, & Sensors	2238769.0000	LOCKHEED MARTIN	2613769	NA	0	NA	1	NA	NA	NA	NA	NA	0
927	AN/UYH/K-3 MEMORY UNITS	AN/UYH/K-3 MEMORY UNITS	2GAD	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	2950760	1990	2002	Electronics, Comms, & Sensors	1704000.0000	NA	2312072	NA	0	NA	1	NA	NA	NA	NA	NA	0
928	AN/USM-247 (VAST)	AN/USM-247 (VAST)	2GAF	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	10219534	1990	2003	Electronics, Comms, & Sensors	4611000.0000	NA	6032791	NA	0	NA	1	NA	NA	NA	NA	NA	0
929	AN/ALQ-100 ECM	AN/ALQ-100 ECM	2GAI	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	51000	1991	1991	Electronics, Comms, & Sensors	51000.0000	NA	51000		0	NA	0	NA	NA	NA	NA	NA	0
930	AN/FLR-11	AN/FLR-11	2GAJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	9935437	1989	1992	Electronics, Comms, & Sensors	8316000.0000	CANADIAN COMMERCIAL CORPORATION	5080000	NA	0	NA	1	NA	NA	NA	NA	NA	0
931	AN/ALQ-61 ECM	AN/ALQ-61 ECM	2GAK	NA	2019-04-13 13:20:10.9400000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	14976636	1991	2003	Electronics, Comms, & Sensors	14190995.0000	LOCKHEED MARTIN	14160995	NA	0	NA	1	NA	NA	NA	NA	NA	0
932	M-81 FIRE CONTROL SYSTEM	M-81 FIRE CONTROL SYSTEM	2GAL	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	21828822	1990	1994	Electronics, Comms, & Sensors	19489644.0000	NA	21754291	NA	0	NA	1	NA	NA	NA	NA	NA	0
933	AN/ALR-45	AN/ALR-45	2GAM	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	3228456	1990	2002	Electronics, Comms, & Sensors	1263000.0000	LOCKHEED MARTIN	1367645		0	NA	0	NA	NA	NA	NA	NA	0
934	AN/SLQ-19	AN/SLQ-19	2GAN	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	33000	1991	1991	Electronics, Comms, & Sensors	33000.0000	NA	33000	NA	0	NA	1	NA	NA	NA	NA	NA	0
935	AN/SLQ-21 ECM	AN/SLQ-21 ECM	2GAP	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	-729543	1993	2003	Electronics, Comms, & Sensors	55000.0000	L3 COMMUNICATIONS	55000	NA	0	NA	1	NA	NA	NA	NA	NA	0
936	AN/SLQ-17	AN/SLQ-17	2GAR	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Other Products	2883517	1991	1993	Other Products	1897216.0000	3M	1770216	NA	0	NA	1	NA	NA	NA	NA	NA	0
937	AN/SLQ-12 ECM	AN/SLQ-12 ECM	2GAT	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	208600	1992	1994	Electronics, Comms, & Sensors	133600.0000	NA	208600		0	NA	0	NA	NA	NA	NA	NA	0
939	AN/SLQ-13	AN/SLQ-13	2GAV	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	80625987	1990	2003	Ordnance and Missiles	18025371.0000	TRACOR	40159232	NA	0	NA	1	NA	NA	NA	NA	NA	0
940	AN/WLR-1	AN/WLR-1	2GAY	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	9277051	1990	2003	Electronics, Comms, & Sensors	3663064.0000	NA	5506579	NA	0	NA	1	NA	NA	NA	NA	NA	0
941	AN/SLR-13	AN/SLR-13	2GAZ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	105000	1990	1990	Electronics, Comms, & Sensors	105000.0000	NA	105000	NA	0	NA	1	NA	NA	NA	NA	NA	0
942	ANTENNA IMPROV PLAN	ANTENNA IMPROV PLAN	2GBA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1004786	1995	2003	Electronics, Comms, & Sensors	522132.0000	CANADIAN COMMERCIAL CORPORATION	522132	NA	0	NA	1	NA	NA	NA	NA	NA	0
943	AN/ASQ-104 NAVIGATION SYS	AN/ASQ-104 NAVIGATION SYS	2GBB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	3890238	1990	2003	Electronics, Comms, & Sensors	1745800.0000	LOCKHEED MARTIN	1745800	NA	0	NA	1	NA	NA	NA	NA	NA	0
944	M-12 (AIMS) IFF	M-12 (AIMS) IFF	2GBC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	13382629	1990	2002	Electronics, Comms, & Sensors	5787694.0000	LOCKHEED MARTIN	10285630	NA	0	NA	1	NA	NA	NA	NA	NA	0
945	AN/UYK-5 ADP SYSTEM	AN/UYK-5 ADP SYSTEM	2GBD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	17055933	1990	2001	Electronics, Comms, & Sensors	5614000.0000	NA	16823359	NA	0	NA	1	NA	NA	NA	NA	NA	0
946	AN/SYQ 2/3/4 NTDS DATA SY	AN/SYQ 2/3/4 NTDS DATA SYS	2GBE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	326089	1990	1995	Electronics, Comms, & Sensors	160000.0000	NA	166089	NA	0	NA	1	NA	NA	NA	NA	NA	0
947	XM23 RANGE FINDER LASER	XM23 RANGE FINDER LASER	2GBF	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	24197676	1990	2001	Electronics, Comms, & Sensors	15213967.0000	FLIR SYSTEMS	24129676		0	NA	0	NA	NA	NA	NA	NA	0
948	MK75 MOD3 RANGE FINDER	MK75 MOD3 RANGE FINDER	2GBH	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	7213618	1994	2000	Ordnance and Missiles	7034338.0000	GRUMMAN	7034338		0	NA	0	NA	NA	NA	NA	NA	0
949	AN/BRD() LF-VHF-DF	AN/BRD() LF-VHF-DF	2GBK	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	5118180	1990	2003	Electronics, Comms, & Sensors	2542000.0000	LOCKHEED	4570705	NA	0	NA	1	NA	NA	NA	NA	NA	0
950	AN/TSQ-18 LANDING CNTRL C	AN/TSQ-18 LANDING CNTRL CNTR	2GBM	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	499630	1990	2000	Electronics, Comms, & Sensors	329640.0000	TRANSTECHNOLOGY	219000	NA	0	NA	1	NA	NA	NA	NA	NA	0
951	AN/UYA-4 NTDS	AN/UYA-4 NTDS	2GBN	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	105171152	1990	2003	Electronics, Comms, & Sensors	53460000.0000	GENERAL MOTORS	94581650	NA	0	NA	1	NA	NA	NA	NA	NA	0
952	MK86 GUN FIRE CTRL SYS	MK86 GUN FIRE CTRL SYS	2GBO	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	1652114	1990	2002	Ordnance and Missiles	1145664.0000	NA	2058640	NA	0	NA	1	NA	NA	NA	NA	NA	0
953	AN/SYA-12 GARD	AN/SYA-12 GARD	2GBQ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	30000	1990	1990	Electronics, Comms, & Sensors	30000.0000	NA	30000		0	NA	0	NA	NA	NA	NA	NA	0
954	AN/GYK-3 (V)	AN/GYK-3 (V)	2GBR	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Other R&D and Knowledge Based	1446398	1996	1999	Other R&D and Knowledge Based	649520.0000	NA	1446398	NA	0	NA	1	NA	NA	NA	NA	NA	0
955	AN/TYA-20	AN/TYA-20	2GBS	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	9654471	1992	1997	Electronics, Comms, & Sensors	7696598.0000	LITTON [NORTHROP GRUMMAN]	7729483	NA	0	NA	1	NA	NA	NA	NA	NA	0
956	MK65 ANALOG DIGT CONVERTO	MK65 ANALOG DIGT CONVERTOR	2GBT	NA	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	27000	1991	1991	Aircraft	27000.0000	NA	27000		0	NA	0	NA	NA	NA	NA	NA	0
957	AN/USG-13 TACMO 3	AN/USG-13 TACMO 3	2GBU	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	11041817	1990	2000	Electronics, Comms, & Sensors	6001000.0000	ALLIED SIGNAL	4912000		0	NA	0	NA	NA	NA	NA	NA	0
958	AN/USM-207	AN/USM-207	2GBV	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	-82000	1991	1991	Electronics, Comms, & Sensors	-82000.0000	GRUMMAN	-82000	NA	0	NA	1	NA	NA	NA	NA	NA	0
959	AN/USQ-20 NTDS	AN/USQ-20 NTDS	2GBX	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	10438622	1990	1998	Electronics, Comms, & Sensors	2446066.0000	NA	9412056	NA	0	NA	1	NA	NA	NA	NA	NA	0
960	OU/BQH-5 SIGNAL CONVERTER	OU/BQH-5 SIGNAL CONVERTER	2GBY	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	45441067	1989	1997	Electronics, Comms, & Sensors	22399000.0000	AT&T	2.2e+07	NA	0	NA	1	NA	NA	NA	NA	NA	0
961	AN/UYK-7 COMPUTER SYS	AN/UYK-7 COMPUTER SYS	2GBZ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ships & Submarines	29049743	1989	2003	Ships & Submarines	13965000.0000	UNISYS	11019555	NA	0	NA	1	NA	NA	NA	NA	NA	0
962	AN/SLQ-25 TORP CM TRANS S	AN/SLQ-25 TORP CM TRANS SYS	2GCA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	112658771	1990	2009	Electronics, Comms, & Sensors	21790461.0000	NA	104449113	NA	0	NA	1	NA	NA	NA	NA	NA	0
963	AN/UYK-20 GARD	AN/UYK-20 GARD	2GCB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	195048686	1989	2003	Electronics, Comms, & Sensors	59708000.0000	UNISYS	82153289	NA	0	NA	1	NA	NA	NA	NA	NA	0
964	OJ-172 DATA EXC AUX CONSO	OJ-172 DATA EXC AUX CONSOLE	2GCC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	7425600	1990	1995	Electronics, Comms, & Sensors	5935000.0000	UNISYS	5907100	NA	0	NA	1	NA	NA	NA	NA	NA	0
965	AN/ALE-41	AN/ALE-41	2GCD	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	14349704	1989	2003	Electronics, Comms, & Sensors	6948782.0000	LITTON [NORTHROP GRUMMAN]	6909382		0	NA	0	NA	NA	NA	NA	NA	0
966	AN/ALQ-126 ECM	AN/ALQ-126 ECM	2GCF	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	103220349	1990	2001	Electronics, Comms, & Sensors	35363000.0000	LOCKHEED	77312410	NA	0	NA	1	NA	NA	NA	NA	NA	0
967	AN/PSW-1	AN/PSW-1	2GCH	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	1721378	1991	1998	Electronics, Comms, & Sensors	1100836.0000	NA	783025	NA	0	NA	1	NA	NA	NA	NA	NA	0
968	AN/ALE-50	AN/ALE-50	2GCI	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	517140855.4975	1997	2010	Electronics, Comms, & Sensors	163446277.0000	RAYTHEON	516645639.4975	NA	0	NA	1	NA	NA	NA	NA	NA	0
969	AN/DKT-26/27/36	AN/DKT-26/27/36	2GCJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ships & Submarines	98000	1991	1991	Ships & Submarines	98000.0000	NA	98000	NA	0	NA	1	NA	NA	NA	NA	NA	0
970	CAINS GROUND SUPPORT EQUI	CAINS GROUND SUPPORT EQUIP	2GCK	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	172217038	1990	2003	Electronics, Comms, & Sensors	55489036.0000	LITTON [NORTHROP GRUMMAN]	168709598	NA	0	NA	1	NA	NA	NA	NA	NA	0
971	MK82 WPN DATA CONVERTER	MK82 WPN DATA CONVERTER	2GCL	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	1034053	1990	1992	Electronics, Comms, & Sensors	549000.0000	GENERAL ELECTRIC	1034053	NA	0	NA	1	NA	NA	NA	NA	NA	0
972	AN/BLR-14 ECM	AN/BLR-14 ECM	2GCM	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	2988119	1989	1992	Electronics, Comms, & Sensors	2560000.0000	UNISYS	2896175	NA	0	NA	1	NA	NA	NA	NA	NA	0
973	AN/WLR-8	AN/WLR-8	2GCO	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	139033170	1990	2002	Electronics, Comms, & Sensors	46128769.0000	RAYTHEON	80786894	NA	0	NA	1	NA	NA	NA	NA	NA	0
974	MK76 GD MSL FIRE CTRL SYS	MK76 GD MSL FIRE CTRL SYS	2GCP	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	5368000	1991	1994	Ordnance and Missiles	3943000.0000	UNISYS	5368000	NA	0	NA	1	NA	NA	NA	NA	NA	0
975	MK92 FIRE CONTROL SYS	MK92 FIRE CONTROL SYS	2GCQ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	395948007	1990	2003	Electronics, Comms, & Sensors	122379816.0000	RAYTHEON	214647275	NA	0	NA	1	NA	NA	NA	NA	NA	0
976	WLR 14 SEASCOUT SYSTEM MI	WLR 14 SEASCOUT SYSTEM MISSILE	2GCR	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	20262654	1993	1994	Ordnance and Missiles	13653922.0000	LITTON [NORTHROP GRUMMAN]	20262654	NA	0	NA	1	NA	NA	NA	NA	NA	0
977	MK74 FIRE CONTROLS SYS	MK74 FIRE CONTROLS SYS	2GCS	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	113093770	1990	2000	Electronics, Comms, & Sensors	50898000.0000	RAYTHEON	109487736	NA	0	NA	1	NA	NA	NA	NA	NA	0
978	AN/ALQ-123	AN/ALQ-123	2GCT	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	1319506	1991	1993	Electronics, Comms, & Sensors	977506.0000	NA	1319506		0	NA	0	NA	NA	NA	NA	NA	0
979	MATCALS	MATCALS	2GCU	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	6410336	1990	2003	Electronics, Comms, & Sensors	2660000.0000	UNISYS	5262647	NA	0	NA	1	NA	NA	NA	NA	NA	0
980	SEA NYMPH PROGRAM	SEA NYMPH PROGRAM	2GCZ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	39724083	1990	1996	Electronics, Comms, & Sensors	39421000.0000	GTE	39488737	NA	0	NA	1	NA	NA	NA	NA	NA	0
981	MARK XII PROGRAM	MARK XII PROGRAM	2GDA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	72884372.3999	1990	2011	Electronics, Comms, & Sensors	24892256.0000	BAE SYSTEMS	27030281.3999	NA	0	NA	1	NA	NA	NA	NA	NA	0
982	AN/TGC-37 COMM CENTRAL	AN/TGC-37 COMM CENTRAL	2GDC	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	1393562	1991	1997	Electronics, Comms, & Sensors	1046000.0000	ITT	688000	NA	0	NA	1	NA	NA	NA	NA	NA	0
983	AN/VCC-1	AN/VCC-1	2GDD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	236920	1992	1992	Electronics, Comms, & Sensors	236920.0000	CANADIAN COMMERCIAL CORPORATION	236920	NA	0	NA	1	NA	NA	NA	NA	NA	0
