vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
2100	W917HU	0758 OD CO     TM A4 ARM MAINT	1	0758 OD CO     PLT A GND SPT E	0	Office.OfficeID	
2100	W917HW	W3G2 OP SPT AIRLIFT CMD	1	W3G2 USA OP SPT AIRLIFT COMMD	0	Office.OfficeID	
2100	W917J7	0064 IN BN  01 CO B RIFLE HBCT	1	0064 IN BN  01 CO B REAR DET	0	Office.OfficeID	
2100	W917J9	0064 IN BN  01 CO B ARMOR COMP	1	0064 IN BN  01 CO B REAR DET	0	Office.OfficeID	
2100	W917JA	0003 CS BN     CO J FWD SPT CO	1	0026 CS BN     CO E HOME DET	0	Office.OfficeID	
2100	W917JB	0003 CS BN     CO J FWD SPT CO	1	0026 CS BN     CO E HOME DET	0	Office.OfficeID	
2100	W917JC	3D SUPPORT BATTALION COMPANY I HOME	2	0003 CS BN     CO J FWD SPT CO	1	Office.OfficeID	
2100	W917JD	0003 CS BN     CO J FWD SPT CO	1	3D SUPPORT BATTALION COMPANY I FORW	1	Office.OfficeID	
2100	W917JE	"1ST BATTALION, 30TH INFANTRY REGIME"	2	0030 IN BN  01 CO D WPN CO IBC	1	Office.OfficeID	
2100	W917JM	0007 AR SQ  05 CAVALRY SQUADRO	1	0007 AR SQ  05 RECON SQ HBCT	0	Office.OfficeID	
2100	W917JU	0003 CS BN     BRIGADE SUPPORT	1	0003 CS BN     BDE SPT HVY BCT	0	Office.OfficeID	
2100	W917K5	0003 IN HHC 03 2-69 CAB B CO	1	0069 IN BN  02 CO B RIFLE HBCT	1	Office.OfficeID	
2100	W917K6	0203 CS BN     CO E FSC ARS	1	0203 CS BN     CO E HOME DET	0	Office.OfficeID	
2100	W917K7	0003 IN HHC 03 203 BSB G CO	1	0203 CS BN     CO E FSC ARS	1	Office.OfficeID	
2100	W917K8	0003 IN HHC 03 203 BSB G CO	1	0203 CS BN     CO E FSC ARS	1	Office.OfficeID	
2100	W917K9	0203 CS BN     CO E FSC ARS	1	0203 CS BN     CO E HOME DET	0	Office.OfficeID	
2100	W917KC	0003 IN HHC 03 11 ENG D CO	1	"0003 AR BN  03 CO A MI CO, ACR"	1	Office.OfficeID	
2100	W917KE	0069 IN BN  03 CO B RIFLE HBCT	1	0069 IN BN  03 CO B RFL HBCT	0	Office.OfficeID	
2100	W917KM	0864 EN BN     ENGINEER BATTAL	1	0864 EN BN      BN REAR DET	0	Office.OfficeID	
2100	W917KQ	0203 CS BN     CO D FSC ARS	1	0203 CS BN     CO D FORWARD SP	1	Office.OfficeID	
2100	W917KU	0203 CS BN     CO G FWD SPT CO	1	0203 CS BN     CO E FSC ARS	1	Office.OfficeID	
2100	W917KZ	0657 CS HQ     REGIONL SPT GRP	1	PU 0657 CS HHC    HHC AREA SUPT G	0	Office.OfficeID	
2100	W917L7	0207 PI DET    PUBLIC AFFAIRS	1	0282 EN CO     PLT A HOR CONST	0	Office.OfficeID	
2100	W917L9	0009 EN BN     HHC HHC BRIGADE	1	0003 IN BN  04 HHC HQS BDE CBT	1	Office.OfficeID	
2100	W917LC	"3D BATTALION, 15TH INFANTRY REGIMEN"	1	0015 IN BN  03 CO A  RIFLE	0	Office.OfficeID	
2100	W917LD	0703 CS BN     CO G FSC FA IBC	1	0703 CS BN  04 CO E FSC MNVR	0	Office.OfficeID	
2100	W917LE	703D SUPPORT BATTALION COMPANY G	2	0703 CS BN  04 CO E FSC MNVR	0	Office.OfficeID	
2100	W917LF	703D SUPPORT BATTALION COMPANY H	1	0703 CS BN     CO H FWD SPT CO	1	Office.OfficeID	
2100	W917LH	"1ST BATTALION, 9TH FIELD ARTILLERY"	2	0076 FA BN  01 HHB 105T IBCT	0	Office.OfficeID	
2100	W917LJ	703D SUPPORT BATTALION COMPANY G	2	0703 CS BN  04 CO E FSC MNVR	0	Office.OfficeID	
2100	W917LK	9TH ENGINEER BATTALION HHC	2	0000 IN BN  04 HHC BDE STB	0	Office.OfficeID	
2100	W917LL	"1ST BATTALION, 9TH FIELD ARTILLERY"	1	0076 FA BN  01 HOME DET	0	Office.OfficeID	
2100	W917LN	703D SUPPORT BATTALION COMPANY F	1	0703 CS BN     CO F FSC FA IBC	1	Office.OfficeID	
2100	W917LP	0703 CS BN     CO F FSC FA IBC	1	0703 CS BN  04 CO G FSC FA	0	Office.OfficeID	
2100	W917LS	"1ST BATTALION, 9TH FIELD ARTILLERY"	1	0076 FA BN  01 HHB 105MM LID	1	Office.OfficeID	
2100	W917LT	0003 IN BN  04 HOME DET	1	0000 IN BN  04 HOME DET	0	Office.OfficeID	
2100	W917LU	9TH ENGINEER BATTALION HHC	1	0003 IN BN  04 HHC HQS BDE CBT	1	Office.OfficeID	
2100	W917LW	"0003 IN BN  04 CO B MI CO, ACR"	1	0000 IN BN  04 CO B CO MI	0	Office.OfficeID	
2100	W917LY	"6TH SQUADRON, 8TH CAVALRY REGIMENT"	2	0008 AR BN  06 HOME DET	0	Office.OfficeID	
2100	W917M3	0703 CS BN     CO F FSC FA IBC	1	0703 CS BN  04 CO G FSC FA	0	Office.OfficeID	
2100	W917M6	0703 CS BN     CO D FORWARD SP	1	0703 CS BN  04 CO D FSC ARS	0	Office.OfficeID	
2100	W917M7	0703 CS BN     CO D FORWARD SP	1	0703 CS BN  04 CO D FSC ARS	0	Office.OfficeID	
2100	W917M8	0008 AR SQ  06 CO D TANK COMPA	2	"0007 IN BN  03 D, CO WEAPONS"	0	Office.OfficeID	
2100	W917M9	703D SUPPORT BATTALION COMPANY H	3	0703 CS BN  04 CO F FSC MNVR	0	Office.OfficeID	
2100	W917MC	703D SUPPORT BATTALION COMPANY H	2	0703 CS BN  04 CO F FSC MNVR	0	Office.OfficeID	
2100	W917MD	"2D BATTALION, 7TH INFANTRY REGIMENT"	2	0007 IN BN  02 CO D HOME DET	1	Office.OfficeID	
2100	W917MT	0003 CS BN     CO I FORWARD SU	2	0003 CS BN     CO F HOME DET	1	Office.OfficeID	
2100	W917MW	0703 CS BN     CO J FWD SPT CO	1	0026 CS BN     CO F HOME DET	0	Office.OfficeID	
2100	W917MX	0703 CS BN     CO J FWD SPT CO	1	0026 CS BN     CO F HOME DET	0	Office.OfficeID	
2100	W917MY	0703 CS BN     CO J FWD SPT CO	1	0026 CS BN     CO F HOME DET	0	Office.OfficeID	
2100	W917N1	0015 IN BN  01 CO D ARMOR HBCT	1	0015 IN RGT 01 CO D HOME DET	0	Office.OfficeID	
2100	W917N2	0028 IN BN  01 CO D WEAPONS CO	1	0015 IN BN  01 CO D ARMOR HBCT	1	Office.OfficeID	
2100	W917N3	0203 CS BN     CO F FSC ARS	1	0203 CS BN     CO F HOME DET	0	Office.OfficeID	
2100	W917N4	0028 IN BN  01 CO G TASK FORCE	1	0203 CS BN     CO F FSC ARS	1	Office.OfficeID	
2100	W917N5	0203 CS BN     CO F FSC ARS	2	0203 CS BN     CO F HOME DET	0	Office.OfficeID	
2100	W917NG	0003 CS BN     CO E FORWARD SU	1	3D SUPPORT BATTALION COMPANY E FORW	1	Office.OfficeID	
2100	W917NK	0756 TC CO     TRANS MDM TRK C	1	0756 TC CO     MDM TRK	0	Office.OfficeID	
2100	W917NL	0104 AV BN  02 HHC GEN SPT	1	0104 AV BN  02 HHC GEN SPT AVN	0	Office.OfficeID	
2100	W917NM	0104 AV BN  02 HHC GEN SPT	1	0104 AV BN  02 HHC GEN SPT AVN	0	Office.OfficeID	
2100	W917NV	0014 MD HSP    CO B HOSPITAL C	1	0014 MD HSP    CO B REAR DET	0	Office.OfficeID	
2100	W917P6	W8T0 SD ARNG FMS	1	0109 CS HHD    HHD REG  SPT GP	0	Office.OfficeID	
2100	W917P7	W7N0 USPFO ACTIVITY SD ARNG	1	0109 CS HHD    HHD REG  SPT GP	0	Office.OfficeID	
2100	W917PR	0212 EN CO     REAR	1	0212 EN CO     (DET 1)	0	Office.OfficeID	
2100	W917PT	0003 AR HQ     CO A OPS CO DIV	1	"HHBN, 3D INFANTRY DIVISION COMPANY"	1	Office.OfficeID	
2100	W917PX	W0DA AFSBN-SWA	1	W0DA AFSBN SWA SUSTAINMENT	0	Office.OfficeID	
2100	W917PY	0209 CS BN     CO B AVIATION S	1	0209 CS BN     CO B AVN SUPPOR	1	Office.OfficeID	
2100	W917Q2	0209 CS BN     CO B AVN SUPPOR	1	0209 CS BN      B CO	0	Office.OfficeID	
2100	W917QA	0128 PI DET    MOBILE PUBLIC A	1	0128 PI DET    MBL PUBLIC AFF	0	Office.OfficeID	
2100	W917QF	116TH ENGINEER COMPANY	1	0624 EN CO     REAR	1	Office.OfficeID	
2100	W917QH	116TH ENGINEER COMPANY	1	0624 EN CO     REAR	1	Office.OfficeID	
2100	W917QJ	0834 CS BN     CO B DET 3	1	0834 CS BN     DET 3 CO B REAR	0	Office.OfficeID	
2100	W917R2	0135 AV BN  02 HHC DET 3	1	0135 AV BN  02 DET 3 HHC	0	Office.OfficeID	
2100	W917R3	0267 SC CO     BRIGADE SIGNAL	1	0001 CS BDE    SIG NET SPT DET	0	Office.OfficeID	
2100	W917R5	0106 AV BN  01 CO A ASLT UH-60	1	0106 AV BN  01 CO A	0	Office.OfficeID	
2100	W917RM	0903 EN TM     FORWARD ENGR SP	1	0221 OD CO     PLT U AMMO ORD	0	Office.OfficeID	
2100	W917RT	0106 AV BN  01 HHC ASLT	1	XUS 0106 AV BN  01 HHC ASSAULT	0	Office.OfficeID	
2100	W917SN	W4QV ADELPHI LAB	1	W6KK USA GARRISON ADELPHI	1	Office.OfficeID	
2100	W917SW	W1S8 1ST BN TS AV 337TH RGT	1	PR W1S2 1ST 337TH AV BN	0	Office.OfficeID	
2100	W917T0	W1S2 HQ 4 CAV BDE	1	W1S2 4 CAV BDE HQ	0	Office.OfficeID	
2100	W917TD	0113 CS BN     CO B FIELD MAIN	1	XUS 0113 CS BN     CO B	0	Office.OfficeID	
2100	W917TV	0151 IN BN  01 CO B RIFLE CO I	1	151 IN BN  01 CO B ASSLT	0	Office.OfficeID	
2100	W917U3	1413TH ENGINEER COMPANY	3	0076 IN HHC    HHC	0	Office.OfficeID	
2100	W917U4	0076 IN HHC    HEADQUARTERS IN	1	0076 IN HHC    HHC	0	Office.OfficeID	
2100	W917U7	0018 IN BN  01 CO B RIFLE HBCT	1	0018 IN BN  01 CO B	0	Office.OfficeID	
2100	W917UA	0115 EN DET    ENGR FACILITY D	2	XUS1457 EN BN     CO A	0	Office.OfficeID	
2100	W917UB	1457 EN BN     CO B CBT BN HVY	1	XUS1457 EN BN     CO B	0	Office.OfficeID	
2100	W917UC	1457 EN BN     CO C CBT BN HVY	1	XUS1457 EN BN     CO C	0	Office.OfficeID	
2100	W917UH	0376 AG CO     4TH PLT POSTAL	1	0376 AG CO     PLT A POSTAL PL	0	Office.OfficeID	
2100	W917UK	0089 CS HHC    HHC AND SPECIAL	1	89TH SUSTAINMENT BRIGADE	0	Office.OfficeID	
2100	W917UL	W8JY 1114 MOB SPT BN REAR DET	1	W8JY 1114 MOB SPT BN	0	Office.OfficeID	
2100	W917UQ	0399 MD HSP    CO A HOSPITAL C	1	0399 MD HSP    CO A HSP CO 164	0	Office.OfficeID	
2100	W917US	0399 MD HSP    CO A HOSPITAL C	1	0399 MD HSP    CO A HSP CO 164	0	Office.OfficeID	
2100	W917VL	0652 QM TM     QM PETRL QUALIT	1	0652 QM TM     PETRL ANALYSIS	0	Office.OfficeID	
2100	W917VS	0018 IN BN  01 CO C ARMOR HBCT	1	0018 IN BN  01 CO C	0	Office.OfficeID	
2100	W917VT	0018 IN BN  01 CO C ARMOR HBCT	1	0018 IN BN  01 CO C	0	Office.OfficeID	
2100	W917VU	U S ARMY DEPOT LETTERKENNY	1	W0L6 USA DEP LETTERKENY	1	Office.OfficeID	
2100	W917W5	0025 AV BN  02 CO D AVIATION M	1	0025 AV BN  02 D C0 SPT(UH-60)	0	Office.OfficeID	
2100	W917WB	W1HC RTB 4TH BN FLIGHT CO	1	W2L5 197TH 29 IN 2BN FLIGHT CO	0	Office.OfficeID	
2100	W917WC	W2L5 198TH 54 IN 02 BN CO C PP	1	W2L5 197TH 29 IN 02 BN	1	Office.OfficeID	
2100	W917WW	0325 CS BN     HHC HHC BRIGADE	1	0325 CS BN     HQ   SUPPORT CO	0	Office.OfficeID	
2100	W917WX	0325 CS BN     BRIGADE SUPPORT	1	325TH SUPPORT BATTALION	1	Office.OfficeID	
2100	W917X6	0411 EN BN     HHC HHC ENGR BN	1	0411 EN BN     HHC SPT CO	0	Office.OfficeID	
2100	W917X8	0411 EN BN     CO A FSC ENG	1	0411 EN BN     A CO EN CBT HVY	0	Office.OfficeID	
2100	W917XH	0039 TC HHD    HHD MVT CTL BN	1	0039 TC BN     HQ TMAD	0	Office.OfficeID	
2100	W917XJ	0039 TC HHD    HHD MVT CTL BN	1	0039 TC BN     HQ TMAD	0	Office.OfficeID	
2100	W917XK	0039 TC HHD    HHD MVT CTL BN	1	0039 TC BN     HQ TMAD	0	Office.OfficeID	
2100	W917XS	0014 IN BN  02 CO A RIFLE COMP	1	0014 IN BN  02 CO A RIFLE CO I	1	Office.OfficeID	
2100	W917XV	0014 IN BN  02 CO B RIFLE COMP	1	0014 IN BN  02 CO B RIFLE CO I	1	Office.OfficeID	
2100	W917Y3	"6TH SQUADRON, 8TH CAVALRY REGIMENT"	3	0008 AR BN  06 HHT ARM RECON	0	Office.OfficeID	
2100	W917Y5	"6TH SQUADRON, 8TH CAVALRY REGIMENT"	1	0008 AR SQ  06 HHT HOME DET	1	Office.OfficeID	
2100	W917YK	0026 MP DET     LO REAR	1	0026 MP DET     L&O REAR	1	Office.OfficeID	
2100	W917YL	0026 MP DET     LO REAR	1	0026 MP DET     L&O REAR	1	Office.OfficeID	
2100	W917YN	110TH MILITARY POLICE COMPANY	1	0110 MP CO     MP COMPANY	1	Office.OfficeID	
2100	W917YS	0003 AR BN  03 CO B NTWK SPT	1	0003 AR BN  03 CO B HOME DET	0	Office.OfficeID	
2100	W917YT	0003 IN HHC 03 11 ENG C CO	1	0003 AR BN  03 CO B NTWK SPT	1	Office.OfficeID	
2100	W917YX	W0DA AFSBN-SWA	1	SR W0DA AFSBN IRAQ	0	Office.OfficeID	
2100	W917YZ	947TH MILITARY POLICE DETACHMENT	1	0947 MP DET    MWD KENNELMSTR	0	Office.OfficeID	
2100	W917ZW	0949 MD DET    TM A4 VET SVC S	1	0949 MD DET    VET SVCS TEAM 4	0	Office.OfficeID	
2100	W91807	0000 HQ HQ     ARCENT SALERNO	1	0000 HQ HQ     ARCENT SHARANA	0	Office.OfficeID	
2100	W91809	0000 HQ HQ     ARCENT SALERNO	1	0000 HQ HQ     ARCENT SHARANA	0	Office.OfficeID	
2100	W9180B	W4T3 SOJTF-A (CP DAHLKE CMDT)	1	W4T3 CMB JOINT SPECIAL OPS	1	Office.OfficeID	
2100	W9180F	W4T3 SOTF-A AOB SOUTH	1	W4T3 CMD JOINT SPECIAL OPS	1	Office.OfficeID	
2100	W9180G	W4T3 SOTF-A AOB SOUTH	1	W4T3 CMD JOINT SPECIAL OPS	1	Office.OfficeID	
2100	W9180J	W8U8 GU ARNG CSMS 1	1	0294 IN BN  01 CO A	0	Office.OfficeID	
2100	W9180L	W90M GUAM REC&RET	2	W90M GUAM REC  RET	0	Office.OfficeID	
2100	W9180V	0872 OD CO     UTL EQUIP MA MD	1	0872 OD CO     TM B UTL EQ MNT	0	Office.OfficeID	
2100	W91810	W6TU FORT EUSTIS ASF RW	1	W6KF FT EUSTIS ASF	0	Office.OfficeID	
2100	W91812	W6TU LEWIS ASF	1	W6TU FORT LEWIS ASF RW	1	Office.OfficeID	
2100	W91813	W6TU FORT CARSON ASF RW	1	W6KF FT CARSON ASF	0	Office.OfficeID	
2100	W91815	W6TU OLATHE ASF RE	1	W6TU OLATHE ASF	1	Office.OfficeID	
2100	W91816	W6TU CONROE ASF	1	W6TU CONROE ASF RW	1	Office.OfficeID	
2100	W91817	W6TU FORT KNOX ASF RW	1	W6KF FORT KNOX ASF RW	0	Office.OfficeID	
2100	W9181A	0910 QM CO     SEC A1 PETRL SP	1	0910 QM CO     REAR DET	0	Office.OfficeID	
2100	W91823	0015 MI BN     CO B AVIATION C	1	0015 MI BN     CO B	0	Office.OfficeID	
2100	W91825	0015 MI BN     CO B AVIATION C	1	0015 MI BN     CO B	0	Office.OfficeID	
2100	W91829	W4GG SMALL ARMS SUPPORT CENTER	1	XR W4GG SMALL ARMS SUPPORT CENTER	0	Office.OfficeID	
2100	W9182N	0049 SP BN     CO A GBI SECURI	1	0049 SP BN     BTRY A  GBI SEC	0	Office.OfficeID	
2100	W9182P	0014 IN BN  02 CO C RIFLE COMP	2	0014 IN RGT 02 BN CO C LID	0	Office.OfficeID	
2100	W9182S	0049 SP BN     HHB GMD BATTALI	1	"0049 SP BN     HHB, GMD BN"	0	Office.OfficeID	
2100	W9182U	0049 SP BN     HHB GMD BATTALI	1	HHB 49TH MISSILE DEFENSE BATTALION	0	Office.OfficeID	
2100	W9182W	0049 SP BN     HHB GMD BATTALI	1	"0049 SP BN     HHB, GMD BN"	0	Office.OfficeID	
2100	W9183V	0224 MI BN     HHS FWD	1	PU 0224 MI BN     HHS FWD	0	Office.OfficeID	
2100	W91843	0031 IN BN  04 HHC HHC INFANTR	1	0031 IN RGT 04 BN HHC IBCT	0	Office.OfficeID	
2100	W91848	0551 MD CO     MEDICAL LOGISTI	2	0551 MD CO     MED LOGISTICS	0	Office.OfficeID	
2100	W91855	0099 TC TM     MOVEMENT CONTRO	1	0099 TC DET     MVT CTL AREA	0	Office.OfficeID	
2100	W9185X	W4GG SMALL ARMS SUPPORT CENTER	1	PR W4GG SMALL ARMS SUPPORT CENTER	0	Office.OfficeID	
2100	W91865	10TH FIELD HOSPITAL HHD	2	0010 MD HSP    HHD REAR D	0	Office.OfficeID	
2100	W91866	0513 TC CO     TRANS MDM TRK C	1	0513 TC CO     CARGO  EAC	0	Office.OfficeID	
2100	W9186A	W1DX 194TH TNG GRP CO F	1	W1L4 CO F USMC TNG GRP 194TH	0	Office.OfficeID	
2100	W9186K	"3D BATTALION, 197TH FIELD ARTILLERY"	1	0197 FA BN  03 FIELD ARTILLERY	1	Office.OfficeID	
2100	W9186S	0018 OD CO     PLT A1 EOD PLT	1	0018 OD CO     EOD HQS	0	Office.OfficeID	
2100	W9186W	0101 FA BTY    TAB (FIRES BDE)	1	0101 FA RGT    BTY E TGT ACQ	0	Office.OfficeID	
2100	W91872	0272 CM CO     CHEM HVY	1	XUS 0272 CM CO     HVY DIV	0	Office.OfficeID	
2100	W9187U	0509 IN BN  01 CO B RIFLE CO (	1	0509 IN RGT 01 RIFLE CO ABN	0	Office.OfficeID	
2100	W9188R	W6DE MISSION SUPPORT ACT 11	1	XR W6DE MISSION SUPPORT ACT 11	0	Office.OfficeID	
2100	W9188Z	0530 CS HHC    HHC COMBAT SUST	1	0530 CS HHC    REAR DET	0	Office.OfficeID	
2100	W9189P	0507 SC CO     STRAT SIG CO (V	1	XR 0507 SC CO     GMD GCN TML	0	Office.OfficeID	
2100	W9189Z	0912 AG CO     PLT A8 REAR DET	2	0912 AG CO     A8 REAR DET	0	Office.OfficeID	
2100	W918A0	0126 AG BND    GENERATING FORC	1	126TH ARMY BAND	1	Office.OfficeID	
2100	W918A2	0156 SC CO     BRIGADE SIGNAL	1	0146 MD BN     MED MULTIFUNCT	0	Office.OfficeID	
2100	W918A4	0058 EN CO     ENGR CO HVY SEP	1	0058 EN CO     HVY SPT BDE	0	Office.OfficeID	
2100	W918AE	W0DA AMC LSE MULTI NATL DIV	1	XR W0DA AMC LSE MULTI NATL DIV	0	Office.OfficeID	
2100	W918AH	0594 TC CO     TRK MDM CGO 34T	1	0594 TC CO     CARGO EAC	0	Office.OfficeID	
2100	W918B2	0266 OD CO     PLT A2 AMMO ORD	1	0266 OD CO     MED LIFT PLTN	0	Office.OfficeID	
2100	W918B4	0266 OD CO     PLT A2 AMMO ORD	1	0266 OD CO     MED LIFT PLTN	0	Office.OfficeID	
2100	W918B5	0266 OD CO     PLT A4 AMMO ORD	1	0266 OD CO     PLT U4 AMMO ORD	0	Office.OfficeID	
2100	W918BH	0061 AR SQ  03 HHT RECON SQ IB	2	0061 AR RGT 03 HHT RECN SURV	0	Office.OfficeID	
2100	W918BM	0061 AR SQ  03 HHT HHT RECONNA	1	0061 AR RGT 03 HHT RECN SURV	0	Office.OfficeID	
2100	W918C7	0704 CS BN     BRIGADE SUPPORT	1	0704 CS BN     SPT BN	0	Office.OfficeID	
2100	W918CK	0003 CS HQ     CO B NTWK SPT	1	0003 CS BDE    SIG NET SPT	0	Office.OfficeID	
2100	W918CM	0003 CS HQ     CO B NTWK SPT	1	0003 CS BDE    SIG NET SPT	0	Office.OfficeID	
2100	W918D8	0018 IN BN  01 HHC HHC COMBINE	1	0018 IN BN  01 HHC	0	Office.OfficeID	
2100	W918DQ	0119 TC CO     INLAND CARGO TR	1	0119 TC CO     INLAND CGO XFER	0	Office.OfficeID	
2100	W918DU	"HHBN, 42D INFANTRY DIVISION"	2	0042 IN HQ     DIV	0	Office.OfficeID	
2100	W918DX	0042 AR HQ     CO B INT&SUST C	1	0042 IN HQ     DIV	0	Office.OfficeID	
2100	W918E0	0629 EN TM     SURVEY&DESIGN	1	0282 EN CO     PLT A HOR CONST	0	Office.OfficeID	
2100	W918E3	0406 EN TM     ENGR FFTG TM -	1	0282 EN CO     CO HQS HOR NST	0	Office.OfficeID	
2100	W918EA	W0FY 0005 AV BN 01 GEN SUP AVN	1	"W6DH HQS, JRTC AND FT POLK"	1	Office.OfficeID	
2100	W918EL	291ST MILITARY POLICE COMPANY	1	0291 MP CO     MP DETENTION CO	1	Office.OfficeID	
2100	W918EN	526TH MILITARY POLICE COMPANY	1	0526 MP CO     MP DETENTION CO	1	Office.OfficeID	
2100	W918F2	0211 AV BN  01 HHC ATK RECON B	1	PUM 0211 AV BN  01 HHC	0	Office.OfficeID	
2100	W918G2	1001 QM CO     MINUS	1	XR 1001 QM CO     MINUS	0	Office.OfficeID	
2100	W918GE	0278 AR SQ  03 HHT RSTA HBCT	1	0278 AR SQ  03 HHC ARMOR RECON	0	Office.OfficeID	
2100	W918GN	0278 AR SQ  03 TRP A CAV TRP G	1	0278 AR SQ  03 TRP I	0	Office.OfficeID	
2100	W918H1	0278 IN BN  02 HHC CMB ARMS	1	0278 IN BN  02 HHC ARMOUR UA	0	Office.OfficeID	
2100	W918HF	0278 CS BN     HHC BSB HBCT	1	0278 CS BN     HHC SPT SQDN	0	Office.OfficeID	
2100	W918HM	0278 CS BN     CO C MD BDE SPT	1	0278 CS BN     SPT TRP C	0	Office.OfficeID	
2100	W918HN	0005 PO BN     CO H&S CO MI	2	0005 TH PO BN     CO HSC PSYOP B	1	Office.OfficeID	
2100	W918HU	0005 PO BN     CO B MILITARY I	1	0005 PO BN     B CO	0	Office.OfficeID	
2100	W918JA	0411 TC TM     LOGISTICS SUPPO	1	0411 TC TM     LOG SPT VESSEL	0	Office.OfficeID	
2100	W918JJ	0004 IN HHC 02 HHC AA REAR DET	2	0004 IN HHC 04 HEADQUARTERS IN	1	Office.OfficeID	
2100	W918JL	0704 CS BN     CO B FLD MT BSB	1	0704 CS BN     B CO	0	Office.OfficeID	
2100	W918JM	0704 CS BN     CO B FIELD MAIN	1	0704 CS BN     CO B FLD MT BSB	1	Office.OfficeID	
2100	W918JN	0704 CS BN     CO B FIELD MAIN	1	0704 CS BN     B CO	0	Office.OfficeID	
2100	W918JQ	0704 CS BN     CO A DIST BSB	1	0704 CS BN     A CO	0	Office.OfficeID	
2100	W918JR	0704 CS BN     CO A DISTRIBUTI	1	0704 CS BN     CO A DIST BSB	1	Office.OfficeID	
2100	W918JV	0704 CS BN     CO C BSB IBCT A	1	0704 CS BN     C CO	0	Office.OfficeID	
2100	W918JY	0704 CS BN     HHC BSB IBCT	1	0704 CS BN     HHC	0	Office.OfficeID	
2100	W918JZ	0704 CS BN     HHC BSB IBCT	1	0704 CS BN     HHC HHC BRIGADE	1	Office.OfficeID	
2100	W918K8	0012 IN BN  01 CO A RIFLE CO I	1	0012 IN RGT 01 CO A RIFLE	0	Office.OfficeID	
2100	W918KG	0031 IN BN  04 CO A RIFLE CO I	1	0031 IN RGT 04 BN CO A  RIFLE	0	Office.OfficeID	
2100	W918KK	0031 IN BN  04 CO B RIFLE COMP	2	0031 IN RGT 04 RIFLE CO B	0	Office.OfficeID	
2100	W918KN	0031 IN BN  04 CO C RIFLE COMP	2	0031 IN RGT 04 BN CO C RIFLE	0	Office.OfficeID	
2100	W918KQ	0015 FA BN  02 BTY B FIELD ART	1	0015 FA BN  02 BTY B FIRES BTY	1	Office.OfficeID	
2100	W918KW	0015 FA BN  02 TM C TGT ACQ FA	1	0015 FA RGT 02 BN TGT ACQ TM	0	Office.OfficeID	
2100	W918KZ	0015 FA BN  02 HHB HHB FIELD A	1	0015 FA BN  02 HHB HHB FIRES B	1	Office.OfficeID	
2100	W918L1	0210 CS BN     BRIGADE SUPPORT	1	0210 CS BN     BDE SPT BN INF	0	Office.OfficeID	
2100	W918L3	0210 CS BN     HHC HHC BRIGADE	1	0210 CS BN     HQ SUP CO FSB	0	Office.OfficeID	
2100	W918L4	0210 CS BN     HHC HHC BRIGADE	1	0210 CS BN     HQ SUP CO FSB	0	Office.OfficeID	
2100	W918L7	0210 CS BN     CO B FIELD MAIN	1	0210 CS BN     ORD CO FSB	0	Office.OfficeID	
2100	W918L8	0210 CS BN     CO B FIELD MAIN	1	0210 CS BN     ORD CO FSB	0	Office.OfficeID	
2100	W918LA	0210 CS BN     CO C MEDICAL CO	1	0210 CS BN     MED CO C FSB	0	Office.OfficeID	
2100	W918LC	0010 IN HHC 02 HEADQUARTERS IN	1	0010 IN BDE 02 HHC 2BCT 10 MTN	0	Office.OfficeID	
2100	W918LG	0277 CS BN     AVIM MAINT DET	1	XU 0277 CS BN     FWD DET 3	0	Office.OfficeID	
2100	W918LK	0041 EN BN     CO C BRIGADE SI	1	0010 IN BDE 02 CO C SIGNET SPT	0	Office.OfficeID	
2100	W918LS	0158 AV BN  07 BN CO B (-)	1	0158 AV BN     7 BN CO D DET 1	0	Office.OfficeID	
2100	W918LW	0031 IN BN  04 CO C RIFLE CO I	1	0031 IN RGT 04 BN CO C RIFLE	0	Office.OfficeID	
2100	W918LZ	0229 AV BN  08 CO B ATK AH64	1	XU 0229 AV RGT 08 BN B CO AH 64	0	Office.OfficeID	
2100	W918MD	0012 IN BN  01 CO D WPN CO IBC	1	0012 IN RGT 01 CO D RIFLE	0	Office.OfficeID	
2100	W918ME	0012 IN BN  01 CO D WPN CO IBC	1	0012 IN RGT 01 CO D RIFLE	0	Office.OfficeID	
2100	W918MG	0012 IN BN  01 HHC HHC BN IBCT	1	0012 IN RGT 01 HHC	0	Office.OfficeID	
2100	W918MH	0012 IN BN  01 HHC HHC INFANTR	1	0012 IN BN  01 HHC HHC BN IBCT	1	Office.OfficeID	
2100	W918MR	0012 IN BN  02 CO C RIFLE CO I	1	0012 IN RGT 02 CO C RIFLE	0	Office.OfficeID	
2100	W918MY	0012 IN BN  02 HHC HHC BN IBCT	1	0012 IN RGT 02 HHC	0	Office.OfficeID	
2100	W918MZ	0012 IN BN  02 HHC HHC INFANTR	1	0012 IN BN  02 HHC HHC BN IBCT	1	Office.OfficeID	
2100	W918NG	0642 CS BN     CO B AVN SPT CO	1	PUM 0642 CS BN     CO B AVN MAINT	0	Office.OfficeID	
2100	W918NJ	0642 CS BN     CO B AVN SPT CO	1	XUS 0642 CS BN     CO B AVN MAINT	0	Office.OfficeID	
