5) ETL.Sp_FPDSdelta_FixCodeNameMismatch start
2025-12-04 05:24:41.360

sam_exception









recipient_duns	recipient_uei	recipient_parent_duns	recipient_parent_uei	contract_transaction_unique_key



























productorservicecode	product_or_service_code_description	minofsignedyear	maxofsignedyear	minoflast_modified_year	maxoflast_modified_year	PlatformPortfolio	ProductServiceOrRnDarea	RnD_budgetActivity
1	2020-05-18 11:40:23.0000000	NULL	NULL	NULL	NULL	/ 			ST JAMES	NULL	NULL	NULL	NULL	NULL	NULL
58	2021-12-18 07:53:05.0000000	NULL	NULL	NULL	NULL	/ 			ST MICHAEL	NULL	NULL	NULL	NULL	NULL	NULL
124	2022-02-02 20:56:35.0000000	NULL	NULL	NULL	NULL	/ 			STAFFORDSHIRE	NULL	NULL	NULL	NULL	NULL	NULL
3	2020-09-29 23:18:55.0000000	NULL	NULL	NULL	NULL	/ 			STEIERMARK	NULL	NULL	NULL	NULL	NULL	NULL
1	2009-09-14 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			STEIERMARK	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
4	2021-11-01 14:45:30.0000000	NULL	NULL	NULL	NULL	/ 			STM	NULL	NULL	NULL	NULL	NULL	NULL
11	2020-10-22 01:58:25.0000000	NULL	NULL	NULL	NULL	/ 			STOCKHOLM	NULL	NULL	NULL	NULL	NULL	NULL
62	2022-02-18 04:35:31.0000000	NULL	NULL	NULL	NULL	/ 			STOLICHNA	NULL	NULL	NULL	NULL	NULL	NULL
1	2009-12-12 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			SU	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
73	2022-03-22 05:59:17.0000000	NULL	NULL	NULL	NULL	/ 			SUFFOLK	NULL	NULL	NULL	NULL	NULL	NULL
3	2020-06-17 04:13:57.0000000	NULL	NULL	NULL	NULL	/ 			SUKHBAATAR DISTRICT	NULL	NULL	NULL	NULL	NULL	NULL
1	2020-07-20 14:36:04.0000000	NULL	NULL	NULL	NULL	/ 			SURQUILLO	NULL	NULL	NULL	NULL	NULL	NULL
586	2022-01-26 16:25:09.0000000	NULL	NULL	NULL	NULL	/ 			SURREY	NULL	NULL	NULL	NULL	NULL	NULL
186	2021-08-03 10:18:57.0000000	NULL	NULL	NULL	NULL	/ 			SW	NULL	NULL	NULL	NULL	NULL	NULL
68	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			SW	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
37	2015-07-10 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			SW	NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2020-01-15 12:02:04.0000000	NULL	NULL	NULL	NULL	/ 			SWEDEN	NULL	NULL	NULL	NULL	NULL	NULL
4	2009-12-12 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			SY	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
4	2020-09-28 05:40:42.0000000	NULL	NULL	NULL	NULL	/ 			SYDDANMARK	NULL	NULL	NULL	NULL	NULL	NULL
76	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			SZ	NULL	NULL	NULL	NULL	NULL	NULL
94	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			SZ	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2901	2014-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			SZ	NULL	NULL	NULL	NULL		NOT APPLICABLE
33	2021-11-01 14:45:30.0000000	NULL	NULL	NULL	NULL	/ 			SZO	NULL	NULL	NULL	NULL	NULL	NULL
122	2022-02-23 17:15:21.0000000	NULL	NULL	NULL	NULL	/ 			TAEGU	NULL	NULL	NULL	NULL	NULL	NULL
3	2015-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TAEGU	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1	2010-11-09 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TAEGU	NULL	NULL	NULL	NULL		NOT APPLICABLE
31	2022-02-02 23:36:06.0000000	NULL	NULL	NULL	NULL	/ 			TAEJON	NULL	NULL	NULL	NULL	NULL	NULL
1	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TAINAN HSIEN	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1	2015-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TAIPEI HSIEN	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
12	2020-10-01 02:27:13.0000000	NULL	NULL	NULL	NULL	/ 			TAMIL NADU	NULL	NULL	NULL	NULL	NULL	NULL
10	2020-07-13 03:58:40.0000000	NULL	NULL	NULL	NULL	/ 			TAMILNADU	NULL	NULL	NULL	NULL	NULL	NULL
3	2010-02-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TAMILNADU	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1	2010-09-30 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TANZANIA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1	2021-10-30 12:38:33.0000000	NULL	NULL	NULL	NULL	/ 			TAP	NULL	NULL	NULL	NULL	NULL	NULL
2	2015-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TAP	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2	2019-07-16 20:08:30.0000000	NULL	NULL	NULL	NULL	/ 			TARAWA	NULL	NULL	NULL	NULL	NULL	NULL
5	2021-10-07 04:35:01.0000000	NULL	NULL	NULL	NULL	/ 			TARLAC	NULL	NULL	NULL	NULL	NULL	NULL
12	2021-11-01 14:45:30.0000000	NULL	NULL	NULL	NULL	/ 			TAS	NULL	NULL	NULL	NULL	NULL	NULL
1	2009-11-09 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TAS	NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2020-08-28 06:58:03.0000000	NULL	NULL	NULL	NULL	/ 			TASHKENT	NULL	NULL	NULL	NULL	NULL	NULL
7	2020-09-09 04:56:08.0000000	NULL	NULL	NULL	NULL	/ 			TBILISI	NULL	NULL	NULL	NULL	NULL	NULL
31	2009-07-18 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TC	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
4	2008-11-16 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TC	NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2020-01-02 20:07:31.0000000	NULL	NULL	NULL	NULL	/ 			TD	NULL	NULL	NULL	NULL	NULL	NULL
3	2009-07-18 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TD	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2	2020-07-16 19:45:32.0000000	NULL	NULL	NULL	NULL	/ 			TELANGANA	NULL	NULL	NULL	NULL	NULL	NULL
58	2021-08-03 10:18:57.0000000	NULL	NULL	NULL	NULL	/ 			TH	NULL	NULL	NULL	NULL	NULL	NULL
134	2013-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TH	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
275	2013-02-25 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TH	NULL	NULL	NULL	NULL		NOT APPLICABLE
6	2020-09-02 14:34:17.0000000	NULL	NULL	NULL	NULL	/ 			THANH KHE DISTRICT	NULL	NULL	NULL	NULL	NULL	NULL
1	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			THE GAMBIA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
9	2021-11-10 20:40:59.0000000	NULL	NULL	NULL	NULL	/ 			THESSALONIKI	NULL	NULL	NULL	NULL	NULL	NULL
8	2021-04-29 09:54:15.0000000	NULL	NULL	NULL	NULL	/ 			THUA THIEN HUE	NULL	NULL	NULL	NULL	NULL	NULL
21	2021-02-26 15:24:16.0000000	NULL	NULL	NULL	NULL	/ 			THUA THIEN-HUE	NULL	NULL	NULL	NULL	NULL	NULL
30	2022-03-24 07:58:42.0000000	NULL	NULL	NULL	NULL	/ 			THUIN	NULL	NULL	NULL	NULL	NULL	NULL
7	2020-11-01 09:08:11.0000000	NULL	NULL	NULL	NULL	/ 			THURINGEN	NULL	NULL	NULL	NULL	NULL	NULL
6	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			TI	NULL	NULL	NULL	NULL	NULL	NULL
1	2020-05-26 09:21:00.0000000	NULL	NULL	NULL	NULL	/ 			TIANJIN	NULL	NULL	NULL	NULL	NULL	NULL
2	2021-01-14 20:53:52.0000000	NULL	NULL	NULL	NULL	/ 			TIMOR-LESTE	NULL	NULL	NULL	NULL	NULL	NULL
8	2021-03-24 20:22:47.0000000	NULL	NULL	NULL	NULL	/ 			TIROL	NULL	NULL	NULL	NULL	NULL	NULL
360	2022-02-25 08:45:28.0000000	NULL	NULL	NULL	NULL	/ 			TK	NULL	NULL	NULL	NULL	NULL	NULL
830	2016-04-04 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TK	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
346	2016-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TK	NULL	NULL	NULL	NULL		NOT APPLICABLE
372	2021-11-01 14:45:30.0000000	NULL	NULL	NULL	NULL	/ 			TKY	NULL	NULL	NULL	NULL	NULL	NULL
11	2021-12-27 09:56:38.0000000	NULL	NULL	NULL	NULL	/ 			TN	NULL	NULL	NULL	NULL	NULL	NULL
58	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TN	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
26	2012-06-27 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TN	NULL	NULL	NULL	NULL		NOT APPLICABLE
40	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			TO	NULL	NULL	NULL	NULL	NULL	NULL
23	2010-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TO	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
35	2009-09-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TO	NULL	NULL	NULL	NULL		NOT APPLICABLE
6	2020-07-23 02:47:06.0000000	NULL	NULL	NULL	NULL	/ 			TOCHIGI	NULL	NULL	NULL	NULL	NULL	NULL
2	2009-09-06 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TOKUSHIMA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
5947	2022-03-11 08:41:57.0000000	NULL	NULL	NULL	NULL	/ 			TOKYO	NULL	NULL	NULL	NULL	NULL	NULL
37	2016-10-17 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TOKYO	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
46	2016-06-06 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TOKYO	NULL	NULL	NULL	NULL		NOT APPLICABLE
3	2021-04-21 12:03:23.0000000	NULL	NULL	NULL	NULL	/ 			TOLIMA	NULL	NULL	NULL	NULL	NULL	NULL
2	2020-09-21 16:46:39.0000000	NULL	NULL	NULL	NULL	/ 			TORINO	NULL	NULL	NULL	NULL	NULL	NULL
27	2022-02-01 14:28:19.0000000	NULL	NULL	NULL	NULL	/ 			TORTOLA	NULL	NULL	NULL	NULL	NULL	NULL
5	2015-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TORTOLA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2	2020-01-31 06:13:08.0000000	NULL	NULL	NULL	NULL	/ 			TOURNAI	NULL	NULL	NULL	NULL	NULL	NULL
1	2021-07-31 14:48:28.0000000	NULL	NULL	NULL	NULL	/ 			TP	NULL	NULL	NULL	NULL	NULL	NULL
2	2019-12-10 20:02:43.0000000	NULL	NULL	NULL	NULL	/ 			TR	NULL	NULL	NULL	NULL	NULL	NULL
7	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TR	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
6	2022-03-15 07:59:00.0000000	NULL	NULL	NULL	NULL	/ 			TRENTO	NULL	NULL	NULL	NULL	NULL	NULL
14	2021-05-14 20:24:30.0000000	NULL	NULL	NULL	NULL	/ 			TREVISO	NULL	NULL	NULL	NULL	NULL	NULL
29	2020-11-12 05:19:03.0000000	NULL	NULL	NULL	NULL	/ 			TRIESTE	NULL	NULL	NULL	NULL	NULL	NULL
4	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TRIESTE	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
18	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TRIESTE	NULL	NULL	NULL	NULL		NOT APPLICABLE
24	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			TS	NULL	NULL	NULL	NULL	NULL	NULL
16	2010-10-14 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TS	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
846	2021-07-31 14:48:28.0000000	NULL	NULL	NULL	NULL	/ 			TU	NULL	NULL	NULL	NULL	NULL	NULL
406	2015-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TU	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
473	2014-02-01 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TU	NULL	NULL	NULL	NULL		NOT APPLICABLE
45	2022-02-17 08:44:04.0000000	NULL	NULL	NULL	NULL	/ 			TULCEA	NULL	NULL	NULL	NULL	NULL	NULL
45	2021-10-31 14:26:13.0000000	NULL	NULL	NULL	NULL	/ 			TV	NULL	NULL	NULL	NULL	NULL	NULL
19	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TV	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
5	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TV	NULL	NULL	NULL	NULL		NOT APPLICABLE
16	2021-07-06 12:30:43.0000000	NULL	NULL	NULL	NULL	/ 			TW	NULL	NULL	NULL	NULL	NULL	NULL
12	2015-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TW	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
23	2021-10-31 14:26:13.0000000	NULL	NULL	NULL	NULL	/ 			TX	NULL	NULL	NULL	NULL	NULL	NULL
132	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TX	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
17	2013-05-01 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TX	NULL	NULL	NULL	NULL		NOT APPLICABLE
27	2021-04-30 09:58:31.0000000	NULL	NULL	NULL	NULL	/ 			TYNE AND WEAR	NULL	NULL	NULL	NULL	NULL	NULL
1	2009-07-18 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			TZ	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
18	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			UD	NULL	NULL	NULL	NULL	NULL	NULL
3	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UD	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
12	2021-02-10 09:42:14.0000000	NULL	NULL	NULL	NULL	/ 			UDINE	NULL	NULL	NULL	NULL	NULL	NULL
8	2022-02-03 22:56:51.0000000	NULL	NULL	NULL	NULL	/ 			UDON THANI	NULL	NULL	NULL	NULL	NULL	NULL
12	2020-03-16 20:02:33.0000000	NULL	NULL	NULL	NULL	/ 			UG	NULL	NULL	NULL	NULL	NULL	NULL
5	2015-08-05 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UG	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UHERSKE HRADISTE	NULL	NULL	NULL	NULL		NOT APPLICABLE
2783	2022-02-09 15:16:41.0000000	NULL	NULL	NULL	NULL	/ 			UK	NULL	NULL	NULL	NULL	NULL	NULL
2244	2015-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UK	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
4490	2016-09-19 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UK	NULL	NULL	NULL	NULL		NOT APPLICABLE
8	2020-09-25 02:45:11.0000000	NULL	NULL	NULL	NULL	/ 			ULAANBAATAR	NULL	NULL	NULL	NULL	NULL	NULL
2	2020-06-26 01:08:57.0000000	NULL	NULL	NULL	NULL	/ 			ULSAN	NULL	NULL	NULL	NULL	NULL	NULL
1	2021-08-01 09:55:39.0000000	NULL	NULL	NULL	NULL	/ 			UNITED ARAB EMIRATES	NULL	NULL	NULL	NULL	NULL	NULL
18	2021-07-31 14:48:28.0000000	NULL	NULL	NULL	NULL	/ 			UP	NULL	NULL	NULL	NULL	NULL	NULL
22	2009-07-18 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UP	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
15	2010-04-24 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UP	NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2006-02-12 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			US	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
95	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UT	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
8	2009-12-12 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UT	NULL	NULL	NULL	NULL		NOT APPLICABLE
9	2021-08-17 09:58:13.0000000	NULL	NULL	NULL	NULL	/ 			UTRECHT	NULL	NULL	NULL	NULL	NULL	NULL
397	2022-02-02 18:48:49.0000000	NULL	NULL	NULL	NULL	/ 			UUSIMAA	NULL	NULL	NULL	NULL	NULL	NULL
13	2021-07-20 11:32:36.0000000	NULL	NULL	NULL	NULL	/ 			UY	NULL	NULL	NULL	NULL	NULL	NULL
4	2009-12-12 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			UY	NULL	NULL	NULL	NULL		NOT APPLICABLE
2	2021-07-31 14:48:28.0000000	NULL	NULL	NULL	NULL	/ 			UZ	NULL	NULL	NULL	NULL	NULL	NULL
156	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			VA	NULL	NULL	NULL	NULL	NULL	NULL
719	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
59	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VA	NULL	NULL	NULL	NULL		NOT APPLICABLE
4	2014-03-29 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VA	NULL	NULL				NOT APPLICABLE
5	2022-02-02 16:35:23.0000000	NULL	NULL	NULL	NULL	/ 			VAKE	NULL	NULL	NULL	NULL	NULL	NULL
63	2022-01-17 19:23:11.0000000	NULL	NULL	NULL	NULL	/ 			VALENCIA	NULL	NULL	NULL	NULL	NULL	NULL
1	2020-08-25 10:29:59.0000000	NULL	NULL	NULL	NULL	/ 			VALLE	NULL	NULL	NULL	NULL	NULL	NULL
2	2020-09-03 11:58:31.0000000	NULL	NULL	NULL	NULL	/ 			VALPARAISO	NULL	NULL	NULL	NULL	NULL	NULL
1	2020-07-22 07:35:20.0000000	NULL	NULL	NULL	NULL	/ 			VARESE	NULL	NULL	NULL	NULL	NULL	NULL
2	2021-07-30 11:33:48.0000000	NULL	NULL	NULL	NULL	/ 			VARNA	NULL	NULL	NULL	NULL	NULL	NULL
1	2021-02-10 20:53:06.0000000	NULL	NULL	NULL	NULL	/ 			VARSINAIS-SUOMI	NULL	NULL	NULL	NULL	NULL	NULL
4	2020-09-25 10:17:14.0000000	NULL	NULL	NULL	NULL	/ 			VASTRA GOTALAND	NULL	NULL	NULL	NULL	NULL	NULL
4	2009-07-18 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VC	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
25	2021-11-01 14:45:30.0000000	NULL	NULL	NULL	NULL	/ 			VD	NULL	NULL	NULL	NULL	NULL	NULL
23	2010-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VD	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2	2009-12-12 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VD	NULL	NULL	NULL	NULL		NOT APPLICABLE
49	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			VE	NULL	NULL	NULL	NULL	NULL	NULL
8	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VE	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
162	2021-08-14 06:26:04.0000000	NULL	NULL	NULL	NULL	/ 			VENEZIA	NULL	NULL	NULL	NULL	NULL	NULL
1	2021-10-30 12:38:33.0000000	NULL	NULL	NULL	NULL	/ 			VER.	NULL	NULL	NULL	NULL	NULL	NULL
5	2020-09-11 05:03:35.0000000	NULL	NULL	NULL	NULL	/ 			VERONA	NULL	NULL	NULL	NULL	NULL	NULL
2	2020-09-30 09:40:04.0000000	NULL	NULL	NULL	NULL	/ 			VERVIERS	NULL	NULL	NULL	NULL	NULL	NULL
1	2021-01-26 09:47:55.0000000	NULL	NULL	NULL	NULL	/ 			VESTLAND	NULL	NULL	NULL	NULL	NULL	NULL
663	2022-03-18 04:11:55.0000000	NULL	NULL	NULL	NULL	/ 			VI	NULL	NULL	NULL	NULL	NULL	NULL
105	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VI	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
268	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VI	NULL	NULL	NULL	NULL		NOT APPLICABLE
129	2021-12-20 08:18:45.0000000	NULL	NULL	NULL	NULL	/ 			VIC	NULL	NULL	NULL	NULL	NULL	NULL
4	2015-08-20 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VIC	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
4	2010-06-18 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VIC	NULL	NULL	NULL	NULL		NOT APPLICABLE
454	2022-03-23 05:01:04.0000000	NULL	NULL	NULL	NULL	/ 			VICENZA	NULL	NULL	NULL	NULL	NULL	NULL
7	2014-03-29 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VICENZA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2	2021-01-28 13:54:49.0000000	NULL	NULL	NULL	NULL	/ 			VICTORIA	NULL	NULL	NULL	NULL	NULL	NULL
3	2020-09-28 14:45:51.0000000	NULL	NULL	NULL	NULL	/ 			VIENTIANE	NULL	NULL	NULL	NULL	NULL	NULL
3	2009-09-14 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VIENTIANE	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2	2020-09-15 07:11:23.0000000	NULL	NULL	NULL	NULL	/ 			VIKEN	NULL	NULL	NULL	NULL	NULL	NULL
4	2020-03-15 20:07:21.0000000	NULL	NULL	NULL	NULL	/ 			VM	NULL	NULL	NULL	NULL	NULL	NULL
5	2008-11-26 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VM	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1	2007-12-01 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VM	NULL	NULL	NULL	NULL		NOT APPLICABLE
4	2021-07-28 09:35:14.0000000	NULL	NULL	NULL	NULL	/ 			VORARLBERG	NULL	NULL	NULL	NULL	NULL	NULL
1	2020-10-07 07:28:18.0000000	NULL	NULL	NULL	NULL	/ 			VOSTOCHNO-KAZAKHSTANSKAYA OBL.	NULL	NULL	NULL	NULL	NULL	NULL
32	2021-10-31 14:26:13.0000000	NULL	NULL	NULL	NULL	/ 			VR	NULL	NULL	NULL	NULL	NULL	NULL
15	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VR	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
5	2012-06-27 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VS	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
2	2022-01-27 15:52:45.0000000	NULL	NULL	NULL	NULL	/ 			VT	NULL	NULL	NULL	NULL	NULL	NULL
17	2009-10-30 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			VT	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
3	2021-08-18 09:58:35.0000000	NULL	NULL	NULL	NULL	/ 			W	NULL	NULL	NULL	NULL	NULL	NULL
10	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			W	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
14	2015-11-15 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			W	NULL	NULL	NULL	NULL		NOT APPLICABLE
1	2020-03-04 02:12:55.0000000	NULL	NULL	NULL	NULL	/ 			W GLAM	NULL	NULL	NULL	NULL	NULL	NULL
14	2021-10-31 14:17:21.0000000	NULL	NULL	NULL	NULL	/ 			W MIDLANDS	NULL	NULL	NULL	NULL	NULL	NULL
3	2021-11-01 14:45:30.0000000	NULL	NULL	NULL	NULL	/ 			W SUSSEX	NULL	NULL	NULL	NULL	NULL	NULL
90	2021-11-01 14:45:30.0000000	NULL	NULL	NULL	NULL	/ 			WA	NULL	NULL	NULL	NULL	NULL	NULL
144	2012-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			WA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
1	2018-05-25 11:25:19.0000000	NULL	NULL	NULL	NULL	/ 			WA	NULL	NULL	NULL	NULL		
41	2014-02-01 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			WA	NULL	NULL	NULL	NULL		NOT APPLICABLE
4	2020-09-25 07:18:06.0000000	NULL	NULL	NULL	NULL	/ 			WARMINSKO-MAZURSKIE	NULL	NULL	NULL	NULL	NULL	NULL
12	2021-11-03 13:52:47.0000000	NULL	NULL	NULL	NULL	/ 			WARWICKSHIRE	NULL	NULL	NULL	NULL	NULL	NULL
1	2019-12-23 06:38:29.0000000	NULL	NULL	NULL	NULL	/ 			WAZEERIAH	NULL	NULL	NULL	NULL	NULL	NULL
29	2021-11-04 23:51:35.0000000	NULL	NULL	NULL	NULL	/ 			WB	NULL	NULL	NULL	NULL	NULL	NULL
44	2021-11-15 07:15:48.0000000	NULL	NULL	NULL	NULL	/ 			WC	NULL	NULL	NULL	NULL	NULL	NULL
2	2021-07-28 09:35:14.0000000	NULL	NULL	NULL	NULL	/ 			WE	NULL	NULL	NULL	NULL	NULL	NULL
10	2020-12-07 08:17:28.0000000	NULL	NULL	NULL	NULL	/ 			WEST BENGAL	NULL	NULL	NULL	NULL	NULL	NULL
6	2021-07-30 11:33:48.0000000	NULL	NULL	NULL	NULL	/ 			WEST JAVA	NULL	NULL	NULL	NULL	NULL	NULL
7	2010-11-24 00:00:00.0000000	NULL	NULL	NULL	NULL	/ 			WEST JAVA	NULL	NULL	NULL	NULL	NULL	NOT APPLICABLE
316	2022-03-01 14:14:42.0000000	NULL	NULL	NULL	NULL	/ 			WEST MIDLANDS	NULL	NULL	NULL	NULL	NULL	NULL
35	2021-05-07 11:24:13.0000000	NULL	NULL	NULL	NULL	/ 			WEST SUSSEX	NULL	NULL	NULL	NULL	NULL	NULL
180	2021-06-15 07:37:54.0000000	NULL	NULL	NULL	NULL	/ 			WEST YORKSHIRE	NULL	NULL	NULL	NULL	NULL	NULL
