vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AIA	ANGUILLA	1	AIA	ANGUILLA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ATA	ANTARCTICA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	2	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAF	CENTRAL AFRICAN REPUBLIC	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUB	CUBA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ERI	ERITREA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FLK	FALKLAND ISLANDS (ISLAS MALVINAS)	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GBR	UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN	1	GBR	UNITED KINGDOM	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	2	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GNQ	EQUATORIAL GUINEA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRN	IRAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KIR	KIRIBATI	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	2	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBY	LIBYA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LCA	SAINT LUCIA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MAC	MACAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MCO	MONACO	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MSR	MONTSERRAT	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NCL	NEW CALEDONIA	1	NCL	NEW CALEDONIA [FRANCE]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
RUS	RUSSIAN FEDERATION	1	RUS	RUSSIA	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SPM	SAINT PIERRE AND MIQUELON	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TCA	TURKS AND CAICOS ISLANDS	1	TCA	TURKS AND CAICOS ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKL	TOKELAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKM	TURKMENISTAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUV	TUVALU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TWN	TAIWAN, PROVINCE OF CHINA	1	TWN	Taiwan	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
USA	UNITED STATES OF AMERICA	1	USA	UNITED STATES	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VCT	SAINT VINCENT AND THE GRENADINES	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	2	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZZZ	NONDISTRIBUTED	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
systemequipmentcode	MaxOfNewFKdod_acquisition_program_description	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
W913JC	0003 HQ HQ     HQ E OP PROT OC	1	XR 0003 HQ HHC    OPER PROTECTION	0	Office.ContractingOfficeCode
W913JM	0355 CM CO     PLT T1 CM HQ CB	1	0355 CM CO     CBT SPT HQ	0	Office.ContractingOfficeCode
W913K4	W1D2 S4 (2-6 ADA BN) LOG	1	W1D2 US ARMY ADA SCH	0	Office.ContractingOfficeCode
W913KB	0449 EN TM     ENGR REAR D	1	0449 EN DET    FIRE FIGHTING	0	Office.ContractingOfficeCode
W913KD	W496 USAR CASCADED EQUIPMENT	1	PR W496 USAR CASCADED EQUIPMENT	0	Office.ContractingOfficeCode
W913KF	W6KF SARG	1	W6KF FT GILLEM USAR CENTER	0	Office.ContractingOfficeCode
W913KX	0003 CS BN     CO B FWD MT SBC	1	NULL	0	Office.ContractingOfficeCode
W913KZ	126TH MILITARY POLICE COMPANY	2	NULL	0	Office.ContractingOfficeCode
W913L0	W6D6 USA CIV PERSONNEL ADV CTR	1	NULL	0	Office.ContractingOfficeCode
W913L8	0101 SC BN     CO A EXPEDITION	1	108 IN BN  02 CO B	0	Office.ContractingOfficeCode
W913LE	0126 MP CO     REAR	1	XRQ 0126 MP CO     CBT SPT	0	Office.ContractingOfficeCode
W913LM	0430 MP DET    LAW  ORDER	1	0430 MP DET    LAW AND ORDER	0	Office.ContractingOfficeCode
W913LR	W6D6 USA CIV PERSONNEL ADV CTR	1	PR W6D6 USA CIV PERSONNEL ADV CTR	0	Office.ContractingOfficeCode
W913MA	W6D6 USA CIV PERSONNEL ADV CTR	1	PR W6D6 USA CIV PERSONNEL ADV CTR	0	Office.ContractingOfficeCode
W913MB	0442 IN BN     CO E RIFLE CO I	1	0100 IN BN     CO E	0	Office.ContractingOfficeCode
W913MF	540TH CHEMICAL DETACHMENT	2	XRS 0540 CM TM     CML SVC ORG	0	Office.ContractingOfficeCode
W913MM	W6D6 USA CIV PERSONNEL ADV CTR	1	PR W6D6 USA CIV PERSONNEL ADV CTR	0	Office.ContractingOfficeCode
W913MP	0540 CM TM     CML SERVICE ORG	1	XRQ 0540 CM TM     CML SVC ORG	0	Office.ContractingOfficeCode
W913MQ	0039 IN HHC    HEADQUARTERS IN	1	NULL	1	Office.ContractingOfficeCode
W913MR	0039 IN HHC    HEADQUARTERS IN	1	NULL	0	Office.ContractingOfficeCode
W913MS	0039 IN HHC    HEADQUARTERS IN	1	0039 IN HHC    HHC SEP INF BDE	0	Office.ContractingOfficeCode
W913MV	0000 IN BN     CO B MI CO, ACR	1	XUS 0000 IN BN     CO B 39ID	0	Office.ContractingOfficeCode
W913MX	1038 EN CO     HORIZONTAL CONS	1	1038 EN CO     HORIZONTAL	0	Office.ContractingOfficeCode
W913N1	0039 CS BN     CO B FLD MT BSB	1	PU 0039 CS BN     CO B MAINT	0	Office.ContractingOfficeCode
W913NM	0000 IN BN     CO C NTWK SPT	1	NULL	0	Office.ContractingOfficeCode
W913NN	0151 AR SQ  01 TRP B MOTOR REC	1	0151 AR SQ  01 TRP B	0	Office.ContractingOfficeCode
W913NS	0000 IN BN     CO A ENG STB	1	NULL	0	Office.ContractingOfficeCode
W913NT	0039 CS BN     CO F FSC FA IBC	1	0039 CS BN     CO F	0	Office.ContractingOfficeCode
W913NU	0153 IN BN  02 INFANTRY BATTAL	1	0153 IN BN  02 ASSLT	0	Office.ContractingOfficeCode
W913NV	0039 CS BN     CO A DIST BSB	1	NULL	0	Office.ContractingOfficeCode
W913NW	0039 CS BN     CO B FLD MT BSB	1	NULL	0	Office.ContractingOfficeCode
W913NX	0039 CS BN     CO C BSB IBCT A	1	XUS 0039 CS BN     CO C MEDICAL	0	Office.ContractingOfficeCode
W913NY	1038 EN CO     HORIZONTAL CONS	1	NULL	0	Office.ContractingOfficeCode
W913NZ	0206 FA BN  01 HHB 105MM LID	1	NULL	0	Office.ContractingOfficeCode
W913P0	0206 FA BN  01 BTY A 105MM T L	1	NULL	0	Office.ContractingOfficeCode
W913P1	0206 FA BN  01 BTY B 105MM T L	1	0206 FA BN  01 BTY B 105 MM T	0	Office.ContractingOfficeCode
W913P2	0039 CS BN     CO G FSC FA IBC	1	NULL	0	Office.ContractingOfficeCode
W913P3	0039 CS BN     CO G FSC FA IBC	1	0039 CS BN     CO G	0	Office.ContractingOfficeCode
W913P4	0153 IN BN  01 HHC HHC BN IBCT	1	NULL	0	Office.ContractingOfficeCode
W913P5	0153 IN BN  01 CO A RIFLE CO I	1	NULL	0	Office.ContractingOfficeCode
W913P6	0153 IN BN  01 CO B RIFLE CO I	1	0153 IN BN  01 CO B	0	Office.ContractingOfficeCode
W913P7	0153 IN BN  01 CO C RIFLE CO I	1	NULL	0	Office.ContractingOfficeCode
W913P8	0153 IN BN  01 CO D WPN CO IBC	1	XUS 0153 IN BN  01 CO D	0	Office.ContractingOfficeCode
W913PA	0151 AR SQ  01 HHT RECON SQ IB	1	NULL	0	Office.ContractingOfficeCode
W913PB	0151 AR SQ  01 TRP A MOTOR REC	1	NULL	0	Office.ContractingOfficeCode
W913PC	0151 AR SQ  01 TRP B MOTOR REC	1	NULL	0	Office.ContractingOfficeCode
W913PD	0151 AR SQ  01 TRP C RECON TRP	1	NULL	0	Office.ContractingOfficeCode
W913PE	0039 CS BN     CO D FSC FA IBC	1	NULL	0	Office.ContractingOfficeCode
W913PH	0000 IN BN     CO A ENG STB	1	0000 IN BN     CO A MI CO UA 3	0	Office.ContractingOfficeCode
W913PK	0153 IN BN  02 INFANTRY BATTAL	1	0153 IN BN  02 ASSLT	0	Office.ContractingOfficeCode
W913PL	0039 CS BN     CO A DIST BSB	1	0039 CS BN     CO A	0	Office.ContractingOfficeCode
W913PP	0039 CS BN     CO E FSC FA IBC	1	PRM 0039 CS BN     CO E	0	Office.ContractingOfficeCode
W913PQ	0206 FA BN  01 HHB 105MM LID	1	0206 FA BN  01 HHS 105MM  SIB	0	Office.ContractingOfficeCode
W913PU	0217 CS HSC    HHC BSB FIRES B	2	0217 CS BN     HHC FIRES BDE	0	Office.ContractingOfficeCode
W913PV	0153 IN BN  01 HHC HHC BN IBCT	1	NULL	0	Office.ContractingOfficeCode
W913Q0	0153 IN BN  01 CO C RIFLE CO I	1	0153 IN BN  01 CO C	0	Office.ContractingOfficeCode
W913Q4	0151 AR SQ  01 HHT RECON SQ IB	1	0151 AR SQ  01 HHT RSTA SQDN I	0	Office.ContractingOfficeCode
W913Q6	0151 AR SQ  01 TRP B MOTOR REC	1	0151 AR SQ  01 TRP B	0	Office.ContractingOfficeCode
W913Q8	0151 AR SQ  01 TRP C RECON TRP	1	0151 AR SQ  01 TRP C	0	Office.ContractingOfficeCode
W913QB	W6D4 USA CIV PERSONNEL ADV CTR	1	PR W6D4 USA CIV PERSONNEL ADV CTR	0	Office.ContractingOfficeCode
W913QD	0766 TC HHD    HHD TRANS MOTOR	1	0766 TC HHD    MOTOR TRANS BN	0	Office.ContractingOfficeCode
W913QN	1065 MD CO     MEDICAL COMPANY	1	1065 MD CO     AREA SPT	0	Office.ContractingOfficeCode
W913QP	1065TH MEDICAL COMPANY	2	NULL	0	Office.ContractingOfficeCode
W913QT	0113 FA BN  01 BTY A HOW 155SP	1	NULL	0	Office.ContractingOfficeCode
W913QU	0113 FA BN  01 BTY A HOW 155SP	1	113 FA BN  01  BTRY A	0	Office.ContractingOfficeCode
W913QW	0113 FA BN  01 BTY B HOW 155SP	1	NULL	0	Office.ContractingOfficeCode
W913QX	0113 FA BN  01 BTY B HOW 155SP	1	113 FA BN  01  BTRY B	0	Office.ContractingOfficeCode
W913R1	0230 CS BN     CO G FSC ARS	1	230 CS BN     CO G	0	Office.ContractingOfficeCode
W913R4	0113 FA BN  01 HHB 155SP BN HB	1	113 FA BN  01 HHB	0	Office.ContractingOfficeCode
W913R5	0113 FA BN  01 HHB 155SP BN HB	1	NULL	0	Office.ContractingOfficeCode
W913R6	0113 FA BN  01 HHB 155SP BN HB	1	113 FA BN  01 HHB	0	Office.ContractingOfficeCode
W913R9	0230 CS BN     CO A DIST BSB H	1	230 CS BN     CO A	0	Office.ContractingOfficeCode
W913RA	W6P4 PMPEO PBUSE EQP GCCS-A	3	NULL	0	Office.ContractingOfficeCode
W913RB	0230 CS BN     CO A DIST BSB H	1	230 CS BN     CO A	0	Office.ContractingOfficeCode
W913RC	0230 CS BN     CO A DIST BSB H	1	230 CS BN     CO A	0	Office.ContractingOfficeCode
W913RD	0230 CS BN     CO B FIELD MAIN	1	230 CS BN     CO B	0	Office.ContractingOfficeCode
W913RE	0230 CS BN     CO B FIELD MAIN	1	NULL	0	Office.ContractingOfficeCode
W913RH	0230 CS BN     CO C MD BDE SPT	1	230 CS BN     CO C MED	0	Office.ContractingOfficeCode
W913RJ	0230 CS BN     CO C MD BDE SPT	1	230 CS BN     CO C MED	0	Office.ContractingOfficeCode
W913RK	0230 CS BN     CO C MD BDE SPT	1	230 CS BN     CO C MED	0	Office.ContractingOfficeCode
W913RM	0230 CS BN     HHC BSB HBCT	1	NULL	0	Office.ContractingOfficeCode
W913RN	0230 CS BN     HHC BSB HBCT	1	230 CS BN     HHC	0	Office.ContractingOfficeCode
W913SF	0766 TC HHD    HHD TRANS MOTOR	1	0766 TC HHD    MOTOR TRANS BN	0	Office.ContractingOfficeCode
W913T2	W6D6 USA CIV PERSONNEL ADV CTR	1	NULL	0	Office.ContractingOfficeCode
W913T4	W6D6 USA CIV PERSONNEL ADV CTR	1	NULL	0	Office.ContractingOfficeCode
W913TE	0325 PO CO     CO T1 HQ TAC PS	1	0451 CA BN     HHC CA BN TAC	0	Office.ContractingOfficeCode
W913TN	0425 CA BN     CO B CIVIL AFRS	1	0425 CA BN     CO B	1	Office.ContractingOfficeCode
W913TS	860TH MILITARY POLICE COMPANY	1	0860 MP CO     MP COMPANY	1	Office.ContractingOfficeCode
W913TU	860TH MILITARY POLICE COMPANY	2	NULL	0	Office.ContractingOfficeCode
W913TV	W0H9 AMCOM AFMD DIST CEN	1	NULL	0	Office.ContractingOfficeCode
W913TW	W0H9 AFMD RESET AMCOM DM HOOD	1	NULL	0	Office.ContractingOfficeCode
W913TX	W6D3 USA CIV PERSONNEL ADV CTR	1	NULL	0	Office.ContractingOfficeCode
W913TZ	W6D9 USA CIV PERSONNEL ADV CTR	1	PR W6D9 USA CIV PERSONNEL ADV CTR	0	Office.ContractingOfficeCode
W913U6	0556 MI CO     MI CO (SBCT)	1	0556 MI CO     BCT    REAR	0	Office.ContractingOfficeCode
W913U8	0556 MI CO     MI CO (SBCT)	1	0103 EN BN     CO D MI CO SBCT	0	Office.ContractingOfficeCode
W913U9	0413 CM CO     PLT T1 CM HQ CB	1	NULL	0	Office.ContractingOfficeCode
W913UA	W8WS TN ARNG CSMS 2	1	NULL	0	Office.ContractingOfficeCode
W913UB	W8WS TN ARNG UTES 2	2	NULL	0	Office.ContractingOfficeCode
W913UC	W8WS TN ARNG CSMS 2	1	NULL	0	Office.ContractingOfficeCode
W913UP	0015 FA BN  02 FIELD ARTILLERY	1	0015 FA RGT 02 BN	0	Office.ContractingOfficeCode
W913UV	W00E IMMEDIATE OFC SEC ARMY	1	XR W00E IMMEDIATE OFC SEC ARMY	0	Office.ContractingOfficeCode
W913V0	W4FX USA MILTY POSTAL SER AGY	1	NULL	0	Office.ContractingOfficeCode
W913V5	W1YS OFC ADMIN ASST SEC ARMY	1	NULL	0	Office.ContractingOfficeCode
W913V7	W06H USA INFORMATION TECH AGCY	2	NULL	0	Office.ContractingOfficeCode
W913V9	0027 EN BN     CO A FSC EN BN	1	NULL	0	Office.ContractingOfficeCode
W913VC	0377 FA BN  02 BTY B FIRES BTY	1	NULL	0	Office.ContractingOfficeCode
W913VH	0352 MD HSP    CO B1 HSP ELE 4	1	NULL	0	Office.ContractingOfficeCode
W913VK	0352 MD HSP    CO B1 HSP ELE 4	1	NULL	0	Office.ContractingOfficeCode
W913VM	0238 AV BN  02 CO R3 FWD SPT G	1	0238 AV BN  02 CO E DET 1	0	Office.ContractingOfficeCode
W913VR	W6D4 USA CIV PERSONNEL ADV CTR	1	NULL	0	Office.ContractingOfficeCode
W913W5	0321 MI BN     HHC BFSB	1	NULL	0	Office.ContractingOfficeCode
W913W6	0321 MI BN     HHC BFSB	1	NULL	0	Office.ContractingOfficeCode
W913W8	0321 MI BN     CO A TECH COLL	1	NULL	0	Office.ContractingOfficeCode
W913WC	0321 MI BN     CO C CI HUMINT	1	NULL	0	Office.ContractingOfficeCode
W913WE	0321 MI BN     CO B COLL&EXPLT	1	0321 MI BN     BO REAR DET	0	Office.ContractingOfficeCode
W913WF	0321 MI BN     CO C CI HUMINT	1	0321 MI BN     C0 REAR DET	0	Office.ContractingOfficeCode
W913WM	W0DA AFSBN-SWA FWD WEB KU	1	NULL	0	Office.ContractingOfficeCode
W913WN	W0DA AFSBN-SWA FWD WEB KU	1	NULL	0	Office.ContractingOfficeCode
W913WS	W6D7 USA CIV PERSONNEL ADV CTR	1	PR W6D7 USA CIV PERSONNEL ADV CTR	0	Office.ContractingOfficeCode
W913WV	W6D7 USA CIV PERSONNEL ADV CTR	1	NULL	0	Office.ContractingOfficeCode
W913WW	W6D7 USA CIV PERSONNEL ADV CTR	1	PR W6D7 USA CIV PERSONNEL ADV CTR	0	Office.ContractingOfficeCode
W913X3	0961 EN CO     PLT A1 HOR CONS	1	NULL	0	Office.ContractingOfficeCode
W913X7	0185 IN BN  01 HHC HHC COMBINE	1	0185 IN BN  01 HHC CMB ARMS	0	Office.ContractingOfficeCode
W913X8	0185 IN BN  01 HHC HHC COMBINE	1	0185 IN BN  01 HHC CMB ARMS	0	Office.ContractingOfficeCode
W913X9	0185 IN BN  01 CO E ENGR HBCT	1	0185 IN BN  01 CO E HBCT	0	Office.ContractingOfficeCode
W913XA	0357 CM CO     PLT A2 DECON PL	1	0357 CM CO     PLT A	0	Office.ContractingOfficeCode
W913XB	0357 CM CO     PLT A2 DECON PL	1	NULL	0	Office.ContractingOfficeCode
W913XD	0357 CM CO     PLT A2 DECON PL	1	0357 CM CO     PLT A	0	Office.ContractingOfficeCode
W913XG	0357 CM CO     PLT T1 CM HQ CB	1	NULL	0	Office.ContractingOfficeCode
W913XJ	0002 IN BN  01 CO C RFL IN BN	1	NULL	0	Office.ContractingOfficeCode
W913XL	W1J0 3RD BN 362ND AR REGT MAN	1	W1J0 362 REGT 3D BN  AR	1	Office.ContractingOfficeCode
W913XM	W1J0 1ST BN 359 RGT 116 ESB	1	W1J0 359 RGT 1 BN  116 ESB	0	Office.ContractingOfficeCode
W913XN	W1TA 2ND BN 362 RGT FA	1	NULL	0	Office.ContractingOfficeCode
W913XR	W1J0 3RD BN 360 REGT CS CSS	1	W1J0 360 REGT 3D BN  CS CSS	0	Office.ContractingOfficeCode
W913YA	W1JZ 3RD BN 357TH REGT(41 ESB)	1	PR W1JZ 357 REGT 3D BN (41 ESB)	0	Office.ContractingOfficeCode
W913YB	W1SX 1ST BN 358TH INF	1	PR W1JZ 358 REGT 1ST BN (81 ESB)	0	Office.ContractingOfficeCode
W913YH	0277 QM CO     TM A6 ASLT HOSE	1	0277 QM CO     TM A	0	Office.ContractingOfficeCode
W913YJ	0277 QM CO     SEC A1 PETRL SP	1	NULL	0	Office.ContractingOfficeCode
W913YW	0146 FA BN  02 HHB HHB FIRES B	1	0146 FA BN  02 HHB 155SP HBCT	0	Office.ContractingOfficeCode
W913Z0	0161 IN BN  01 HHC HHC COMBINE	1	0161 IN BN  01 HHC CMB ARMS	0	Office.ContractingOfficeCode
W913Z6	0002 IN BN  01 CO C RFL IN BN	1	0002 IN BN       C CO	0	Office.ContractingOfficeCode
W913Z7	0172 CS BN     CO B MT CO FWD	1	0172 CS BN      B CO	0	Office.ContractingOfficeCode
W913ZK	2D BATTALION, 146TH FIELD ARTILLERY	2	0146 FA BN  02 BTY A 155SP HBC	0	Office.ContractingOfficeCode
W913ZL	W8XW WA ARNG MATES 1	1	0146 FA BN  02 BTY B 155SP HBC	0	Office.ContractingOfficeCode
W913ZN	W6D8 USA CIV PERS OPS CTR KORE	1	PR W6D8 USA CIV PERS OPS CTR KORE	0	Office.ContractingOfficeCode
W913ZQ	W8XX WA ARNG UTES 1	2	0146 FA BN  02 HHB 155SP HBCT	0	Office.ContractingOfficeCode
W913ZR	0161 IN BN  01 COMBINED ARMS B	1	0161 IN BN  01 CO A RFL HBCT	0	Office.ContractingOfficeCode
W913ZT	0161 IN BN  01 CO B RIFLE HBCT	1	NULL	0	Office.ContractingOfficeCode
W913ZV	0161 IN BN  01 HHC HHC COMBINE	1	0161 IN BN  01 HHC CMB ARMS	0	Office.ContractingOfficeCode
W913ZX	0303 AR SQ  01 CAVALRY SQUADRO	1	NULL	0	Office.ContractingOfficeCode
W913ZZ	0303 AR SQ  01 TRP B CAV TRP G	1	0303 AR SQ  01 TRP B HBCT RECO	0	Office.ContractingOfficeCode
W91400	W7N6 USPFO ACTIVITY WA ARNG	1	NULL	0	Office.ContractingOfficeCode
W91402	0303 AR SQ  01 HHT HHT RECONNA	1	NULL	0	Office.ContractingOfficeCode
W91403	HHC, 81ST ARMORED BRIGADE COMBAT TE	2	0081 AR HHC    HBCT	0	Office.ContractingOfficeCode
W91404	0172 CS BN     CO B MT CO FWD	1	NULL	0	Office.ContractingOfficeCode
W91407	181ST SUPPORT BATTALION	2	0181 CS BN     CO A DIST BSB H	0	Office.ContractingOfficeCode
W91408	0181 CS BN     CO B FIELD MAIN	1	NULL	0	Office.ContractingOfficeCode
W9140A	0181 CS BN     CO G FWD SPT CO	1	NULL	0	Office.ContractingOfficeCode
W9140B	0181 CS BN     CO D FORWARD SP	1	NULL	0	Office.ContractingOfficeCode
W9140C	0181 CS BN     HHC HHC BRIGADE	1	0181 CS BN     HHC BSB HBCT	0	Office.ContractingOfficeCode
W9140D	0181 CS BN     CO A DISTRIBUTI	1	0181 CS BN     CO A DIST BSB H	0	Office.ContractingOfficeCode
W9140F	0181 CS BN     CO D FORWARD SP	1	0181 CS BN     CO D ARS BSB HB	0	Office.ContractingOfficeCode
W9140G	0181 CS BN     HHC HHC BRIGADE	1	0181 CS BN     HHC BSB HBCT	0	Office.ContractingOfficeCode
W9140Q	0146 FA BN  02 BTY B FIRES BAT	1	0146 FA BN  02 BTY B 155SP HBC	0	Office.ContractingOfficeCode
W9140T	1244 JA TM  02 TRIAL DEFENSE T	1	0146 FA BN  02 HHB 155SP HBCT	0	Office.ContractingOfficeCode
W9140U	W93U NG     ARMY ELE JFHQ WA	1	0161 IN BN  01 CO A RFL HBCT	0	Office.ContractingOfficeCode
W9140V	0161 IN BN  01 CO B RIFLE HBCT	1	0161 IN BN  01 CO B RFL HBCT	0	Office.ContractingOfficeCode
W9140X	0161 IN BN  01 HHC HHC COMBINE	1	0161 IN BN  01 HHC CMB ARMS	0	Office.ContractingOfficeCode
W91411	0303 AR SQ  01 HHT HHT RECONNA	1	0303 AR SQ  01 HHT RECON HBCT	0	Office.ContractingOfficeCode
W91412	0081 AR HHC    HEADQUARTERS AN	1	0081 AR HHC    HBCT	0	Office.ContractingOfficeCode
W91413	0172 CS BN     CO B MT CO FWD	1	NULL	0	Office.ContractingOfficeCode
W91416	0172 CS BN     CO C MD FSB HVY	1	NULL	0	Office.ContractingOfficeCode
W91418	0172 CS BN     HHD FWD SP BN H	1	0172 CS BN      HHC	0	Office.ContractingOfficeCode
W91419	0172 CS BN     HHD FWD SP BN H	1	NULL	0	Office.ContractingOfficeCode
W9141A	0172 CS BN     HHD FWD SP BN H	1	0172 CS BN      HHC	0	Office.ContractingOfficeCode
W9141F	0005 AR TRP    BDE RECCE TROOP	1	0005 AR TRP    BDE RECCE XXI	0	Office.ContractingOfficeCode
W9141L	W1JY HQ 0120 IN BDE HQ	2	NULL	0	Office.ContractingOfficeCode
W9141M	0012 CM CO     CHEM CO (CBT SP	1	0012 CM CO	0	Office.ContractingOfficeCode
W9141Q	0021 SC HHC    HHC STRAT SIG B	1	XR 0021 SC BDE    HHC (STRAT)	0	Office.ContractingOfficeCode
W9141S	0791 EN TM     FORWARD ENGR SP	1	NULL	0	Office.ContractingOfficeCode
W9141T	0503 OD CO     SPT MAINT RECAP	1	NULL	0	Office.ContractingOfficeCode
W9141Z	0791 EN TM     FORWARD ENGR SP	1	NULL	0	Office.ContractingOfficeCode
W91424	0151 FA BTY    TARGET ACQUISIT	1	NULL	0	Office.ContractingOfficeCode
W91425	0022 JA DET    TM B1 LEGAL SPT	1	NULL	0	Office.ContractingOfficeCode
W91428	0360 TC CO     TRK MDM POL 7K	1	NULL	0	Office.ContractingOfficeCode
W9142L	0870 EN CO	1	NULL	0	Office.ContractingOfficeCode
W9142S	0050 CS HQ     REGIONL SPT GRP	1	XUS0050 CS HHC    HHC AREA SPT GP	0	Office.ContractingOfficeCode
W9142T	0050 CS HQ     REGIONL SPT GRP	1	0050 CS HHC    HHC AREA SPT GP	0	Office.ContractingOfficeCode
W9142W	W8BH NHARNG ELEMENT, JF HQ	2	NULL	0	Office.ContractingOfficeCode
W91435	0227 AV BN  04 CO D AVN MAINTE	1	NULL	0	Office.ContractingOfficeCode
